,number,value,datetime_start,datetime_complete,duration,params_ADBE_BIIB_beta_win,params_ADBE_BIIB_stop_loss,params_ADBE_BIIB_trade_freq,params_ADBE_BIIB_z_entry,params_ADBE_BIIB_z_exit,params_ADBE_BIIB_z_stop_scaler,params_ADBE_BIIB_z_win,params_AEP_JD_beta_win,params_AEP_JD_stop_loss,params_AEP_JD_trade_freq,params_AEP_JD_z_entry,params_AEP_JD_z_exit,params_AEP_JD_z_stop_scaler,params_AEP_JD_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_COST_ORLY_beta_win,params_COST_ORLY_stop_loss,params_COST_ORLY_trade_freq,params_COST_ORLY_z_entry,params_COST_ORLY_z_exit,params_COST_ORLY_z_stop_scaler,params_COST_ORLY_z_win,params_GOOG_SIRI_beta_win,params_GOOG_SIRI_stop_loss,params_GOOG_SIRI_trade_freq,params_GOOG_SIRI_z_entry,params_GOOG_SIRI_z_exit,params_GOOG_SIRI_z_stop_scaler,params_GOOG_SIRI_z_win,params_IDXX_SIRI_beta_win,params_IDXX_SIRI_stop_loss,params_IDXX_SIRI_trade_freq,params_IDXX_SIRI_z_entry,params_IDXX_SIRI_z_exit,params_IDXX_SIRI_z_stop_scaler,params_IDXX_SIRI_z_win,params_NTES_SIRI_beta_win,params_NTES_SIRI_stop_loss,params_NTES_SIRI_trade_freq,params_NTES_SIRI_z_entry,params_NTES_SIRI_z_exit,params_NTES_SIRI_z_stop_scaler,params_NTES_SIRI_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
76,76,-2.7267978191827478,2025-06-14 19:17:24.550540,2025-06-14 19:17:29.904426,0 days 00:00:05.353886,676.0,0.009000000000000001,4m,3.5,2.5,1.7000000000000002,760.0,306.0,0.008,3m,3.0,1.5,1.7000000000000002,830.0,990.0,0.006,1m,4.0,3.5,0.9,942.0,768,0.009000000000000001,1m,2.0,1.0,1.9000000000000001,132,,,,,,,,848.0,0.009000000000000001,4m,2.0,1.0,1.0,38.0,,,,,,,,,,,,,,,534.0,0.006,2m,1.0,2.0,2.0,884.0,,,,,,,,0.2,6,COMPLETE
77,77,-5.017709552942093,2025-06-14 19:17:29.981321,2025-06-14 19:17:36.551270,0 days 00:00:06.569949,456.0,0.007,4m,4.0,2.0,1.6,578.0,272.0,0.004,1m,2.5,2.5,1.3,598.0,32.0,0.007,3m,1.5,4.0,1.9000000000000001,666.0,428,0.005,1m,1.5,3.5,1.2000000000000002,184,218.0,0.005,2m,4.0,3.5,1.5,182.0,492.0,0.01,3m,1.5,1.5,1.1,96.0,,,,,,,,,,,,,,,472.0,0.005,4m,1.5,3.5,1.8,804.0,,,,,,,,0.1,7,COMPLETE
78,78,-3.3155477083844778,2025-06-14 19:17:36.619404,2025-06-14 19:17:41.942175,0 days 00:00:05.322771,856.0,0.009000000000000001,1m,1.0,3.0,0.6,434.0,348.0,0.001,3m,3.5,1.0,0.9,760.0,382.0,0.004,1m,4.0,3.5,0.5,560.0,556,0.01,1m,1.0,3.0,1.8,490,,,,,,,,882.0,0.007,4m,2.0,4.0,0.8,702.0,,,,,,,,,,,,,,,434.0,0.01,2m,2.0,4.0,1.9000000000000001,968.0,,,,,,,,0.25,6,COMPLETE
79,79,0.6261198937728818,2025-06-14 19:17:42.023367,2025-06-14 19:17:46.505603,0 days 00:00:04.482236,988.0,0.006,4m,3.0,3.5,1.8,522.0,,,,,,,,202.0,0.001,3m,3.5,3.0,0.8,872.0,1022,0.003,1m,4.0,1.5,1.1,1008,,,,,,,,834.0,0.003,2m,1.5,3.0,1.8,566.0,,,,,,,,,,,,,,,632.0,0.009000000000000001,4m,1.5,3.5,1.7000000000000002,362.0,,,,,,,,0.05,5,COMPLETE
80,80,-4.336190084150499,2025-06-14 19:17:46.572498,2025-06-14 19:17:52.773421,0 days 00:00:06.200923,364.0,0.008,4m,3.0,3.0,0.9,794.0,214.0,0.003,3m,4.0,2.0,1.1,894.0,516.0,0.008,1m,1.0,2.0,2.0,914.0,972,0.008,4m,1.0,3.5,2.0,74,476.0,0.004,2m,1.5,3.0,0.9,520.0,938.0,0.004,3m,1.0,3.5,0.6,224.0,,,,,,,,,,,,,,,580.0,0.008,2m,1.0,4.0,1.7000000000000002,840.0,,,,,,,,0.3,7,COMPLETE
81,81,-0.32231175740534257,2025-06-14 19:17:52.884575,2025-06-14 19:17:59.047810,0 days 00:00:06.163235,918.0,0.008,4m,3.5,1.0,2.0,628.0,172.0,0.002,3m,3.0,1.0,1.2000000000000002,984.0,282.0,0.006,3m,4.0,2.5,0.8,1004.0,808,0.01,1m,2.0,3.5,1.9000000000000001,578,1016.0,0.002,4m,3.5,1.0,1.7000000000000002,250.0,400.0,0.01,4m,1.5,1.5,1.0,404.0,,,,,,,,,,,,,,,506.0,0.008,2m,1.0,4.0,1.9000000000000001,260.0,,,,,,,,0.15000000000000002,7,COMPLETE
82,82,1.519509959156129,2025-06-14 19:17:59.131939,2025-06-14 19:18:06.204208,0 days 00:00:07.072269,886.0,0.009000000000000001,4m,3.5,1.5,2.0,706.0,124.0,0.002,3m,3.0,1.0,1.0,930.0,308.0,0.006,3m,3.5,2.5,0.9,1024.0,822,0.009000000000000001,1m,1.5,3.5,2.0,794,948.0,0.001,4m,4.0,1.0,1.8,298.0,444.0,0.01,4m,1.5,2.0,1.0,470.0,,,,,,,,,,,,,,,496.0,0.009000000000000001,2m,1.0,4.0,1.8,294.0,118.0,0.007,1m,3.5,2.5,1.8,216.0,0.1,8,COMPLETE
83,83,0.22121464319276643,2025-06-14 19:18:06.267546,2025-06-14 19:18:12.599241,0 days 00:00:06.331695,948.0,0.008,4m,4.0,1.0,2.0,648.0,58.0,0.002,3m,3.5,1.5,1.4,54.0,338.0,0.005,3m,4.0,2.5,0.7,978.0,866,0.01,1m,1.5,4.0,1.9000000000000001,626,906.0,0.002,4m,3.5,1.5,1.6,372.0,342.0,0.01,4m,2.0,1.0,0.9,604.0,,,,,,,,,,,,,,,544.0,0.007,2m,1.0,4.0,1.9000000000000001,334.0,,,,,,,,0.1,7,COMPLETE
84,84,-1.5391817117415383,2025-06-14 19:18:12.684470,2025-06-14 19:18:18.345533,0 days 00:00:05.661063,796.0,0.005,4m,3.5,1.5,1.9000000000000001,672.0,198.0,0.001,3m,3.0,1.0,1.2000000000000002,858.0,652.0,0.006,3m,3.5,2.0,0.6,954.0,926,0.01,1m,1.0,3.5,1.9000000000000001,686,,,,,,,,466.0,0.009000000000000001,4m,1.5,1.0,0.8,396.0,,,,,,,,,,,,,,,418.0,0.008,2m,1.0,4.0,2.0,206.0,,,,,,,,0.5,6,COMPLETE
85,85,-1.0567414484268367,2025-06-14 19:18:18.419595,2025-06-14 19:18:23.870578,0 days 00:00:05.450983,410.0,0.01,4m,4.0,1.5,2.0,584.0,412.0,0.003,3m,2.5,1.0,1.1,896.0,418.0,0.001,1m,3.5,3.0,0.7,354.0,804,0.009000000000000001,1m,1.5,3.0,1.8,530,,,,,,,,530.0,0.005,3m,2.0,2.0,2.0,354.0,,,,,,,,,,,,,,,736.0,0.009000000000000001,4m,1.5,4.0,1.9000000000000001,244.0,,,,,,,,0.1,6,COMPLETE
86,86,0.2555629861287123,2025-06-14 19:18:23.936817,2025-06-14 19:18:32.081776,0 days 00:00:08.144959,938.0,0.008,2m,3.0,2.0,1.8,730.0,172.0,0.008,4m,3.0,1.5,1.6,726.0,152.0,0.007,2m,4.0,2.0,0.8,720.0,636,0.004,1m,2.0,3.5,2.0,538,722.0,0.003,4m,4.0,1.0,1.9000000000000001,160.0,566.0,0.002,4m,1.0,1.5,1.3,530.0,,,,,,,,794.0,0.008,1m,1.5,1.5,1.1,890.0,612.0,0.009000000000000001,3m,1.0,3.5,1.8,394.0,874.0,0.009000000000000001,3m,2.0,3.0,0.5,814.0,0.05,9,COMPLETE
87,87,2.2120473634818785,2025-06-14 19:18:32.168822,2025-06-14 19:18:38.451307,0 days 00:00:06.282485,966.0,0.009000000000000001,4m,3.5,3.5,1.4,616.0,294.0,0.007,3m,3.5,2.5,1.3,778.0,256.0,0.005,3m,1.5,4.0,0.9,992.0,898,0.01,1m,3.5,4.0,1.9000000000000001,654,776.0,0.001,4m,3.0,2.5,1.4,274.0,772.0,0.001,3m,4.0,2.5,1.1,506.0,,,,,,,,,,,,,,,446.0,0.008,2m,1.0,4.0,1.6,744.0,,,,,,,,0.15000000000000002,7,COMPLETE
88,88,-1.111390041846843,2025-06-14 19:18:38.535675,2025-06-14 19:18:43.310576,0 days 00:00:04.774901,964.0,0.009000000000000001,1m,4.0,3.5,1.4,522.0,,,,,,,,264.0,0.002,1m,1.5,4.0,1.0,796.0,896,0.007,1m,3.5,4.0,1.6,594,,,,,,,,998.0,0.001,3m,3.5,2.5,1.1,508.0,,,,,,,,,,,,,,,374.0,0.006,2m,1.5,3.5,1.6,730.0,,,,,,,,0.2,5,COMPLETE
89,89,-0.7608796384569531,2025-06-14 19:18:43.375636,2025-06-14 19:18:51.065128,0 days 00:00:07.689492,1002.0,0.01,4m,3.5,3.5,1.2000000000000002,176.0,284.0,0.007,3m,3.5,2.5,1.3,788.0,714.0,0.001,3m,1.5,4.0,1.0,994.0,848,0.009000000000000001,1m,4.0,4.0,1.5,654,772.0,0.001,1m,2.5,2.5,1.4,80.0,760.0,0.001,3m,4.0,3.0,1.9000000000000001,636.0,,,,,,,,,,,,,,,458.0,0.004,4m,1.0,4.0,1.7000000000000002,650.0,22.0,0.004,3m,2.5,2.5,1.2000000000000002,942.0,0.15000000000000002,8,COMPLETE
90,90,-0.3893403433549184,2025-06-14 19:18:51.163645,2025-06-14 19:18:55.232399,0 days 00:00:04.068754,498.0,0.009000000000000001,4m,3.0,3.5,1.5,756.0,,,,,,,,,,,,,,,938,0.001,1m,3.5,2.5,1.4,942,,,,,,,,692.0,0.001,3m,2.5,2.5,1.2000000000000002,48.0,,,,,,,,,,,,,,,342.0,0.008,2m,1.0,2.5,1.6,930.0,,,,,,,,0.25,4,COMPLETE
91,91,-0.6946657526182238,2025-06-14 19:18:55.297910,2025-06-14 19:19:02.100678,0 days 00:00:06.802768,908.0,0.007,4m,4.0,3.5,1.9000000000000001,622.0,232.0,0.007,3m,3.5,4.0,1.3,684.0,378.0,0.006,3m,1.0,4.0,0.9,904.0,834,0.01,1m,3.5,3.5,2.0,708,856.0,0.001,4m,3.0,2.5,1.4,284.0,780.0,0.002,3m,1.5,1.0,1.0,452.0,,,,,,,,,,,,,,,522.0,0.008,2m,1.0,4.0,1.8,994.0,,,,,,,,0.1,7,COMPLETE
92,92,-4.219382911862393,2025-06-14 19:19:02.170684,2025-06-14 19:19:09.160227,0 days 00:00:06.989543,930.0,0.008,4m,3.5,3.5,1.3,662.0,298.0,0.005,3m,3.0,2.0,1.4,950.0,320.0,0.005,3m,1.0,1.5,1.1,996.0,748,0.01,1m,3.5,4.0,1.9000000000000001,656,924.0,0.002,4m,3.0,2.0,2.0,344.0,818.0,0.002,4m,2.0,2.0,1.1,426.0,,,,,,,,,,,,,,,446.0,0.007,2m,1.0,4.0,1.7000000000000002,168.0,,,,,,,,0.15000000000000002,7,COMPLETE
93,93,1.9260812445928228,2025-06-14 19:19:09.231381,2025-06-14 19:19:14.834912,0 days 00:00:05.603531,840.0,0.009000000000000001,4m,3.0,2.5,1.4,576.0,368.0,0.006,3m,4.0,1.0,0.5,1004.0,260.0,0.004,3m,2.0,3.5,0.8,954.0,876,0.01,1m,1.0,3.5,1.8,746,,,,,,,,884.0,0.009000000000000001,3m,1.5,1.5,1.0,500.0,,,,,,,,,,,,,,,564.0,0.005,2m,1.0,1.0,1.9000000000000001,712.0,,,,,,,,0.05,6,COMPLETE
94,94,-2.387115317263297,2025-06-14 19:19:14.896276,2025-06-14 19:19:22.235259,0 days 00:00:07.338983,870.0,0.008,2m,4.0,4.0,1.7000000000000002,610.0,172.0,0.009000000000000001,1m,3.5,4.0,1.2000000000000002,886.0,196.0,0.007,3m,3.0,4.0,0.9,246.0,956,0.01,1m,1.0,3.0,1.9000000000000001,556,1024.0,0.002,4m,3.5,3.0,1.3,198.0,634.0,0.001,4m,4.0,3.5,0.9,544.0,,,,,,,,,,,,,,,416.0,0.008,2m,1.0,4.0,1.5,280.0,642.0,0.002,4m,1.0,2.0,1.9000000000000001,608.0,0.1,8,COMPLETE
95,95,-1.6116345621200647,2025-06-14 19:19:22.299585,2025-06-14 19:19:29.024223,0 days 00:00:06.724638,960.0,0.008,4m,3.5,1.0,1.9000000000000001,696.0,326.0,0.004,3m,3.0,3.5,1.5,846.0,112.0,0.006,1m,4.0,3.5,0.6,634.0,486,0.009000000000000001,4m,3.5,3.5,2.0,432,788.0,0.001,4m,4.0,1.5,1.7000000000000002,246.0,736.0,0.003,3m,1.5,3.0,1.1,772.0,,,,,,,,,,,,,,,486.0,0.01,2m,1.0,4.0,1.7000000000000002,886.0,,,,,,,,0.05,7,COMPLETE
96,96,-2.0728405110642796,2025-06-14 19:19:29.087265,2025-06-14 19:19:34.116215,0 days 00:00:05.028950,1000.0,0.009000000000000001,4m,4.0,1.5,1.6,634.0,,,,,,,,768.0,0.001,3m,1.0,1.5,0.5,1020.0,1000,0.003,1m,1.5,4.0,1.9000000000000001,482,,,,,,,,506.0,0.01,4m,2.0,2.5,1.2000000000000002,586.0,,,,,,,,,,,,,,,398.0,0.008,4m,1.5,3.5,2.0,758.0,,,,,,,,0.1,5,COMPLETE
97,97,-1.4895451887860514,2025-06-14 19:19:34.196070,2025-06-14 19:19:39.947357,0 days 00:00:05.751287,894.0,0.005,4m,3.0,3.0,1.5,556.0,106.0,0.008,3m,2.5,2.0,1.6,772.0,818.0,0.006,4m,2.0,3.0,0.7,928.0,914,0.008,1m,1.0,2.0,2.0,44,,,,,,,,800.0,0.01,2m,2.0,1.5,1.8,662.0,,,,,,,,,,,,,,,380.0,0.009000000000000001,2m,2.0,2.0,1.2000000000000002,628.0,,,,,,,,0.2,6,COMPLETE
98,98,1.3917049419574619,2025-06-14 19:19:40.030604,2025-06-14 19:19:42.180465,0 days 00:00:02.149861,586.0,0.007,4m,4.0,3.5,1.7000000000000002,846.0,,,,,,,,,,,,,,,892,0.002,1m,4.0,3.0,1.7000000000000002,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
99,99,-0.4310279869397344,2025-06-14 19:19:42.242183,2025-06-14 19:19:47.834254,0 days 00:00:05.592071,432.0,0.01,2m,3.5,3.5,2.0,784.0,228.0,0.002,2m,3.5,1.0,1.1,924.0,598.0,0.005,3m,1.5,3.5,0.9,972.0,972,0.009000000000000001,1m,2.0,3.5,1.9000000000000001,786,,,,,,,,934.0,0.008,1m,2.5,1.0,0.8,106.0,,,,,,,,,,,,,,,170.0,0.01,2m,1.0,4.0,1.8,442.0,,,,,,,,0.05,6,COMPLETE
100,100,-1.6765185059917418,2025-06-14 19:19:47.936255,2025-06-14 19:19:54.257466,0 days 00:00:06.321211,322.0,0.006,4m,3.5,2.0,1.3,496.0,448.0,0.008,3m,3.0,1.5,1.2000000000000002,988.0,472.0,0.003,1m,1.0,4.0,0.6,854.0,858,0.009000000000000001,1m,3.5,4.0,1.8,686,332.0,0.003,3m,3.0,2.5,1.2000000000000002,1002.0,414.0,0.007,4m,1.0,4.0,0.7,424.0,,,,,,,,,,,,,,,670.0,0.007,4m,1.5,4.0,1.6,966.0,,,,,,,,0.25,7,COMPLETE
101,101,2.100286448412281,2025-06-14 19:19:54.343126,2025-06-14 19:19:59.674880,0 days 00:00:05.331754,830.0,0.009000000000000001,4m,3.0,2.5,1.4,576.0,388.0,0.006,3m,4.0,1.0,0.7,996.0,274.0,0.004,3m,2.0,3.5,0.8,958.0,786,0.01,1m,1.0,3.5,1.8,730,,,,,,,,888.0,0.009000000000000001,3m,1.5,1.5,1.0,476.0,,,,,,,,,,,,,,,606.0,0.005,2m,1.0,1.0,1.9000000000000001,724.0,,,,,,,,0.05,6,COMPLETE
102,102,0.5551058885163561,2025-06-14 19:19:59.740236,2025-06-14 19:20:05.586278,0 days 00:00:05.846042,776.0,0.009000000000000001,4m,3.0,2.5,1.1,542.0,268.0,0.007,3m,4.0,1.0,0.6,670.0,320.0,0.002,3m,2.0,3.5,0.8,1002.0,778,0.01,1m,1.0,3.5,2.0,644,,,,,,,,996.0,0.009000000000000001,3m,1.5,1.5,0.9,470.0,,,,,,,,,,,,,,,586.0,0.005,2m,1.0,1.0,1.9000000000000001,996.0,,,,,,,,0.05,6,COMPLETE
103,103,1.4956425099301567,2025-06-14 19:20:05.671205,2025-06-14 19:20:10.421523,0 days 00:00:04.750318,836.0,0.009000000000000001,4m,3.0,2.0,1.4,606.0,,,,,,,,364.0,0.005,3m,1.5,3.5,0.8,886.0,798,0.005,1m,1.0,3.5,1.9000000000000001,616,,,,,,,,872.0,0.009000000000000001,3m,1.5,2.0,1.0,490.0,,,,,,,,,,,,,,,616.0,0.004,2m,1.0,1.5,1.8,688.0,,,,,,,,0.05,5,COMPLETE
104,104,0.4846913093624952,2025-06-14 19:20:10.508120,2025-06-14 19:20:17.377859,0 days 00:00:06.869739,916.0,0.009000000000000001,4m,3.0,4.0,1.5,696.0,396.0,0.007,3m,4.0,1.0,0.7,730.0,256.0,0.006,3m,3.0,1.5,0.7,960.0,754,0.01,1m,1.0,3.5,1.1,722,970.0,0.01,2m,3.5,2.0,1.8,82.0,918.0,0.008,3m,1.5,1.5,1.1,18.0,,,,,,,,,,,,,,,470.0,0.006,2m,1.0,4.0,2.0,746.0,,,,,,,,0.1,7,COMPLETE
105,105,4.832990556814407,2025-06-14 19:20:17.464500,2025-06-14 19:20:23.155075,0 days 00:00:05.690575,810.0,0.01,4m,2.5,2.5,1.8,662.0,154.0,0.006,3m,3.0,1.0,1.4,1016.0,142.0,0.004,3m,2.5,2.0,0.5,936.0,516,0.01,1m,1.5,3.5,1.7000000000000002,570,,,,,,,,774.0,0.01,3m,1.5,1.0,1.9000000000000001,64.0,,,,,,,,,,,,,,,312.0,0.005,2m,1.0,1.5,1.9000000000000001,1024.0,,,,,,,,0.1,6,COMPLETE
106,106,-0.5589211575235601,2025-06-14 19:20:23.228170,2025-06-14 19:20:29.224226,0 days 00:00:05.996056,760.0,0.01,4m,2.5,2.5,1.8,664.0,336.0,0.006,3m,3.5,1.5,1.4,1010.0,86.0,0.004,2m,2.5,2.0,0.5,910.0,518,0.004,3m,1.0,3.5,1.7000000000000002,514,,,,,,,,782.0,0.01,3m,2.0,1.0,1.9000000000000001,64.0,,,,,,,,,,,,,,,306.0,0.005,3m,1.0,1.5,1.8,1012.0,,,,,,,,0.05,6,COMPLETE
107,107,-3.24218392834422,2025-06-14 19:20:29.308274,2025-06-14 19:20:33.861797,0 days 00:00:04.553523,808.0,0.01,3m,2.5,2.5,1.6,736.0,,,,,,,,40.0,0.003,3m,2.5,1.5,0.6,42.0,458,0.01,1m,1.0,1.5,1.7000000000000002,562,,,,,,,,838.0,0.009000000000000001,3m,2.5,1.0,2.0,98.0,,,,,,,,,,,,,,,234.0,0.004,2m,1.0,1.5,1.7000000000000002,564.0,,,,,,,,0.05,5,COMPLETE
108,108,-3.932381578498159,2025-06-14 19:20:33.926069,2025-06-14 19:20:42.557449,0 days 00:00:08.631380,720.0,0.01,1m,2.5,2.5,1.4,388.0,146.0,0.006,3m,4.0,4.0,1.4,976.0,156.0,0.004,1m,2.0,4.0,0.5,490.0,528,0.009000000000000001,1m,3.0,3.5,1.6,594,562.0,0.007,3m,2.5,3.5,1.1,588.0,760.0,0.001,3m,3.5,1.0,2.0,150.0,30.0,0.005,1m,4.0,2.5,1.4,528.0,1020.0,0.008,4m,3.0,3.0,1.8,308.0,262.0,0.005,4m,2.5,1.5,1.4,820.0,190.0,0.008,1m,3.5,1.5,1.5,812.0,0.25,10,COMPLETE
109,109,0.2717697062468285,2025-06-14 19:20:42.644052,2025-06-14 19:20:48.302569,0 days 00:00:05.658517,866.0,0.004,4m,2.5,3.0,1.7000000000000002,64.0,194.0,0.005,3m,1.0,3.5,1.5,610.0,218.0,0.001,3m,1.0,3.5,0.6,944.0,564,0.009000000000000001,1m,1.0,4.0,2.0,140,,,,,,,,692.0,0.004,3m,1.0,1.0,1.9000000000000001,40.0,,,,,,,,,,,,,,,964.0,0.003,2m,1.5,1.0,1.6,490.0,,,,,,,,0.1,6,COMPLETE
110,110,1.6181265017036035,2025-06-14 19:20:48.368506,2025-06-14 19:20:53.741072,0 days 00:00:05.372566,386.0,0.009000000000000001,4m,3.0,3.5,1.8,722.0,248.0,0.005,4m,3.0,2.5,1.6,942.0,138.0,0.005,3m,2.0,3.5,0.5,556.0,422,0.002,4m,1.5,3.0,1.8,118,,,,,,,,720.0,0.002,3m,1.5,1.0,1.6,176.0,,,,,,,,,,,,,,,358.0,0.005,1m,1.0,1.0,1.1,784.0,,,,,,,,0.35000000000000003,6,COMPLETE
111,111,-0.5231774348949992,2025-06-14 19:20:53.824804,2025-06-14 19:20:59.974176,0 days 00:00:06.149372,976.0,0.008,4m,4.0,2.5,1.9000000000000001,642.0,294.0,0.006,3m,3.0,1.0,1.3,916.0,296.0,0.006,3m,4.0,2.5,1.0,982.0,672,0.01,1m,1.5,3.5,1.9000000000000001,628,898.0,0.002,4m,4.0,1.0,1.6,400.0,812.0,0.01,4m,1.5,1.5,1.0,70.0,,,,,,,,,,,,,,,434.0,0.006,2m,1.0,2.0,1.9000000000000001,940.0,,,,,,,,0.1,7,COMPLETE
112,112,0.8879055838571872,2025-06-14 19:21:00.030675,2025-06-14 19:21:05.239190,0 days 00:00:05.208515,828.0,0.008,4m,4.0,2.0,1.8,588.0,184.0,0.007,3m,3.0,1.0,1.3,1024.0,682.0,0.004,3m,3.0,2.0,1.1,1008.0,498,0.01,1m,1.5,3.5,1.2000000000000002,664,,,,,,,,894.0,0.01,3m,1.5,1.0,0.9,378.0,,,,,,,,,,,,,,,518.0,0.005,2m,1.0,2.0,2.0,974.0,,,,,,,,0.1,6,COMPLETE
113,113,0.7797708151910926,2025-06-14 19:21:05.313449,2025-06-14 19:21:11.783821,0 days 00:00:06.470372,942.0,0.009000000000000001,4m,3.0,3.5,1.5,614.0,152.0,0.006,3m,3.0,1.0,1.3,960.0,50.0,0.007,3m,1.0,3.0,0.9,978.0,830,0.01,1m,1.5,3.5,1.8,64,828.0,0.003,1m,3.5,1.5,2.0,486.0,764.0,0.006,4m,1.5,1.0,1.8,826.0,,,,,,,,,,,,,,,104.0,0.004,2m,1.0,2.5,1.9000000000000001,1024.0,,,,,,,,0.15000000000000002,7,COMPLETE
114,114,-1.2596665036781594,2025-06-14 19:21:11.847939,2025-06-14 19:21:16.651577,0 days 00:00:04.803638,884.0,0.009000000000000001,4m,4.0,3.0,1.9000000000000001,680.0,,,,,,,,180.0,0.003,3m,2.5,2.5,0.6,930.0,728,0.01,1m,2.0,3.5,1.0,858,,,,,,,,452.0,0.01,3m,2.0,3.0,1.2000000000000002,748.0,,,,,,,,,,,,,,,342.0,0.01,2m,1.0,4.0,1.8,334.0,,,,,,,,0.05,5,COMPLETE
115,115,-3.335918898117864,2025-06-14 19:21:16.690959,2025-06-14 19:21:23.723706,0 days 00:00:07.032747,238.0,0.01,4m,2.5,1.5,1.9000000000000001,572.0,56.0,0.004,3m,3.0,1.0,1.2000000000000002,794.0,960.0,0.002,1m,4.0,4.0,0.8,1024.0,698,0.009000000000000001,1m,3.5,3.5,1.9000000000000001,26,48.0,0.001,3m,3.0,3.0,1.5,306.0,736.0,0.009000000000000001,4m,1.5,1.5,1.9000000000000001,116.0,,,,,,,,,,,,,,,458.0,0.009000000000000001,2m,1.0,4.0,1.9000000000000001,994.0,492.0,0.006,2m,1.5,3.5,0.7,738.0,0.3,8,COMPLETE
116,116,-1.0928722287450825,2025-06-14 19:21:23.772177,2025-06-14 19:21:29.618508,0 days 00:00:05.846331,188.0,0.007,2m,4.0,2.0,2.0,534.0,222.0,0.002,3m,3.5,1.0,1.5,872.0,100.0,0.006,3m,1.5,1.0,0.7,462.0,904,0.006,2m,1.5,1.5,1.8,86,,,,,,,,858.0,0.01,4m,2.0,3.5,1.1,26.0,,,,,,,,,,,,,,,410.0,0.007,4m,1.0,1.5,2.0,970.0,,,,,,,,0.05,6,COMPLETE
117,117,-5.855231264812031,2025-06-14 19:21:29.706878,2025-06-14 19:21:36.098518,0 days 00:00:06.391640,858.0,0.008,4m,3.5,3.5,1.3,644.0,126.0,0.003,3m,2.5,1.5,0.8,980.0,410.0,0.006,4m,1.0,2.0,0.5,898.0,956,0.01,1m,1.0,3.5,2.0,780,662.0,0.002,2m,3.5,2.5,1.9000000000000001,234.0,796.0,0.009000000000000001,3m,1.0,1.0,0.5,700.0,,,,,,,,,,,,,,,498.0,0.009000000000000001,2m,1.0,1.0,1.9000000000000001,1006.0,,,,,,,,0.1,7,COMPLETE
118,118,-1.905120611014406,2025-06-14 19:21:36.178266,2025-06-14 19:21:41.449319,0 days 00:00:05.271053,472.0,0.008,4m,3.0,3.5,1.6,710.0,262.0,0.01,2m,3.0,1.0,1.4,844.0,130.0,0.001,3m,4.0,2.5,0.8,858.0,574,0.01,1m,1.0,1.0,1.7000000000000002,576,,,,,,,,844.0,0.01,1m,1.5,2.5,1.7000000000000002,428.0,,,,,,,,,,,,,,,658.0,0.006,2m,1.0,4.0,1.8,378.0,,,,,,,,0.05,6,COMPLETE
119,119,-0.4126276714151278,2025-06-14 19:21:41.512909,2025-06-14 19:21:46.710590,0 days 00:00:05.197681,286.0,0.006,4m,4.0,3.0,1.2000000000000002,820.0,544.0,0.007,1m,2.0,3.0,1.7000000000000002,916.0,244.0,0.005,3m,3.5,3.0,0.6,418.0,632,0.009000000000000001,1m,1.0,3.0,1.9000000000000001,186,,,,,,,,976.0,0.009000000000000001,4m,3.0,2.0,2.0,520.0,,,,,,,,,,,,,,,384.0,0.008,4m,1.5,3.5,1.7000000000000002,706.0,,,,,,,,0.1,6,COMPLETE
120,120,1.6852998253002285,2025-06-14 19:21:46.797083,2025-06-14 19:21:52.723973,0 days 00:00:05.926890,1006.0,0.009000000000000001,4m,3.0,4.0,1.4,988.0,434.0,0.009000000000000001,3m,3.5,1.0,1.1,824.0,194.0,0.007,1m,1.0,1.5,0.9,820.0,864,0.01,1m,2.0,2.5,2.0,818,750.0,0.004,3m,2.5,2.0,1.4,334.0,826.0,0.01,2m,1.5,1.5,0.9,86.0,,,,,,,,,,,,,,,720.0,0.01,2m,2.5,4.0,1.3,418.0,,,,,,,,0.2,7,COMPLETE
