,number,value,datetime_start,datetime_complete,duration,params_AMZN_CTAS_beta_win,params_AMZN_CTAS_stop_loss,params_AMZN_CTAS_trade_freq,params_AMZN_CTAS_z_entry,params_AMZN_CTAS_z_exit,params_AMZN_CTAS_z_stop_scaler,params_AMZN_CTAS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
51,51,1.1612603697417894,2025-06-14 19:54:09.404883,2025-06-14 19:54:18.347013,0 days 00:00:08.942130,340.0,0.002,2m,4.0,4.0,1.7000000000000002,232.0,820.0,0.008,2m,1.5,2.5,1.1,800.0,696.0,0.008,3m,2.5,4.0,0.5,908.0,826.0,0.008,2m,1.0,3.0,1.8,580.0,300,0.001,1m,3.5,4.0,1.5,524,742.0,0.008,1m,3.0,2.0,0.9,240.0,148.0,0.002,1m,3.0,3.5,0.6,202.0,,,,,,,,900.0,0.01,4m,1.5,2.0,1.9000000000000001,970.0,,,,,,,,0.1,8,COMPLETE
52,52,1.2383976354397668,2025-06-14 19:54:18.442531,2025-06-14 19:54:26.962415,0 days 00:00:08.519884,800.0,0.005,3m,3.5,3.0,1.1,576.0,832.0,0.009000000000000001,2m,1.5,2.5,1.1,888.0,566.0,0.007,3m,3.0,4.0,0.5,748.0,734.0,0.007,4m,1.0,3.0,1.9000000000000001,670.0,440,0.001,1m,3.5,4.0,1.3,434,860.0,0.009000000000000001,1m,3.0,2.0,0.8,104.0,28.0,0.002,1m,4.0,2.5,0.8,300.0,,,,,,,,788.0,0.01,4m,2.0,2.0,2.0,852.0,,,,,,,,0.1,8,COMPLETE
53,53,2.3053045780366457,2025-06-14 19:54:27.051925,2025-06-14 19:54:37.073025,0 days 00:00:10.021100,244.0,0.008,4m,3.5,3.5,1.6,902.0,652.0,0.007,2m,1.0,2.0,1.0,728.0,780.0,0.006,3m,3.0,3.5,0.6,840.0,506.0,0.008,2m,1.5,3.5,1.6,532.0,770,0.002,1m,3.0,4.0,1.4,688,754.0,0.007,1m,2.0,2.5,1.1,360.0,478.0,0.001,1m,2.5,3.5,0.5,160.0,,,,,,,,690.0,0.009000000000000001,4m,1.5,2.0,1.8,702.0,1020.0,0.006,1m,2.5,2.5,2.0,62.0,0.15000000000000002,9,COMPLETE
54,54,-3.0567707169541225,2025-06-14 19:54:37.158052,2025-06-14 19:54:45.282035,0 days 00:00:08.123983,,,,,,,,946.0,0.006,2m,2.0,3.0,1.3,928.0,508.0,0.009000000000000001,3m,2.5,4.0,0.8,656.0,624.0,0.006,3m,1.0,2.5,2.0,82.0,362,0.001,1m,3.5,3.0,1.5,568,620.0,0.01,1m,4.0,1.5,0.6,80.0,154.0,0.002,4m,3.5,4.0,0.7,370.0,,,,,,,,768.0,0.01,3m,1.0,2.5,0.5,798.0,,,,,,,,0.2,7,COMPLETE
55,55,-0.2379021716796739,2025-06-14 19:54:45.369551,2025-06-14 19:54:52.024840,0 days 00:00:06.655289,,,,,,,,768.0,0.008,1m,2.5,2.5,0.8,852.0,632.0,0.004,1m,3.5,3.5,0.6,888.0,230.0,0.01,2m,2.5,4.0,1.8,618.0,484,0.003,2m,4.0,1.5,1.6,748,726.0,0.009000000000000001,4m,3.5,2.0,0.5,216.0,,,,,,,,,,,,,,,600.0,0.007,1m,2.5,1.5,1.6,734.0,,,,,,,,0.05,6,COMPLETE
56,56,1.2645523940636925,2025-06-14 19:54:52.116859,2025-06-14 19:55:02.121516,0 days 00:00:10.004657,446.0,0.006,4m,3.5,3.0,0.8,578.0,554.0,0.01,3m,1.5,2.0,1.2000000000000002,872.0,678.0,0.007,3m,4.0,4.0,0.5,952.0,894.0,0.009000000000000001,1m,1.5,3.0,0.9,776.0,554,0.007,1m,2.5,4.0,1.7000000000000002,490,906.0,0.007,1m,2.5,1.5,0.9,296.0,324.0,0.005,1m,1.5,3.0,0.9,590.0,,,,,,,,922.0,0.009000000000000001,4m,2.0,3.0,1.7000000000000002,884.0,386.0,0.006,3m,3.0,2.0,1.1,624.0,0.1,9,COMPLETE
57,57,-2.6880091398269235,2025-06-14 19:55:02.209031,2025-06-14 19:55:12.938218,0 days 00:00:10.729187,194.0,0.009000000000000001,3m,2.5,4.0,1.2000000000000002,226.0,688.0,0.008,4m,2.0,3.0,1.4,42.0,1016.0,0.008,3m,1.5,3.0,1.2000000000000002,982.0,544.0,0.005,3m,1.0,3.5,1.7000000000000002,486.0,720,0.002,1m,4.0,3.5,1.3,424,806.0,0.004,3m,2.0,1.0,1.4,414.0,642.0,0.001,1m,3.0,2.0,1.3,760.0,20.0,0.01,2m,2.5,3.5,0.6,22.0,982.0,0.01,4m,3.0,1.0,1.9000000000000001,760.0,690.0,0.004,4m,2.0,3.5,1.5,582.0,0.1,10,COMPLETE
58,58,1.0659383753376466,2025-06-14 19:55:13.045747,2025-06-14 19:55:18.749957,0 days 00:00:05.704210,,,,,,,,928.0,0.009000000000000001,2m,1.5,1.5,1.0,788.0,440.0,0.009000000000000001,4m,3.0,2.5,1.0,778.0,384.0,0.006,4m,1.0,3.0,1.9000000000000001,590.0,638,0.002,4m,3.5,4.0,1.4,354,,,,,,,,,,,,,,,,,,,,,,860.0,0.008,3m,2.5,2.5,2.0,344.0,,,,,,,,0.15000000000000002,5,COMPLETE
59,59,-4.771675558134015,2025-06-14 19:55:18.838475,2025-06-14 19:55:27.405352,0 days 00:00:08.566877,628.0,0.004,2m,3.5,3.5,1.8,444.0,984.0,0.004,1m,1.0,2.5,0.9,704.0,142.0,0.003,2m,2.5,3.5,0.7,550.0,854.0,0.007,2m,3.0,2.5,1.5,406.0,202,0.001,1m,3.0,3.5,1.5,610,656.0,0.008,1m,4.0,2.5,0.7,132.0,250.0,0.002,1m,2.5,3.5,0.6,222.0,,,,,,,,730.0,0.003,4m,2.5,1.5,1.0,972.0,,,,,,,,0.3,8,COMPLETE
60,60,-2.988429738217898,2025-06-14 19:55:27.489779,2025-06-14 19:55:31.548119,0 days 00:00:04.058340,,,,,,,,44.0,0.007,2m,2.0,3.0,0.6,970.0,744.0,0.01,3m,2.0,3.5,0.5,436.0,,,,,,,,128,0.003,1m,3.0,3.0,1.1,306,,,,,,,,,,,,,,,,,,,,,,266.0,0.009000000000000001,4m,3.5,2.0,0.7,1020.0,,,,,,,,0.05,4,COMPLETE
61,61,0.1484557093327683,2025-06-14 19:55:31.677109,2025-06-14 19:55:41.256501,0 days 00:00:09.579392,194.0,0.008,4m,3.5,3.5,1.5,918.0,646.0,0.007,2m,1.0,2.0,1.0,598.0,780.0,0.006,3m,3.0,3.5,0.6,838.0,496.0,0.008,2m,1.5,3.5,1.6,502.0,798,0.002,1m,3.5,4.0,1.4,650,762.0,0.007,1m,2.0,3.0,1.2000000000000002,446.0,422.0,0.001,1m,2.5,4.0,0.5,124.0,,,,,,,,686.0,0.01,4m,1.5,2.0,1.8,700.0,990.0,0.007,1m,2.0,3.0,2.0,38.0,0.15000000000000002,9,COMPLETE
62,62,0.5702187506889872,2025-06-14 19:55:41.368021,2025-06-14 19:55:50.084450,0 days 00:00:08.716429,320.0,0.009000000000000001,4m,4.0,3.0,1.8,788.0,732.0,0.008,2m,1.0,2.0,1.1,746.0,822.0,0.005,3m,3.0,4.0,0.6,846.0,696.0,0.008,2m,1.5,3.5,1.9000000000000001,532.0,776,0.001,1m,2.5,4.0,1.6,546,896.0,0.008,1m,1.5,2.5,1.1,350.0,526.0,0.003,1m,2.0,3.5,0.6,174.0,,,,,,,,652.0,0.009000000000000001,4m,1.5,2.0,1.8,774.0,780.0,0.008,1m,3.0,2.0,1.6,182.0,0.1,9,COMPLETE
63,63,-0.26160615250733116,2025-06-14 19:55:50.187562,2025-06-14 19:55:57.087289,0 days 00:00:06.899727,,,,,,,,784.0,0.006,2m,1.0,1.5,1.0,694.0,702.0,0.006,3m,2.5,3.5,0.8,706.0,558.0,0.009000000000000001,2m,2.5,4.0,2.0,692.0,836,0.002,1m,3.0,4.0,1.4,720,722.0,0.009000000000000001,1m,2.0,2.0,1.0,280.0,490.0,0.001,1m,2.5,3.0,0.5,58.0,,,,,,,,692.0,0.01,4m,1.0,1.5,1.6,848.0,,,,,,,,0.15000000000000002,7,COMPLETE
64,64,0.9742643052806346,2025-06-14 19:55:57.165945,2025-06-14 19:56:05.258312,0 days 00:00:08.092367,128.0,0.008,4m,3.5,4.0,1.9000000000000001,910.0,634.0,0.007,2m,1.5,2.5,2.0,754.0,894.0,0.006,3m,3.5,3.5,0.5,742.0,610.0,0.002,2m,2.0,3.5,1.8,714.0,908,0.001,1m,3.5,4.0,1.2000000000000002,682,572.0,0.007,4m,2.5,3.0,1.3,334.0,726.0,0.002,1m,3.0,3.5,0.7,284.0,,,,,,,,592.0,0.009000000000000001,4m,1.5,2.0,1.7000000000000002,558.0,,,,,,,,0.1,8,COMPLETE
65,65,-0.9538531963385106,2025-06-14 19:56:05.348827,2025-06-14 19:56:12.476189,0 days 00:00:07.127362,,,,,,,,850.0,0.008,3m,2.0,1.0,0.8,834.0,852.0,0.004,3m,3.0,4.0,0.6,800.0,950.0,0.01,2m,4.0,3.0,1.9000000000000001,666.0,948,0.005,2m,3.0,3.5,1.3,508,444.0,0.01,2m,1.5,2.5,1.9000000000000001,574.0,916.0,0.001,1m,1.5,4.0,0.6,392.0,,,,,,,,804.0,0.01,2m,3.0,2.5,1.8,906.0,,,,,,,,0.2,7,COMPLETE
66,66,-11.40364419628904,2025-06-14 19:56:12.574006,2025-06-14 19:56:20.971530,0 days 00:00:08.397524,474.0,0.01,4m,2.5,3.5,1.5,650.0,716.0,0.009000000000000001,4m,1.0,2.0,1.2000000000000002,894.0,762.0,0.005,3m,3.0,3.0,0.7,886.0,482.0,0.009000000000000001,2m,1.5,1.0,1.7000000000000002,340.0,854,0.004,3m,3.5,4.0,1.5,802,238.0,0.001,1m,1.0,2.0,0.6,66.0,562.0,0.007,4m,2.0,2.5,0.9,144.0,,,,,,,,426.0,0.008,4m,2.0,3.0,1.9000000000000001,612.0,554.0,0.003,1m,3.0,2.0,1.8,300.0,0.4,9,COMPLETE
67,67,-4.693569600919132,2025-06-14 19:56:21.073624,2025-06-14 19:56:26.729919,0 days 00:00:05.656295,,,,,,,,762.0,0.007,2m,1.5,3.5,0.9,204.0,616.0,0.008,1m,3.5,3.5,0.6,990.0,780.0,0.007,1m,1.0,3.0,1.2000000000000002,592.0,728,0.002,1m,3.0,4.0,1.4,596,964.0,0.01,1m,2.5,3.5,1.5,830.0,,,,,,,,,,,,,,,722.0,0.005,1m,3.0,2.0,1.7000000000000002,66.0,,,,,,,,0.05,6,COMPLETE
68,68,-0.5663441525951434,2025-06-14 19:56:26.810304,2025-06-14 19:56:34.385394,0 days 00:00:07.575090,866.0,0.007,1m,3.0,2.5,1.2000000000000002,900.0,864.0,0.008,2m,2.0,2.5,0.7,614.0,806.0,0.01,3m,2.5,3.0,0.5,628.0,394.0,0.008,2m,3.5,2.5,1.6,808.0,774,0.001,1m,2.5,3.0,1.7000000000000002,374,668.0,0.008,4m,4.0,2.0,0.8,198.0,714.0,0.005,2m,3.5,3.5,0.7,528.0,,,,,,,,552.0,0.009000000000000001,4m,1.0,1.5,2.0,844.0,,,,,,,,0.25,8,COMPLETE
69,69,-3.6974481558562116,2025-06-14 19:56:34.475786,2025-06-14 19:56:43.437094,0 days 00:00:08.961308,298.0,0.009000000000000001,3m,4.0,4.0,1.7000000000000002,1016.0,568.0,0.009000000000000001,2m,3.5,3.0,1.3,718.0,580.0,0.009000000000000001,3m,3.0,2.5,1.1,922.0,702.0,0.01,2m,2.0,3.5,2.0,210.0,688,0.003,3m,2.5,3.5,1.3,446,786.0,0.005,1m,3.0,2.5,1.0,70.0,116.0,0.003,4m,2.5,3.0,0.9,96.0,994.0,0.001,1m,1.0,1.0,2.0,1024.0,508.0,0.01,4m,2.5,2.5,1.8,732.0,260.0,0.008,1m,2.0,3.0,0.8,766.0,0.15000000000000002,10,COMPLETE
70,70,-3.275718804476656,2025-06-14 19:56:43.536765,2025-06-14 19:56:49.068833,0 days 00:00:05.532068,,,,,,,,500.0,0.002,2m,2.5,2.0,1.0,808.0,912.0,0.007,3m,4.0,4.0,0.8,820.0,644.0,0.01,2m,1.0,2.0,1.5,448.0,894,0.002,1m,3.5,4.0,1.9000000000000001,894,678.0,0.002,1m,3.5,1.5,0.5,504.0,,,,,,,,,,,,,,,628.0,0.007,3m,3.5,3.5,1.9000000000000001,810.0,,,,,,,,0.1,6,COMPLETE
71,71,3.329480757261916,2025-06-14 19:56:49.193306,2025-06-14 19:56:57.399353,0 days 00:00:08.206047,214.0,0.004,4m,3.0,3.0,0.9,752.0,904.0,0.01,2m,2.0,3.5,0.8,624.0,378.0,0.004,2m,3.5,3.0,0.7,924.0,450.0,0.007,3m,1.0,3.5,2.0,636.0,68,0.002,1m,4.0,3.5,1.4,966,944.0,0.01,1m,2.0,1.0,0.6,118.0,228.0,0.004,1m,2.5,4.0,1.2000000000000002,602.0,,,,,,,,760.0,0.009000000000000001,4m,3.0,2.5,1.2000000000000002,962.0,426.0,0.001,2m,4.0,4.0,1.1,998.0,0.1,9,COMPLETE
72,72,4.751691179388349,2025-06-14 19:56:57.484888,2025-06-14 19:57:14.153479,0 days 00:00:16.668591,110.0,0.005,4m,3.5,3.0,0.9,718.0,818.0,0.01,2m,2.0,3.5,0.8,538.0,390.0,0.002,2m,3.5,3.5,0.7,872.0,462.0,0.006,3m,1.0,4.0,2.0,644.0,36,0.001,1m,4.0,3.5,1.5,980,998.0,0.01,1m,2.0,1.0,0.6,140.0,16.0,0.004,1m,2.5,4.0,1.1,624.0,,,,,,,,754.0,0.009000000000000001,4m,3.0,2.5,1.3,970.0,492.0,0.003,2m,3.5,3.0,1.2000000000000002,994.0,0.05,9,COMPLETE
73,73,1.416775316310505,2025-06-14 19:57:14.313474,2025-06-14 19:57:29.585912,0 days 00:00:15.272438,106.0,0.005,4m,3.0,2.5,0.7,694.0,800.0,0.01,2m,2.0,3.5,0.8,538.0,376.0,0.002,2m,3.5,3.5,0.9,334.0,452.0,0.006,3m,1.0,4.0,2.0,648.0,68,0.001,1m,4.0,3.5,1.5,948,1018.0,0.01,1m,1.5,1.0,0.6,136.0,28.0,0.005,3m,2.0,4.0,1.3,636.0,,,,,,,,754.0,0.01,4m,3.0,3.0,1.2000000000000002,954.0,528.0,0.003,2m,3.5,3.5,1.2000000000000002,1004.0,0.05,9,COMPLETE
74,74,1.8731479451312438,2025-06-14 19:57:29.678379,2025-06-14 19:57:37.083919,0 days 00:00:07.405540,120.0,0.003,4m,3.5,2.0,1.0,598.0,976.0,0.01,2m,2.5,4.0,0.6,456.0,292.0,0.002,2m,4.0,3.0,0.7,1020.0,388.0,0.006,3m,1.0,4.0,2.0,694.0,130,0.001,1m,4.0,3.0,1.6,992,984.0,0.01,1m,2.0,1.0,0.5,66.0,248.0,0.004,1m,2.5,4.0,1.1,724.0,,,,,,,,832.0,0.01,4m,3.0,2.5,0.9,1000.0,,,,,,,,0.05,8,COMPLETE
75,75,1.9961939665703718,2025-06-14 19:57:37.198299,2025-06-14 19:57:43.736376,0 days 00:00:06.538077,,,,,,,,884.0,0.01,2m,2.0,3.5,0.7,414.0,326.0,0.003,2m,3.5,3.5,1.4,868.0,540.0,0.005,3m,1.0,3.0,1.9000000000000001,852.0,96,0.001,1m,4.0,3.5,1.2000000000000002,896,930.0,0.009000000000000001,1m,4.0,1.0,0.6,980.0,164.0,0.006,1m,1.0,1.0,1.4,864.0,,,,,,,,864.0,0.009000000000000001,2m,3.0,2.5,1.3,914.0,,,,,,,,0.1,7,COMPLETE
76,76,-0.03960445310110419,2025-06-14 19:57:43.820518,2025-06-14 19:57:52.588205,0 days 00:00:08.767687,170.0,0.003,4m,4.0,3.0,0.9,352.0,300.0,0.009000000000000001,3m,2.0,4.0,0.8,654.0,430.0,0.003,2m,3.5,4.0,0.7,936.0,272.0,0.007,3m,1.0,3.0,2.0,630.0,38,0.001,4m,4.0,3.5,1.5,968,842.0,0.01,3m,2.5,1.5,0.7,200.0,88.0,0.004,1m,4.0,4.0,1.1,594.0,512.0,0.005,1m,4.0,2.5,1.3,596.0,34.0,0.01,4m,3.0,2.5,1.2000000000000002,992.0,278.0,0.002,2m,3.5,3.5,0.9,798.0,0.1,10,COMPLETE
77,77,0.4235644878890712,2025-06-14 19:57:52.675112,2025-06-14 19:57:55.255680,0 days 00:00:02.580568,,,,,,,,,,,,,,,232.0,0.004,2m,4.0,2.5,0.5,968.0,,,,,,,,148,0.002,3m,4.0,3.0,1.6,984,,,,,,,,,,,,,,,,,,,,,,754.0,0.009000000000000001,4m,3.5,2.5,1.4,876.0,,,,,,,,0.05,3,COMPLETE
78,78,-4.332041286714189,2025-06-14 19:57:55.333750,2025-06-14 19:58:01.465855,0 days 00:00:06.132105,,,,,,,,916.0,0.01,2m,2.5,3.5,0.9,508.0,386.0,0.01,2m,3.5,3.0,0.8,904.0,158.0,0.004,3m,1.0,2.5,1.8,754.0,242,0.001,1m,4.0,3.5,1.5,928,888.0,0.009000000000000001,1m,4.0,1.0,0.8,36.0,364.0,0.005,3m,2.0,4.0,1.8,1010.0,,,,,,,,662.0,0.008,4m,3.5,3.0,1.1,956.0,,,,,,,,0.45,7,COMPLETE
79,79,-1.120806648183844,2025-06-14 19:58:01.563723,2025-06-14 19:58:09.437109,0 days 00:00:07.873386,408.0,0.005,4m,3.0,2.0,0.6,786.0,814.0,0.005,1m,2.0,3.0,0.5,568.0,480.0,0.001,2m,3.5,4.0,1.8,116.0,662.0,0.006,3m,1.5,4.0,0.5,724.0,460,0.007,1m,1.0,2.5,1.7000000000000002,16,976.0,0.01,2m,3.5,1.5,0.5,166.0,302.0,0.007,1m,3.0,4.0,1.2000000000000002,690.0,,,,,,,,968.0,0.006,4m,2.5,2.0,1.0,910.0,390.0,0.003,2m,4.0,4.0,1.3,934.0,0.05,9,COMPLETE
80,80,-0.09987080295376123,2025-06-14 19:58:09.526252,2025-06-14 19:58:13.474876,0 days 00:00:03.948624,,,,,,,,854.0,0.009000000000000001,2m,1.5,3.0,1.1,764.0,366.0,0.002,2m,2.0,3.5,0.6,782.0,,,,,,,,976,0.002,2m,2.0,3.5,1.4,864,,,,,,,,,,,,,,,,,,,,,,784.0,0.01,4m,4.0,2.5,1.4,818.0,,,,,,,,0.1,4,COMPLETE
81,81,1.9641035510311384,2025-06-14 19:58:13.551193,2025-06-14 19:58:21.791438,0 days 00:00:08.240245,260.0,0.004,4m,3.5,3.5,1.0,752.0,740.0,0.008,2m,2.0,3.5,1.0,682.0,536.0,0.006,4m,3.0,3.5,0.6,840.0,454.0,0.007,3m,1.0,3.5,1.9000000000000001,544.0,64,0.002,1m,3.5,4.0,1.4,828,826.0,0.009000000000000001,1m,2.0,2.0,0.6,120.0,194.0,0.003,1m,2.5,3.5,1.1,232.0,,,,,,,,704.0,0.009000000000000001,4m,3.0,2.0,1.8,866.0,630.0,0.005,2m,3.5,2.5,0.9,642.0,0.15000000000000002,9,COMPLETE
82,82,0.43422274845059194,2025-06-14 19:58:21.881354,2025-06-14 19:58:29.179206,0 days 00:00:07.297852,234.0,0.006,4m,3.5,3.0,0.8,860.0,702.0,0.008,2m,1.5,2.5,0.9,628.0,710.0,0.005,3m,3.0,3.5,0.5,856.0,514.0,0.008,4m,1.5,3.5,2.0,568.0,832,0.003,1m,3.5,4.0,1.3,470,706.0,0.01,1m,2.0,2.0,0.7,178.0,30.0,0.002,1m,2.5,3.5,0.5,930.0,,,,,,,,680.0,0.009000000000000001,4m,3.0,2.0,1.7000000000000002,768.0,,,,,,,,0.1,8,COMPLETE
83,83,-0.28464012706689,2025-06-14 19:58:29.283465,2025-06-14 19:58:37.517845,0 days 00:00:08.234380,576.0,0.002,4m,3.0,3.5,0.5,824.0,774.0,0.009000000000000001,2m,2.0,4.0,1.7000000000000002,758.0,756.0,0.007,1m,3.0,3.5,0.7,914.0,574.0,0.009000000000000001,2m,1.5,3.0,1.9000000000000001,662.0,544,0.001,1m,4.0,4.0,1.4,414,774.0,0.006,1m,1.5,1.5,0.9,58.0,458.0,0.001,1m,3.0,4.0,1.4,466.0,,,,,,,,632.0,0.01,4m,3.0,2.0,1.5,918.0,1024.0,0.002,2m,2.5,3.0,1.3,750.0,0.15000000000000002,9,COMPLETE
84,84,-3.5617347529496812,2025-06-14 19:58:37.596729,2025-06-14 19:58:46.838543,0 days 00:00:09.241814,272.0,0.005,4m,3.5,3.0,1.1,710.0,654.0,0.007,2m,2.5,2.5,0.7,706.0,676.0,0.003,3m,2.5,3.0,0.6,734.0,360.0,0.008,2m,1.0,3.5,1.8,522.0,874,0.002,1m,3.5,4.0,1.6,966,962.0,0.009000000000000001,1m,2.5,4.0,0.5,18.0,576.0,0.004,2m,2.0,3.5,0.8,350.0,22.0,0.005,4m,2.5,2.5,1.4,560.0,732.0,0.009000000000000001,4m,2.0,2.0,1.6,826.0,456.0,0.006,2m,3.5,1.5,1.7000000000000002,906.0,0.35000000000000003,10,COMPLETE
85,85,3.7682158476291425,2025-06-14 19:58:46.929406,2025-06-14 19:58:54.275885,0 days 00:00:07.346479,382.0,0.007,1m,4.0,1.0,1.3,624.0,824.0,0.006,2m,1.5,3.0,1.0,846.0,800.0,0.006,2m,3.5,3.5,0.5,682.0,754.0,0.007,2m,1.0,4.0,2.0,614.0,1022,0.004,1m,4.0,4.0,1.5,1020,914.0,0.01,1m,2.0,1.0,0.7,246.0,304.0,0.003,1m,2.5,4.0,1.1,564.0,,,,,,,,806.0,0.008,4m,2.5,1.5,1.2000000000000002,686.0,,,,,,,,0.1,8,COMPLETE
86,86,-3.205183761754937,2025-06-14 19:58:54.375475,2025-06-14 19:59:01.703745,0 days 00:00:07.328270,380.0,0.007,1m,4.0,1.0,0.8,494.0,882.0,0.006,2m,1.5,3.0,0.9,848.0,972.0,0.009000000000000001,2m,3.5,4.0,0.5,782.0,736.0,0.007,1m,1.0,1.5,2.0,620.0,998,0.004,1m,4.0,3.5,1.5,1006,920.0,0.01,1m,4.0,1.0,0.7,242.0,216.0,0.003,1m,3.0,4.0,1.1,558.0,,,,,,,,880.0,0.008,1m,2.5,1.5,1.3,944.0,,,,,,,,0.1,8,COMPLETE
87,87,-0.19007828040383376,2025-06-14 19:59:01.787108,2025-06-14 19:59:07.489362,0 days 00:00:05.702254,,,,,,,,836.0,0.01,4m,2.0,3.0,1.1,814.0,512.0,0.008,2m,3.5,3.5,0.5,558.0,812.0,0.006,2m,1.0,4.0,2.0,772.0,1010,0.006,3m,4.0,3.0,1.6,904,848.0,0.01,1m,3.0,1.0,0.8,102.0,,,,,,,,,,,,,,,820.0,0.01,4m,2.5,1.0,1.2000000000000002,896.0,,,,,,,,0.1,6,COMPLETE
88,88,-5.557524053115988,2025-06-14 19:59:07.651708,2025-06-14 19:59:16.265695,0 days 00:00:08.613987,,,,,,,,926.0,0.008,2m,1.5,3.0,1.2000000000000002,904.0,868.0,0.004,2m,3.5,3.5,0.7,680.0,756.0,0.007,3m,1.0,4.0,1.0,594.0,282,0.005,1m,4.0,4.0,1.2000000000000002,1016,,,,,,,,,,,,,,,,,,,,,,794.0,0.01,2m,2.5,2.5,1.1,860.0,,,,,,,,0.05,5,COMPLETE
89,89,0.8123560540831625,2025-06-14 19:59:16.410420,2025-06-14 19:59:34.559631,0 days 00:00:18.149211,500.0,0.004,1m,4.0,1.5,1.3,548.0,818.0,0.003,2m,2.0,2.5,0.8,788.0,414.0,0.005,2m,4.0,4.0,0.5,610.0,690.0,0.01,2m,1.0,3.0,1.9000000000000001,690.0,334,0.004,1m,4.0,3.5,1.3,868,1002.0,0.009000000000000001,1m,2.0,1.5,0.6,144.0,330.0,0.004,1m,2.5,4.0,1.2000000000000002,634.0,,,,,,,,942.0,0.009000000000000001,4m,2.5,1.5,1.1,662.0,,,,,,,,0.1,8,COMPLETE
90,90,-0.7397896945895058,2025-06-14 19:59:34.681989,2025-06-14 19:59:41.741564,0 days 00:00:07.059575,,,,,,,,1002.0,0.009000000000000001,2m,2.5,3.5,0.9,868.0,640.0,0.001,2m,3.5,3.0,0.9,816.0,422.0,0.007,2m,1.0,4.0,2.0,734.0,404,0.008,4m,3.5,4.0,1.5,546,630.0,0.01,1m,3.5,1.0,0.5,82.0,126.0,0.01,4m,1.5,4.0,1.0,430.0,,,,,,,,1022.0,0.01,4m,3.0,3.0,1.2000000000000002,1022.0,,,,,,,,0.3,7,COMPLETE
91,91,1.0317284163063143,2025-06-14 19:59:41.828757,2025-06-14 19:59:51.298376,0 days 00:00:09.469619,172.0,0.007,1m,3.5,2.5,1.4,644.0,750.0,0.007,2m,1.0,2.5,1.0,730.0,784.0,0.006,3m,3.0,3.5,0.6,888.0,468.0,0.008,2m,1.5,3.5,1.8,556.0,964,0.003,1m,4.0,4.0,1.4,922,938.0,0.009000000000000001,1m,2.0,2.5,0.6,268.0,286.0,0.003,1m,2.5,3.5,1.3,498.0,,,,,,,,718.0,0.009000000000000001,4m,3.0,2.0,1.9000000000000001,702.0,808.0,0.004,4m,1.5,3.0,1.0,184.0,0.1,9,COMPLETE
