,number,value,datetime_start,datetime_complete,duration,params_ADI_ILMN_beta_win,params_ADI_ILMN_stop_loss,params_ADI_ILMN_trade_freq,params_ADI_ILMN_z_entry,params_ADI_ILMN_z_exit,params_ADI_ILMN_z_stop_scaler,params_ADI_ILMN_z_win,params_ADSK_ILMN_beta_win,params_ADSK_ILMN_stop_loss,params_ADSK_ILMN_trade_freq,params_ADSK_ILMN_z_entry,params_ADSK_ILMN_z_exit,params_ADSK_ILMN_z_stop_scaler,params_ADSK_ILMN_z_win,params_AMGN_ILMN_beta_win,params_AMGN_ILMN_stop_loss,params_AMGN_ILMN_trade_freq,params_AMGN_ILMN_z_entry,params_AMGN_ILMN_z_exit,params_AMGN_ILMN_z_stop_scaler,params_AMGN_ILMN_z_win,params_EA_ILMN_beta_win,params_EA_ILMN_stop_loss,params_EA_ILMN_trade_freq,params_EA_ILMN_z_entry,params_EA_ILMN_z_exit,params_EA_ILMN_z_stop_scaler,params_EA_ILMN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GFS_ILMN_beta_win,params_GFS_ILMN_stop_loss,params_GFS_ILMN_trade_freq,params_GFS_ILMN_z_entry,params_GFS_ILMN_z_exit,params_GFS_ILMN_z_stop_scaler,params_GFS_ILMN_z_win,params_HON_ILMN_beta_win,params_HON_ILMN_stop_loss,params_HON_ILMN_trade_freq,params_HON_ILMN_z_entry,params_HON_ILMN_z_exit,params_HON_ILMN_z_stop_scaler,params_HON_ILMN_z_win,params_IDXX_ODFL_beta_win,params_IDXX_ODFL_stop_loss,params_IDXX_ODFL_trade_freq,params_IDXX_ODFL_z_entry,params_IDXX_ODFL_z_exit,params_IDXX_ODFL_z_stop_scaler,params_IDXX_ODFL_z_win,params_NFLX_PCAR_beta_win,params_NFLX_PCAR_stop_loss,params_NFLX_PCAR_trade_freq,params_NFLX_PCAR_z_entry,params_NFLX_PCAR_z_exit,params_NFLX_PCAR_z_stop_scaler,params_NFLX_PCAR_z_win,params_NFLX_SBUX_beta_win,params_NFLX_SBUX_stop_loss,params_NFLX_SBUX_trade_freq,params_NFLX_SBUX_z_entry,params_NFLX_SBUX_z_exit,params_NFLX_SBUX_z_stop_scaler,params_NFLX_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-2.2482425913173514,2025-06-14 19:29:21.008146,2025-06-14 19:29:23.575821,0 days 00:00:02.567675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,0.002,1m,2.5,2.0,0.6,468.0,876.0,0.003,3m,1.0,3.0,1.3,394.0,342,0.009000000000000001,3m,3.5,2.0,1.3,502,0.5,3,COMPLETE
1,1,1.4353789557530174,2025-06-14 19:29:23.641166,2025-06-14 19:29:26.108848,0 days 00:00:02.467682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,0.006,3m,2.5,3.0,1.0,592.0,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,0.3,3,COMPLETE
2,2,1.8173291890497543,2025-06-14 19:29:26.170431,2025-06-14 19:29:32.939889,0 days 00:00:06.769458,652.0,0.001,4m,3.0,1.5,0.5,828.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,,,,,,,,920.0,0.003,3m,2.5,1.0,1.3,360.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,572.0,0.008,4m,1.5,3.5,2.0,386.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,270,0.008,4m,1.0,1.5,0.5,50,0.2,9,COMPLETE
3,3,0.4059380002281855,2025-06-14 19:29:33.037852,2025-06-14 19:29:37.533246,0 days 00:00:04.495394,,,,,,,,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,352.0,0.007,2m,1.0,3.5,1.3,856.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,544,0.009000000000000001,1m,1.5,3.5,1.3,326,0.05,5,COMPLETE
4,4,4.476110180287313,2025-06-14 19:29:37.596164,2025-06-14 19:29:41.864274,0 days 00:00:04.268110,,,,,,,,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,0.2,5,COMPLETE
5,5,0.25770920252956425,2025-06-14 19:29:41.917860,2025-06-14 19:29:48.693297,0 days 00:00:06.775437,370.0,0.007,1m,2.0,1.0,1.4,490.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,,,,,,,,974.0,0.008,4m,3.0,4.0,1.8,922.0,,,,,,,,304.0,0.007,4m,1.5,1.0,1.8,648.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,804.0,0.008,1m,2.5,3.5,0.6,550.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,430,0.001,4m,2.5,4.0,0.8,278,0.15000000000000002,8,COMPLETE
6,6,3.8710243559861053,2025-06-14 19:29:48.776600,2025-06-14 19:29:52.136307,0 days 00:00:03.359707,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,264,0.008,1m,4.0,1.0,0.6,718,0.45,4,COMPLETE
7,7,1.9124299451120845,2025-06-14 19:29:52.213766,2025-06-14 19:29:54.979981,0 days 00:00:02.766215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.0,0.008,2m,4.0,3.0,1.6,760.0,832.0,0.01,3m,3.5,2.5,1.5,514.0,952,0.004,3m,2.0,2.5,0.8,652,0.1,3,COMPLETE
8,8,2.875896572600863,2025-06-14 19:29:55.060370,2025-06-14 19:30:01.100514,0 days 00:00:06.040144,,,,,,,,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,,,,,,,,338.0,0.005,2m,1.5,3.0,1.4,492.0,,,,,,,,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,150.0,0.002,2m,4.0,3.0,1.4,444.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,0.05,7,COMPLETE
9,9,-2.465352455567575,2025-06-14 19:30:01.180013,2025-06-14 19:30:08.882179,0 days 00:00:07.702166,552.0,0.003,1m,2.0,3.5,0.7,384.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,1010.0,0.007,3m,4.0,1.5,0.8,766.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,90,0.004,2m,4.0,1.5,0.9,844,0.45,10,COMPLETE
10,10,-0.7838409765892307,2025-06-14 19:30:08.946607,2025-06-14 19:30:09.873786,0 days 00:00:00.927179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,0.006,4m,1.0,2.5,2.0,1012,0.3,1,COMPLETE
11,11,-1.2685024447727784,2025-06-14 19:30:09.939286,2025-06-14 19:30:14.026161,0 days 00:00:04.086875,,,,,,,,450.0,0.01,2m,1.0,4.0,1.5,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.0,0.001,3m,4.0,2.5,0.8,728.0,30.0,0.01,3m,3.0,1.0,1.0,92.0,480.0,0.007,2m,4.0,1.5,1.0,248.0,636,0.007,1m,2.0,1.0,1.7000000000000002,702,0.4,5,COMPLETE
12,12,4.427173719976461,2025-06-14 19:30:14.098565,2025-06-14 19:30:21.089804,0 days 00:00:06.991239,,,,,,,,366.0,0.008,3m,1.5,2.5,2.0,534.0,,,,,,,,16.0,0.01,1m,4.0,1.5,0.5,78.0,,,,,,,,,,,,,,,986.0,0.003,3m,4.0,2.5,1.1,594.0,592.0,0.01,1m,2.0,2.0,1.1,186.0,416.0,0.007,4m,2.0,2.0,0.5,244.0,752,0.01,1m,3.0,1.0,1.6,828,0.25,6,COMPLETE
13,13,-4.533607354892422,2025-06-14 19:30:21.230828,2025-06-14 19:30:36.736897,0 days 00:00:15.506069,,,,,,,,692.0,0.001,3m,1.0,1.0,2.0,602.0,,,,,,,,42.0,0.01,1m,4.0,1.5,0.5,52.0,,,,,,,,970.0,0.001,1m,4.0,4.0,0.5,964.0,992.0,0.003,3m,4.0,2.5,1.1,580.0,660.0,0.004,1m,1.5,2.5,1.5,996.0,16.0,0.005,4m,2.0,1.5,0.5,34.0,766,0.01,4m,3.0,2.0,1.6,930,0.2,7,COMPLETE
14,14,1.3049831608261495,2025-06-14 19:30:36.878449,2025-06-14 19:30:44.481271,0 days 00:00:07.602822,,,,,,,,372.0,0.008,3m,1.5,2.5,2.0,542.0,,,,,,,,16.0,0.01,1m,4.0,2.0,0.5,42.0,,,,,,,,,,,,,,,766.0,0.003,3m,4.0,2.0,1.0,536.0,726.0,0.01,1m,2.0,2.0,1.8,20.0,438.0,0.008,4m,4.0,2.0,1.1,254.0,818,0.01,1m,2.5,2.0,1.6,538,0.25,6,COMPLETE
15,15,-2.0218199271179587,2025-06-14 19:30:44.552888,2025-06-14 19:30:45.520969,0 days 00:00:00.968081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,0.005,4m,2.0,1.0,1.8,818,0.35000000000000003,1,COMPLETE
16,16,2.0892463039802003,2025-06-14 19:30:45.617737,2025-06-14 19:30:54.529602,0 days 00:00:08.911865,,,,,,,,770.0,0.008,1m,2.0,2.5,1.1,686.0,,,,,,,,620.0,0.001,1m,3.0,2.5,0.9,270.0,,,,,,,,,,,,,,,790.0,0.001,3m,3.5,3.0,0.5,776.0,422.0,0.01,1m,3.0,4.0,1.1,214.0,356.0,0.006,4m,3.0,2.0,1.4,234.0,654,0.001,1m,3.0,3.0,1.5,570,0.2,6,COMPLETE
17,17,-2.683369807091638,2025-06-14 19:30:54.638546,2025-06-14 19:31:10.082684,0 days 00:00:15.444138,,,,,,,,808.0,0.008,3m,1.5,2.0,1.8,416.0,,,,,,,,260.0,0.008,3m,2.0,1.0,0.9,618.0,,,,,,,,30.0,0.01,3m,3.5,4.0,2.0,16.0,756.0,0.004,2m,3.5,2.0,1.4,434.0,814.0,0.004,4m,2.0,2.5,0.9,1004.0,332.0,0.005,1m,2.0,1.0,1.7000000000000002,384.0,910,0.007,2m,1.5,1.5,2.0,826,0.25,7,COMPLETE
18,18,-2.9050483626613386,2025-06-14 19:31:10.188010,2025-06-14 19:31:13.675897,0 days 00:00:03.487887,,,,,,,,356.0,0.01,1m,1.5,1.0,1.4,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,0.005,1m,3.0,2.0,1.2000000000000002,656.0,22.0,0.008,4m,3.0,2.0,1.1,148.0,700,0.01,1m,1.5,2.0,1.4,1024,0.15000000000000002,4,COMPLETE
19,19,-1.9048912009407855,2025-06-14 19:31:13.727194,2025-06-14 19:31:19.633523,0 days 00:00:05.906329,1000.0,0.01,3m,1.0,4.0,2.0,50.0,582.0,0.003,3m,2.0,2.0,1.1,702.0,,,,,,,,586.0,0.007,2m,3.5,2.0,0.7,308.0,,,,,,,,1024.0,0.001,1m,3.0,2.5,1.3,288.0,876.0,0.004,1m,3.5,3.0,0.9,708.0,304.0,0.009000000000000001,1m,2.0,1.0,0.8,288.0,564.0,0.006,4m,2.0,3.5,0.5,390.0,878,0.007,4m,3.5,3.0,1.1,442,0.35000000000000003,8,COMPLETE
20,20,1.1310547520919005,2025-06-14 19:31:19.700609,2025-06-14 19:31:23.092091,0 days 00:00:03.391482,,,,,,,,884.0,0.007,1m,1.0,3.0,1.7000000000000002,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,0.009000000000000001,1m,3.5,2.5,1.7000000000000002,148.0,130.0,0.003,4m,3.5,1.0,2.0,156.0,1010,0.003,1m,2.5,1.0,1.8,750,0.1,4,COMPLETE
21,21,6.000647944526939,2025-06-14 19:31:23.159775,2025-06-14 19:31:26.758921,0 days 00:00:03.599146,,,,,,,,238.0,0.009000000000000001,2m,2.0,4.0,1.7000000000000002,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,0.009000000000000001,3m,2.5,1.5,1.2000000000000002,318.0,636.0,0.008,2m,2.5,2.5,0.7,578.0,20,0.008,1m,3.5,1.0,0.5,620,0.5,4,COMPLETE
22,22,-0.17732209245405628,2025-06-14 19:31:26.814478,2025-06-14 19:31:28.475952,0 days 00:00:01.661474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0,0.008,2m,1.5,2.5,0.6,476.0,52,0.008,1m,3.5,1.5,1.1,618,0.35000000000000003,2,COMPLETE
23,23,0.7539898984064387,2025-06-14 19:31:28.533519,2025-06-14 19:31:32.790460,0 days 00:00:04.256941,,,,,,,,222.0,0.009000000000000001,2m,2.5,4.0,1.8,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,0.002,3m,2.0,2.0,1.3,464.0,482.0,0.01,3m,1.5,1.5,1.3,338.0,680.0,0.009000000000000001,1m,2.5,2.5,0.9,308.0,722,0.01,1m,3.0,1.0,1.7000000000000002,888,0.3,5,COMPLETE
24,24,-0.8035446232823535,2025-06-14 19:31:32.846995,2025-06-14 19:31:37.614418,0 days 00:00:04.767423,,,,,,,,474.0,0.009000000000000001,2m,1.5,3.0,2.0,1018.0,,,,,,,,792.0,0.004,1m,3.5,2.0,1.0,170.0,,,,,,,,,,,,,,,360.0,0.005,3m,3.0,3.0,1.9000000000000001,54.0,226.0,0.007,4m,2.0,2.0,1.2000000000000002,192.0,368.0,0.007,2m,2.0,1.5,0.7,642.0,544,0.008,1m,3.5,1.5,1.5,432,0.25,6,COMPLETE
25,25,1.47014236379104,2025-06-14 19:31:37.685751,2025-06-14 19:31:41.025639,0 days 00:00:03.339888,,,,,,,,278.0,0.007,3m,2.0,2.5,1.8,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,0.009000000000000001,3m,3.0,1.5,1.4,78.0,608.0,0.009000000000000001,4m,3.0,3.0,0.5,480.0,436,0.006,4m,3.0,1.0,1.9000000000000001,760,0.5,4,COMPLETE
26,26,-0.1231209264802319,2025-06-14 19:31:41.081780,2025-06-14 19:31:45.082401,0 days 00:00:04.000621,,,,,,,,64.0,0.009000000000000001,4m,2.5,1.5,1.6,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,0.01,3m,4.0,1.5,1.7000000000000002,914.0,874.0,0.008,1m,3.5,1.0,0.9,356.0,776.0,0.006,4m,1.0,2.0,1.3,808.0,888,0.009000000000000001,2m,3.5,2.0,1.0,638,0.15000000000000002,5,COMPLETE
27,27,-4.419936980736522,2025-06-14 19:31:45.155653,2025-06-14 19:31:46.890469,0 days 00:00:01.734816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,0.008,2m,2.5,3.5,1.1,132.0,632,0.01,3m,2.5,2.5,0.6,934,0.4,2,COMPLETE
28,28,-5.6100992953490865,2025-06-14 19:31:46.943073,2025-06-14 19:31:52.321664,0 days 00:00:05.378591,,,,,,,,382.0,0.01,2m,1.5,3.5,1.9000000000000001,532.0,,,,,,,,180.0,0.009000000000000001,1m,2.5,3.0,1.6,966.0,,,,,,,,,,,,,,,668.0,0.002,1m,1.0,2.5,1.1,618.0,622.0,0.006,1m,2.0,2.0,0.8,902.0,110.0,0.005,1m,3.5,2.5,0.7,334.0,452,0.007,1m,2.0,1.5,1.8,466,0.2,6,COMPLETE
29,29,-6.393865356082393,2025-06-14 19:31:52.383817,2025-06-14 19:31:55.038359,0 days 00:00:02.654542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0,0.001,3m,1.0,3.0,1.1,238.0,424.0,0.007,3m,2.0,2.0,1.5,1024.0,812,0.009000000000000001,3m,4.0,1.0,1.4,578,0.25,3,COMPLETE
30,30,-0.8071978008995216,2025-06-14 19:31:55.109214,2025-06-14 19:32:01.949272,0 days 00:00:06.840058,56.0,0.006,2m,4.0,2.5,2.0,1024.0,138.0,0.006,3m,2.0,2.0,1.5,380.0,,,,,,,,470.0,0.001,2m,3.5,1.5,2.0,498.0,,,,,,,,16.0,0.01,2m,2.5,1.5,1.0,992.0,1024.0,0.008,4m,3.5,1.5,0.6,378.0,682.0,0.009000000000000001,4m,2.5,2.5,1.4,662.0,994.0,0.009000000000000001,4m,1.5,3.0,0.9,434.0,134,0.008,4m,3.5,2.0,1.6,770,0.5,8,COMPLETE
31,31,5.432351362426455,2025-06-14 19:32:02.003891,2025-06-14 19:32:05.711007,0 days 00:00:03.707116,,,,,,,,260.0,0.009000000000000001,2m,2.0,3.5,1.6,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.009000000000000001,3m,2.5,1.5,1.1,244.0,540.0,0.007,2m,2.5,2.5,0.6,588.0,178,0.008,1m,4.0,1.0,0.6,692,0.45,4,COMPLETE
32,32,4.909670865047209,2025-06-14 19:32:05.761638,2025-06-14 19:32:09.323289,0 days 00:00:03.561651,,,,,,,,300.0,0.008,2m,1.5,4.0,1.7000000000000002,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,0.01,3m,2.5,1.5,1.0,148.0,540.0,0.006,2m,3.0,2.5,0.6,562.0,44,0.009000000000000001,1m,4.0,1.0,0.5,664,0.45,4,COMPLETE
33,33,-1.8013647335039606,2025-06-14 19:32:09.371566,2025-06-14 19:32:12.205385,0 days 00:00:02.833819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,0.009000000000000001,3m,3.0,1.5,1.0,110.0,522.0,0.006,2m,3.0,2.5,0.6,580.0,18,0.008,1m,4.0,1.5,0.5,676,0.45,3,COMPLETE
34,34,1.7898332802747814,2025-06-14 19:32:12.257841,2025-06-14 19:32:14.094396,0 days 00:00:01.836555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,0.004,2m,3.0,3.0,1.2000000000000002,678.0,188,0.009000000000000001,1m,4.0,1.0,0.7,526,0.5,2,COMPLETE
35,35,1.501178774357233,2025-06-14 19:32:14.148644,2025-06-14 19:32:17.746347,0 days 00:00:03.597703,,,,,,,,186.0,0.009000000000000001,2m,2.0,4.0,1.6,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,0.008,3m,2.5,1.0,0.6,396.0,744.0,0.008,2m,3.5,2.5,0.8,738.0,302,0.006,1m,4.0,1.5,0.6,372,0.4,4,COMPLETE
36,36,-3.755687055192806,2025-06-14 19:32:17.817840,2025-06-14 19:32:20.679102,0 days 00:00:02.861262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.01,3m,2.5,1.5,1.2000000000000002,496.0,522.0,0.001,2m,3.0,3.0,0.6,556.0,130,0.009000000000000001,2m,4.0,4.0,0.5,616,0.45,3,COMPLETE
37,37,0.877078350167942,2025-06-14 19:32:20.740239,2025-06-14 19:32:25.116656,0 days 00:00:04.376417,,,,,,,,282.0,0.01,2m,2.5,4.0,1.7000000000000002,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,0.005,2m,1.5,4.0,0.8,844.0,244.0,0.007,3m,3.5,1.0,0.9,40.0,478.0,0.006,2m,2.5,3.5,0.9,636.0,204,0.007,4m,1.0,3.5,0.7,696,0.5,5,COMPLETE
38,38,-3.3077116574619065,2025-06-14 19:32:25.173580,2025-06-14 19:32:28.613203,0 days 00:00:03.439623,,,,,,,,114.0,0.008,2m,1.0,3.5,1.4,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,0.009000000000000001,3m,2.5,1.5,0.5,306.0,652.0,0.004,3m,4.0,3.0,0.7,530.0,362,0.009000000000000001,1m,3.5,1.5,0.8,198,0.45,4,COMPLETE
39,39,-3.2908084085248412,2025-06-14 19:32:28.690684,2025-06-14 19:32:33.248287,0 days 00:00:04.557603,,,,,,,,302.0,0.009000000000000001,2m,1.5,4.0,1.8,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,0.007,1m,2.5,1.0,1.7000000000000002,68.0,298.0,0.008,3m,3.0,4.0,1.3,458.0,910.0,0.007,2m,3.5,3.0,1.6,454.0,76,0.008,3m,4.0,1.0,0.5,588,0.4,5,COMPLETE
40,40,0.3888843745416564,2025-06-14 19:32:33.361560,2025-06-14 19:32:35.899289,0 days 00:00:02.537729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,0.006,2m,2.5,3.5,0.7,582.0,558.0,0.009000000000000001,2m,2.5,2.5,1.8,838.0,234,0.005,1m,3.5,1.5,0.7,518,0.5,3,COMPLETE
41,41,-0.1421567637527958,2025-06-14 19:32:35.965753,2025-06-14 19:32:39.685006,0 days 00:00:03.719253,,,,,,,,460.0,0.008,2m,1.5,3.5,1.9000000000000001,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,0.01,1m,2.0,2.0,1.0,172.0,282.0,0.007,2m,2.5,2.0,0.6,624.0,26,0.01,1m,3.5,1.0,0.6,786,0.3,4,COMPLETE
42,42,-2.232528385881033,2025-06-14 19:32:39.768057,2025-06-14 19:32:44.295005,0 days 00:00:04.526948,,,,,,,,320.0,0.007,1m,2.0,4.0,1.9000000000000001,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.0,0.004,3m,3.0,2.5,1.3,626.0,546.0,0.01,3m,1.5,2.0,1.1,136.0,418.0,0.008,3m,2.0,2.5,0.5,692.0,102,0.01,1m,3.0,1.0,0.9,730,0.45,5,COMPLETE
43,43,2.801132521675823,2025-06-14 19:32:44.372373,2025-06-14 19:32:50.216512,0 days 00:00:05.844139,,,,,,,,204.0,0.009000000000000001,2m,1.5,3.0,1.7000000000000002,596.0,,,,,,,,724.0,0.003,3m,2.0,1.5,1.1,750.0,,,,,,,,714.0,0.003,3m,4.0,3.0,0.5,360.0,696.0,0.002,3m,3.5,3.5,1.0,482.0,26.0,0.009000000000000001,3m,2.0,1.5,1.0,242.0,764.0,0.007,1m,2.5,2.5,0.6,312.0,150,0.009000000000000001,1m,4.0,1.0,0.5,886,0.2,7,COMPLETE
44,44,0.7379623561786953,2025-06-14 19:32:50.322108,2025-06-14 19:32:55.280903,0 days 00:00:04.958795,,,,,,,,386.0,0.008,2m,2.0,3.5,2.0,732.0,,,,,,,,144.0,0.006,4m,4.0,2.5,0.7,182.0,,,,,,,,,,,,,,,838.0,0.001,4m,2.5,3.0,1.2000000000000002,664.0,102.0,0.008,1m,2.5,2.0,1.1,400.0,484.0,0.006,2m,3.5,2.0,0.8,544.0,568,0.008,1m,3.0,1.0,1.9000000000000001,686,0.4,6,COMPLETE
45,45,-3.1802946237786056,2025-06-14 19:32:55.343617,2025-06-14 19:32:58.702191,0 days 00:00:03.358574,,,,,,,,40.0,0.01,2m,2.5,3.5,1.2000000000000002,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,0.01,2m,2.5,3.0,1.2000000000000002,270.0,628.0,0.005,4m,3.0,1.5,0.7,210.0,372,0.009000000000000001,4m,1.5,1.5,1.3,646,0.35000000000000003,4,COMPLETE
46,46,-1.0666838850056237,2025-06-14 19:32:58.775101,2025-06-14 19:33:03.350009,0 days 00:00:04.574908,,,,,,,,542.0,0.006,4m,1.0,4.0,1.5,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.0,0.004,2m,4.0,2.0,1.4,372.0,282.0,0.009000000000000001,3m,2.5,1.5,1.3,200.0,722.0,0.007,4m,2.0,2.0,0.5,86.0,76,0.002,1m,3.5,2.0,0.8,794,0.45,5,COMPLETE
47,47,1.032717104829498,2025-06-14 19:33:03.398486,2025-06-14 19:33:06.029557,0 days 00:00:02.631071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,0.008,4m,2.0,2.5,0.9,802.0,860.0,0.008,2m,3.0,3.0,0.8,506.0,938,0.009000000000000001,2m,2.5,1.0,0.7,868,0.1,3,COMPLETE
48,48,-3.583698404058567,2025-06-14 19:33:06.084706,2025-06-14 19:33:11.213910,0 days 00:00:05.129204,,,,,,,,226.0,0.005,1m,1.5,1.5,1.9000000000000001,878.0,,,,,,,,300.0,0.008,1m,3.0,1.0,1.5,408.0,,,,,,,,,,,,,,,670.0,0.003,3m,2.0,2.5,0.9,818.0,894.0,0.01,1m,3.0,1.5,2.0,310.0,812.0,0.01,4m,2.5,2.5,1.0,430.0,280,0.01,4m,4.0,2.5,0.6,706,0.15000000000000002,6,COMPLETE
49,49,-0.6694362235606992,2025-06-14 19:33:11.271965,2025-06-14 19:33:19.390202,0 days 00:00:08.118237,954.0,0.01,4m,4.0,2.5,1.1,108.0,422.0,0.01,3m,3.0,3.0,0.8,16.0,870.0,0.001,3m,1.0,4.0,2.0,1012.0,180.0,0.01,1m,1.0,4.0,1.2000000000000002,658.0,994.0,0.005,2m,1.0,1.0,1.5,1016.0,240.0,0.008,2m,1.0,3.5,1.5,796.0,388.0,0.005,3m,3.5,3.0,1.1,536.0,734.0,0.007,2m,2.5,2.0,1.5,56.0,574.0,0.006,2m,4.0,2.0,2.0,748.0,490,0.008,1m,1.0,3.0,1.2000000000000002,486,0.2,10,COMPLETE
50,50,1.7958166677817022,2025-06-14 19:33:19.432254,2025-06-14 19:33:21.110872,0 days 00:00:01.678618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.0,0.008,3m,1.5,3.0,0.7,596.0,762,0.007,3m,3.0,1.5,1.7000000000000002,560,0.25,2,COMPLETE
51,51,1.7066192131198934,2025-06-14 19:33:21.174690,2025-06-14 19:33:24.582584,0 days 00:00:03.407894,,,,,,,,256.0,0.009000000000000001,2m,2.0,3.5,1.6,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,0.009000000000000001,3m,2.5,1.5,1.1,244.0,566.0,0.007,2m,2.5,2.5,0.6,592.0,242,0.008,1m,4.0,1.0,0.6,732,0.45,4,COMPLETE
