,number,value,datetime_start,datetime_complete,duration,params_AEP_BIIB_beta_win,params_AEP_BIIB_stop_loss,params_AEP_BIIB_trade_freq,params_AEP_BIIB_z_entry,params_AEP_BIIB_z_exit,params_AEP_BIIB_z_stop_scaler,params_AEP_BIIB_z_win,params_AMGN_BIIB_beta_win,params_AMGN_BIIB_stop_loss,params_AMGN_BIIB_trade_freq,params_AMGN_BIIB_z_entry,params_AMGN_BIIB_z_exit,params_AMGN_BIIB_z_stop_scaler,params_AMGN_BIIB_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_EBAY_MTCH_beta_win,params_EBAY_MTCH_stop_loss,params_EBAY_MTCH_trade_freq,params_EBAY_MTCH_z_entry,params_EBAY_MTCH_z_exit,params_EBAY_MTCH_z_stop_scaler,params_EBAY_MTCH_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_IDXX_ISRG_beta_win,params_IDXX_ISRG_stop_loss,params_IDXX_ISRG_trade_freq,params_IDXX_ISRG_z_entry,params_IDXX_ISRG_z_exit,params_IDXX_ISRG_z_stop_scaler,params_IDXX_ISRG_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-3.966972836376731,2025-06-14 19:12:36.917560,2025-06-14 19:12:39.679080,0 days 00:00:02.761520,1000.0,0.002,1m,2.5,2.0,0.6,468.0,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
1,1,-2.0193960740076577,2025-06-14 19:12:39.793114,2025-06-14 19:12:42.541739,0 days 00:00:02.748625,984.0,0.006,3m,2.5,3.0,1.0,592.0,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
2,2,5.103359204389965,2025-06-14 19:12:42.646143,2025-06-14 19:12:49.778144,0 days 00:00:07.132001,572.0,0.008,4m,1.5,3.5,2.0,386.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,,,,,,,,270,0.008,4m,1.0,1.5,0.5,50,652.0,0.001,4m,3.0,1.5,0.5,828.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,0.2,9,COMPLETE
3,3,-3.784088415763433,2025-06-14 19:12:49.846960,2025-06-14 19:12:53.991114,0 days 00:00:04.144154,352.0,0.007,2m,1.0,3.5,1.3,856.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,,,,,,,,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,,,,,,,,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,0.05,5,COMPLETE
4,4,-2.7746894184748294,2025-06-14 19:12:54.049435,2025-06-14 19:12:58.140827,0 days 00:00:04.091392,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,,,,,,,,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,,,,,,,,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,0.2,5,COMPLETE
5,5,-4.970729399413322,2025-06-14 19:12:58.205663,2025-06-14 19:13:04.566347,0 days 00:00:06.360684,804.0,0.008,1m,2.5,3.5,0.6,550.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,,,,,,,,304.0,0.007,4m,1.5,1.0,1.8,648.0,,,,,,,,430,0.001,4m,2.5,4.0,0.8,278,370.0,0.007,1m,2.0,1.0,1.4,490.0,974.0,0.008,4m,3.0,4.0,1.8,922.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,0.15000000000000002,8,COMPLETE
6,6,1.7954137310548832,2025-06-14 19:13:04.629420,2025-06-14 19:13:07.758679,0 days 00:00:03.129259,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
7,7,-5.124232834136688,2025-06-14 19:13:07.828144,2025-06-14 19:13:10.264879,0 days 00:00:02.436735,948.0,0.008,2m,4.0,3.0,1.6,760.0,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
8,8,-0.6050326463808798,2025-06-14 19:13:10.320553,2025-06-14 19:13:15.761261,0 days 00:00:05.440708,150.0,0.002,2m,4.0,3.0,1.4,444.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,,,,,,,,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,,,,,,,,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,,,,,,,,338.0,0.005,2m,1.5,3.0,1.4,492.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,0.05,7,COMPLETE
9,9,-4.689420960513031,2025-06-14 19:13:15.828208,2025-06-14 19:13:23.652018,0 days 00:00:07.823810,1010.0,0.007,3m,4.0,1.5,0.8,766.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,90,0.004,2m,4.0,1.5,0.9,844,552.0,0.003,1m,2.0,3.5,0.7,384.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,0.45,10,COMPLETE
10,10,-0.23701946870891463,2025-06-14 19:13:23.743225,2025-06-14 19:13:31.727078,0 days 00:00:07.983853,542.0,0.004,4m,1.0,4.0,2.0,56.0,990.0,0.006,3m,1.5,1.0,0.5,746.0,454.0,0.003,3m,3.0,4.0,0.6,498.0,142.0,0.001,3m,1.5,1.5,0.5,52.0,852.0,0.01,4m,4.0,4.0,0.5,1006.0,990.0,0.001,1m,1.0,4.0,2.0,1012.0,640,0.006,4m,1.0,1.0,0.5,52,1008.0,0.001,4m,4.0,1.5,0.5,1022.0,982.0,0.001,3m,4.0,1.0,0.7,148.0,340.0,0.001,4m,1.0,4.0,2.0,24.0,0.3,10,COMPLETE
11,11,-6.389746418455394,2025-06-14 19:13:31.819591,2025-06-14 19:13:41.545499,0 days 00:00:09.725908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,0.007,1m,3.0,1.0,0.5,1008,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
12,12,-4.007529937512139,2025-06-14 19:13:41.608730,2025-06-14 19:13:47.113252,0 days 00:00:05.504522,38.0,0.01,4m,1.5,1.0,2.0,226.0,576.0,0.007,2m,2.0,2.0,0.9,630.0,32.0,0.001,2m,1.5,3.5,1.0,1022.0,,,,,,,,52.0,0.001,1m,3.0,2.5,0.7,214.0,,,,,,,,38,0.007,1m,1.0,1.0,0.5,526,,,,,,,,712.0,0.001,3m,2.5,1.0,0.9,234.0,254.0,0.003,4m,1.0,2.5,1.7000000000000002,710.0,0.25,7,COMPLETE
13,13,-4.484308276525959,2025-06-14 19:13:47.199960,2025-06-14 19:13:53.774454,0 days 00:00:06.574494,468.0,0.01,3m,1.5,2.0,1.7000000000000002,304.0,408.0,0.008,1m,2.0,2.0,0.8,390.0,274.0,0.008,2m,2.5,3.0,1.3,682.0,,,,,,,,976.0,0.009000000000000001,4m,3.0,2.5,1.0,362.0,,,,,,,,676,0.007,4m,2.5,1.5,1.0,854,784.0,0.01,4m,3.5,2.5,2.0,906.0,60.0,0.004,1m,2.5,2.0,1.2000000000000002,432.0,686.0,0.003,2m,1.5,4.0,0.6,62.0,0.35000000000000003,8,COMPLETE
14,14,-15.233631393366204,2025-06-14 19:13:53.843592,2025-06-14 19:13:54.883376,0 days 00:00:01.039784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,0.005,1m,2.0,2.0,1.6,180,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
15,15,-10.354306208648524,2025-06-14 19:13:54.946237,2025-06-14 19:13:58.421827,0 days 00:00:03.475590,542.0,0.006,4m,2.0,1.0,1.6,232.0,456.0,0.005,2m,1.0,1.5,0.5,730.0,338.0,0.004,2m,2.0,4.0,0.9,428.0,,,,,,,,,,,,,,,,,,,,,,484,0.008,1m,3.5,2.5,0.7,488,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
16,16,-2.2094701770845524,2025-06-14 19:13:58.492979,2025-06-14 19:14:03.509861,0 days 00:00:05.016882,302.0,0.004,3m,3.5,2.0,1.0,30.0,690.0,0.006,3m,2.0,2.0,1.1,440.0,66.0,0.008,2m,1.0,3.0,1.6,770.0,,,,,,,,,,,,,,,,,,,,,,802,0.01,4m,2.0,1.5,1.1,670,,,,,,,,702.0,0.01,3m,3.5,2.0,1.2000000000000002,30.0,1022.0,0.001,1m,4.0,3.0,1.5,630.0,0.4,6,COMPLETE
17,17,-4.783799074721248,2025-06-14 19:14:03.587600,2025-06-14 19:14:10.973161,0 days 00:00:07.385561,664.0,0.009000000000000001,4m,3.0,4.0,1.8,344.0,998.0,0.008,2m,4.0,3.5,1.0,1024.0,250.0,0.005,2m,3.0,2.5,0.9,344.0,44.0,0.001,3m,3.0,3.0,0.6,908.0,682.0,0.003,2m,2.5,3.5,0.9,894.0,,,,,,,,348,0.001,2m,3.0,1.0,0.7,806,24.0,0.004,3m,1.0,2.0,1.1,28.0,718.0,0.003,2m,2.0,2.0,2.0,696.0,198.0,0.01,4m,2.0,2.0,0.9,842.0,0.25,9,COMPLETE
18,18,-2.7445495682248087,2025-06-14 19:14:11.050502,2025-06-14 19:14:15.890093,0 days 00:00:04.839591,280.0,0.008,3m,2.0,2.5,1.4,162.0,354.0,0.004,3m,1.5,2.5,0.7,272.0,616.0,0.008,3m,3.5,3.5,1.5,44.0,,,,,,,,,,,,,,,,,,,,,,152,0.006,4m,3.5,2.0,1.5,988,,,,,,,,160.0,0.007,1m,3.0,1.0,0.5,350.0,592.0,0.004,4m,1.5,3.0,1.5,486.0,0.35000000000000003,6,COMPLETE
19,19,-9.425150128957608,2025-06-14 19:14:15.959453,2025-06-14 19:14:19.111581,0 days 00:00:03.152128,426.0,0.005,4m,1.5,1.5,0.8,362.0,598.0,0.008,1m,3.0,3.5,1.2000000000000002,660.0,178.0,0.002,2m,2.0,3.5,0.7,928.0,,,,,,,,,,,,,,,,,,,,,,16,0.01,1m,1.5,1.5,0.6,408,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
20,20,-3.327784609255123,2025-06-14 19:14:19.206748,2025-06-14 19:14:20.999430,0 days 00:00:01.792682,,,,,,,,722.0,0.007,3m,3.0,2.5,0.6,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0.003,4m,4.0,3.0,1.0,594,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
21,21,-0.0547067720074005,2025-06-14 19:14:21.061964,2025-06-14 19:14:29.164211,0 days 00:00:08.102247,614.0,0.004,4m,1.0,4.0,2.0,46.0,1006.0,0.006,3m,1.5,1.0,0.5,746.0,432.0,0.003,3m,3.0,4.0,0.5,534.0,38.0,0.001,3m,1.0,1.0,0.5,84.0,912.0,0.01,4m,4.0,4.0,0.5,998.0,926.0,0.001,1m,1.0,4.0,1.9000000000000001,1006.0,614,0.006,4m,1.0,1.0,0.5,122,1004.0,0.002,4m,4.0,1.0,0.5,1024.0,988.0,0.001,3m,4.0,1.0,0.7,130.0,312.0,0.001,4m,1.0,4.0,2.0,20.0,0.2,10,COMPLETE
22,22,1.2196056606333205,2025-06-14 19:14:29.239640,2025-06-14 19:14:36.467518,0 days 00:00:07.227878,630.0,0.004,4m,1.0,4.0,1.9000000000000001,118.0,932.0,0.005,3m,1.5,1.0,0.7,538.0,400.0,0.005,3m,3.5,4.0,0.7,646.0,284.0,0.003,3m,1.0,1.0,0.9,120.0,790.0,0.008,4m,4.0,2.0,0.5,790.0,,,,,,,,646,0.008,4m,1.0,1.0,0.7,22,1002.0,0.001,4m,3.0,1.0,0.5,774.0,872.0,0.003,3m,4.0,1.5,0.9,262.0,184.0,0.001,4m,1.0,4.0,1.8,166.0,0.2,9,COMPLETE
23,23,0.6506082394570506,2025-06-14 19:14:36.567635,2025-06-14 19:14:55.047189,0 days 00:00:18.479554,710.0,0.003,4m,2.0,3.5,1.8,144.0,896.0,0.005,3m,1.0,1.5,0.7,524.0,350.0,0.006,3m,3.5,3.5,1.1,840.0,376.0,0.005,1m,2.0,2.0,1.1,390.0,730.0,0.007,4m,3.0,2.0,0.8,606.0,,,,,,,,748,0.008,4m,1.0,1.0,0.7,230,722.0,0.001,2m,3.0,1.5,0.9,738.0,812.0,0.004,3m,2.0,1.5,1.0,326.0,162.0,0.004,4m,1.5,3.5,1.7000000000000002,190.0,0.15000000000000002,9,COMPLETE
24,24,-2.260229005272535,2025-06-14 19:14:55.226230,2025-06-14 19:15:06.651930,0 days 00:00:11.425700,822.0,0.009000000000000001,4m,1.5,3.5,1.8,268.0,758.0,0.003,2m,2.0,1.5,0.9,524.0,560.0,0.005,2m,3.5,4.0,0.8,638.0,,,,,,,,466.0,0.008,3m,2.0,2.0,1.3,786.0,,,,,,,,436,0.008,4m,1.5,1.5,0.8,28,380.0,0.005,4m,2.5,4.0,1.4,716.0,842.0,0.003,3m,3.0,2.5,1.5,636.0,414.0,0.002,4m,2.0,3.0,1.7000000000000002,366.0,0.25,8,COMPLETE
25,25,3.702242643927376,2025-06-14 19:15:06.738612,2025-06-14 19:15:14.159348,0 days 00:00:07.420736,176.0,0.005,3m,3.0,2.5,1.2000000000000002,410.0,914.0,0.004,3m,2.5,1.0,0.7,672.0,740.0,0.007,3m,2.0,2.5,1.2000000000000002,750.0,388.0,0.004,2m,3.0,3.0,1.1,286.0,774.0,0.005,1m,3.5,2.0,0.5,452.0,,,,,,,,876,0.008,1m,2.5,1.0,0.6,162,832.0,0.008,4m,3.0,2.0,0.8,732.0,536.0,0.003,3m,3.5,1.5,1.0,298.0,134.0,0.004,2m,1.0,4.0,1.4,144.0,0.1,9,COMPLETE
26,26,0.06974809188101203,2025-06-14 19:15:14.232270,2025-06-14 19:15:19.888636,0 days 00:00:05.656366,160.0,0.007,3m,3.0,2.5,1.2000000000000002,634.0,782.0,0.001,3m,2.5,4.0,1.1,642.0,792.0,0.009000000000000001,2m,2.0,2.5,1.2000000000000002,748.0,,,,,,,,572.0,0.004,1m,3.5,3.0,1.1,302.0,,,,,,,,868,0.01,1m,2.5,1.5,0.6,156,,,,,,,,558.0,0.002,3m,3.5,1.5,1.4,566.0,108.0,0.005,2m,1.5,3.5,1.3,142.0,0.1,7,COMPLETE
27,27,-2.138357674606089,2025-06-14 19:15:19.983735,2025-06-14 19:15:23.276871,0 days 00:00:03.293136,62.0,0.005,3m,3.0,1.5,0.9,434.0,932.0,0.003,2m,3.0,2.0,0.9,820.0,710.0,0.007,4m,1.5,2.0,1.4,936.0,,,,,,,,,,,,,,,,,,,,,,546,0.007,1m,3.0,2.0,0.9,408,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
28,28,0.568594591130481,2025-06-14 19:15:23.345284,2025-06-14 19:15:28.246508,0 days 00:00:04.901224,224.0,0.001,3m,3.5,2.5,1.2000000000000002,394.0,622.0,0.004,4m,2.5,2.5,1.3,670.0,836.0,0.007,3m,2.0,3.0,1.1,1020.0,,,,,,,,,,,,,,,,,,,,,,390,0.005,1m,2.5,1.0,0.6,126,,,,,,,,550.0,0.005,2m,2.0,1.5,1.1,394.0,756.0,0.008,2m,2.5,2.0,1.3,570.0,0.15000000000000002,6,COMPLETE
29,29,-0.7642718183751267,2025-06-14 19:15:28.315234,2025-06-14 19:15:35.642855,0 days 00:00:07.327621,120.0,0.006,3m,3.5,2.0,1.4,522.0,548.0,0.002,1m,2.0,1.5,0.7,464.0,120.0,0.009000000000000001,2m,2.5,2.0,1.7000000000000002,786.0,994.0,0.005,2m,3.0,3.0,1.5,646.0,484.0,0.005,1m,2.0,1.0,1.4,422.0,,,,,,,,130,0.008,3m,3.5,1.5,1.4,768,740.0,0.008,2m,3.0,2.5,0.9,596.0,304.0,0.004,4m,3.5,2.5,1.6,934.0,22.0,0.004,2m,1.0,3.0,1.0,408.0,0.5,9,COMPLETE
30,30,-4.4622966064023135,2025-06-14 19:15:35.704162,2025-06-14 19:15:37.411759,0 days 00:00:01.707597,,,,,,,,468.0,0.009000000000000001,3m,4.0,3.5,0.6,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,0.007,1m,2.0,2.5,1.7000000000000002,422,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
31,31,-2.24919272004155,2025-06-14 19:15:37.505185,2025-06-14 19:15:45.060466,0 days 00:00:07.555281,610.0,0.005,4m,2.0,4.0,1.5,140.0,948.0,0.005,3m,1.5,1.0,0.8,582.0,464.0,0.005,3m,2.5,3.5,0.7,672.0,354.0,0.003,2m,2.5,2.5,1.0,244.0,780.0,0.006,1m,3.5,2.0,0.6,506.0,,,,,,,,722,0.008,2m,1.5,1.0,0.6,26,888.0,0.007,4m,3.0,1.5,0.5,754.0,844.0,0.003,3m,4.0,1.5,0.9,238.0,194.0,0.002,3m,1.0,4.0,1.8,148.0,0.2,9,COMPLETE
32,32,-3.045239282732384,2025-06-14 19:15:45.145601,2025-06-14 19:15:51.880632,0 days 00:00:06.735031,390.0,0.003,4m,1.0,3.5,1.9000000000000001,212.0,872.0,0.007,3m,1.0,1.0,0.6,700.0,228.0,0.006,3m,3.5,2.5,0.8,722.0,,,,,,,,814.0,0.008,4m,4.0,1.5,0.7,770.0,,,,,,,,830,0.008,3m,1.0,1.0,0.7,96,572.0,0.003,4m,2.5,2.0,0.8,850.0,624.0,0.002,3m,3.5,1.5,0.8,272.0,294.0,0.002,1m,1.5,4.0,1.5,254.0,0.3,8,COMPLETE
33,33,0.9168125148628846,2025-06-14 19:15:51.954259,2025-06-14 19:16:00.536366,0 days 00:00:08.582107,482.0,0.003,3m,3.0,4.0,1.1,288.0,802.0,0.006,3m,2.5,1.0,1.0,584.0,382.0,0.004,3m,2.5,1.0,1.1,550.0,292.0,0.003,3m,3.5,3.5,0.9,244.0,692.0,0.005,4m,3.5,2.0,0.8,508.0,66.0,0.01,2m,4.0,1.0,0.5,42.0,920,0.009000000000000001,1m,4.0,1.5,0.9,186,864.0,0.01,4m,3.5,1.0,0.7,600.0,902.0,0.002,3m,3.0,2.0,1.3,176.0,134.0,0.005,2m,1.0,3.5,1.4,130.0,0.1,10,COMPLETE
34,34,-3.2865861071520346,2025-06-14 19:16:00.627342,2025-06-14 19:16:08.342975,0 days 00:00:07.715633,234.0,0.01,1m,1.0,1.5,0.5,488.0,1024.0,0.004,3m,1.0,1.5,0.7,814.0,686.0,0.009000000000000001,3m,2.0,4.0,2.0,452.0,578.0,0.003,2m,2.5,2.5,0.8,264.0,1000.0,0.007,1m,2.5,3.0,0.5,784.0,,,,,,,,278,0.009000000000000001,4m,1.5,1.0,0.6,254,652.0,0.001,3m,3.5,2.0,0.5,846.0,442.0,0.003,1m,4.0,1.0,1.1,34.0,452.0,0.003,4m,2.0,4.0,1.8,96.0,0.2,9,COMPLETE
35,35,-6.704760761102997,2025-06-14 19:16:08.412374,2025-06-14 19:16:12.870042,0 days 00:00:04.457668,80.0,0.004,2m,1.5,3.0,1.9000000000000001,394.0,926.0,0.005,3m,2.0,3.0,1.4,596.0,510.0,0.007,3m,3.0,3.0,1.5,840.0,,,,,,,,,,,,,,,,,,,,,,580,0.01,2m,1.0,2.0,0.8,296,,,,,,,,,,,,,,,230.0,0.002,4m,1.5,3.5,1.6,326.0,0.25,5,COMPLETE
36,36,-0.1609506028844396,2025-06-14 19:16:12.980927,2025-06-14 19:16:19.768866,0 days 00:00:06.787939,594.0,0.007,3m,2.0,2.5,1.3,118.0,868.0,0.007,4m,3.0,1.0,1.0,372.0,20.0,0.005,2m,1.0,3.5,0.7,608.0,,,,,,,,866.0,0.003,4m,3.5,1.5,0.7,444.0,,,,,,,,494,0.007,4m,1.5,4.0,2.0,210,878.0,0.008,4m,3.0,1.5,1.1,666.0,776.0,0.004,3m,2.5,1.5,0.6,480.0,114.0,0.004,2m,1.0,4.0,1.8,264.0,0.35000000000000003,8,COMPLETE
37,37,-3.0236228968286074,2025-06-14 19:16:19.850177,2025-06-14 19:16:26.004677,0 days 00:00:06.154500,198.0,0.005,1m,3.0,3.5,1.1,336.0,648.0,0.009000000000000001,1m,1.5,3.0,0.8,466.0,300.0,0.006,4m,1.5,4.0,1.2000000000000002,208.0,,,,,,,,616.0,0.008,3m,2.5,2.5,0.9,564.0,,,,,,,,356,0.009000000000000001,1m,2.0,1.5,1.2000000000000002,362,,,,,,,,910.0,0.006,3m,3.5,3.0,1.0,342.0,388.0,0.001,1m,1.5,3.5,1.6,194.0,0.15000000000000002,7,COMPLETE
38,38,2.474248999378836,2025-06-14 19:16:26.077570,2025-06-14 19:16:30.414316,0 days 00:00:04.336746,332.0,0.006,4m,2.5,1.0,1.0,644.0,816.0,0.002,2m,3.5,4.0,0.6,46.0,214.0,0.01,1m,4.0,3.5,1.4,308.0,,,,,,,,,,,,,,,,,,,,,,726,0.002,3m,2.5,3.5,0.5,924,,,,,,,,,,,,,,,512.0,0.005,3m,1.0,4.0,1.2000000000000002,392.0,0.05,5,COMPLETE
39,39,-0.6392670236777565,2025-06-14 19:16:30.481655,2025-06-14 19:16:34.827985,0 days 00:00:04.346330,320.0,0.009000000000000001,3m,2.5,1.0,0.9,614.0,814.0,0.002,2m,3.5,4.0,2.0,68.0,172.0,0.01,1m,4.0,3.0,1.4,336.0,,,,,,,,,,,,,,,,,,,,,,882,0.002,3m,2.5,3.5,0.5,966,,,,,,,,,,,,,,,520.0,0.005,3m,2.0,3.0,0.9,570.0,0.05,5,COMPLETE
40,40,0.14013789433698245,2025-06-14 19:16:34.940553,2025-06-14 19:16:37.437032,0 days 00:00:02.496479,376.0,0.008,2m,2.5,1.0,1.0,580.0,756.0,0.002,2m,3.5,4.0,0.6,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,0.002,3m,3.0,3.5,0.5,928,,,,,,,,,,,,,,,,,,,,,,0.05,3,COMPLETE
41,41,0.060011478391313544,2025-06-14 19:16:37.547196,2025-06-14 19:16:41.075078,0 days 00:00:03.527882,96.0,0.006,4m,2.5,1.5,1.2000000000000002,682.0,960.0,0.003,2m,2.5,3.5,0.7,184.0,98.0,0.01,1m,4.0,3.5,1.7000000000000002,194.0,,,,,,,,,,,,,,,,,,,,,,758,0.004,3m,2.0,3.0,0.7,86,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
42,42,-2.0151820396139457,2025-06-14 19:16:41.162157,2025-06-14 19:16:43.954227,0 days 00:00:02.792070,670.0,0.007,4m,2.5,1.0,0.7,1018.0,888.0,0.006,2m,4.0,4.0,0.5,554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,0.006,3m,3.0,4.0,0.6,904,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
43,43,1.2804454058458845,2025-06-14 19:16:44.083327,2025-06-14 19:16:48.504122,0 days 00:00:04.420795,818.0,0.008,4m,3.5,3.0,1.0,922.0,854.0,0.004,2m,3.0,3.5,0.8,892.0,192.0,0.009000000000000001,1m,3.5,3.5,1.4,316.0,,,,,,,,,,,,,,,,,,,,,,656,0.009000000000000001,4m,2.5,3.0,0.8,560,,,,,,,,,,,,,,,258.0,0.006,3m,1.0,4.0,1.2000000000000002,110.0,0.05,5,COMPLETE
44,44,4.620154728582629,2025-06-14 19:16:48.600637,2025-06-14 19:16:53.309483,0 days 00:00:04.708846,906.0,0.008,1m,3.5,3.0,1.0,932.0,856.0,0.001,2m,3.0,4.0,0.8,928.0,198.0,0.009000000000000001,1m,4.0,3.0,1.4,342.0,,,,,,,,,,,,,,,,,,,,,,702,0.009000000000000001,3m,2.5,3.0,0.8,730,,,,,,,,,,,,,,,262.0,0.007,3m,1.0,3.5,1.2000000000000002,1008.0,0.05,5,COMPLETE
45,45,0.6591839858664987,2025-06-14 19:16:53.374509,2025-06-14 19:16:58.860068,0 days 00:00:05.485559,948.0,0.008,1m,3.5,3.0,1.3,860.0,316.0,0.001,2m,3.5,4.0,0.9,994.0,864.0,0.01,1m,4.0,3.0,1.6,124.0,,,,,,,,,,,,,,,,,,,,,,924,0.009000000000000001,3m,2.5,3.5,0.5,724,,,,,,,,220.0,0.009000000000000001,2m,1.5,2.5,1.4,828.0,358.0,0.007,3m,1.5,3.5,1.1,940.0,0.05,6,COMPLETE
46,46,0.6101711060373127,2025-06-14 19:16:58.934084,2025-06-14 19:17:02.886777,0 days 00:00:03.952693,174.0,0.009000000000000001,1m,3.0,3.0,1.1,750.0,22.0,0.002,2m,3.0,4.0,0.6,938.0,106.0,0.008,1m,4.0,2.5,1.8,386.0,,,,,,,,,,,,,,,,,,,,,,846,0.005,3m,2.5,3.5,1.0,616,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
