,number,value,datetime_start,datetime_complete,duration,params_AAPL_BIDU_beta_win,params_AAPL_BIDU_stop_loss,params_AAPL_BIDU_trade_freq,params_AAPL_BIDU_z_entry,params_AAPL_BIDU_z_exit,params_AAPL_BIDU_z_stop_scaler,params_AAPL_BIDU_z_win,params_ALGN_KDP_beta_win,params_ALGN_KDP_stop_loss,params_ALGN_KDP_trade_freq,params_ALGN_KDP_z_entry,params_ALGN_KDP_z_exit,params_ALGN_KDP_z_stop_scaler,params_ALGN_KDP_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_SBUX_KDP_beta_win,params_SBUX_KDP_stop_loss,params_SBUX_KDP_trade_freq,params_SBUX_KDP_z_entry,params_SBUX_KDP_z_exit,params_SBUX_KDP_z_stop_scaler,params_SBUX_KDP_z_win,params_ZS_ADI_beta_win,params_ZS_ADI_stop_loss,params_ZS_ADI_trade_freq,params_ZS_ADI_z_entry,params_ZS_ADI_z_exit,params_ZS_ADI_z_stop_scaler,params_ZS_ADI_z_win,params_buffer_capital,params_pairs_to_trade,state
93,93,-0.34249614421355806,2025-06-14 19:10:56.041358,2025-06-14 19:10:57.199878,0 days 00:00:01.158520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,0.007,4m,4.0,2.0,0.7,548,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
94,94,1.4893356426438875,2025-06-14 19:10:57.300449,2025-06-14 19:10:58.275008,0 days 00:00:00.974559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,0.006,4m,4.0,2.5,0.5,424,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
95,95,6.02503437792726,2025-06-14 19:10:58.362523,2025-06-14 19:11:03.280240,0 days 00:00:04.917717,,,,,,,,,,,,,,,,,,,,,,808.0,0.007,1m,3.5,2.5,1.9000000000000001,874.0,,,,,,,,,,,,,,,436,0.008,4m,4.0,3.5,1.5,740,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
96,96,0.03893569774103537,2025-06-14 19:11:03.436505,2025-06-14 19:11:11.188741,0 days 00:00:07.752236,,,,,,,,,,,,,,,,,,,,,,772.0,0.007,1m,3.5,2.5,1.8,886.0,,,,,,,,,,,,,,,328,0.008,2m,4.0,3.5,1.5,928,396.0,0.009000000000000001,4m,2.5,3.5,0.7,910.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
97,97,-100.0,2025-06-14 19:11:11.368799,2025-06-14 19:11:16.360178,0 days 00:00:04.991379,,,,,,,,,,,,,,,,,,,,,,852.0,0.008,1m,4.0,3.0,1.9000000000000001,812.0,,,,,,,,,,,,,,,278,0.008,4m,3.5,4.0,1.4,736,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
98,98,2.9049932427333887,2025-06-14 19:11:16.490627,2025-06-14 19:11:20.068456,0 days 00:00:03.577829,,,,,,,,,,,,,,,,,,,,,,808.0,0.009000000000000001,1m,3.5,2.5,1.6,984.0,,,,,,,,,,,,,,,426,0.009000000000000001,4m,2.5,3.5,1.6,622,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
99,99,1.1539021782482657,2025-06-14 19:11:20.172462,2025-06-14 19:11:23.485132,0 days 00:00:03.312670,,,,,,,,,,,,,,,,,,,,,,588.0,0.007,1m,4.0,2.5,1.5,868.0,,,,,,,,,,,,,,,206,0.007,2m,3.0,4.0,1.8,754,340.0,0.006,4m,3.5,2.5,1.0,790.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
100,100,1.162302214031275,2025-06-14 19:11:23.585414,2025-06-14 19:11:26.658503,0 days 00:00:03.073089,,,,,,,,,,,,,,,,,,,,,,732.0,0.005,1m,3.0,2.0,1.3,932.0,,,,,,,,,,,,,,,172,0.008,3m,4.0,4.0,1.3,798,606.0,0.01,4m,1.0,1.0,1.9000000000000001,104.0,,,,,,,,,,,,,,,0.25,3,COMPLETE
101,101,2.790577486503379,2025-06-14 19:11:26.772366,2025-06-14 19:11:27.673343,0 days 00:00:00.900977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,0.006,4m,4.0,2.0,0.6,510,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
102,102,6.30322242849087,2025-06-14 19:11:27.729443,2025-06-14 19:11:28.683744,0 days 00:00:00.954301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0.007,4m,4.0,2.0,1.4,570,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
103,103,7.853547668387508,2025-06-14 19:11:28.752197,2025-06-14 19:11:33.375670,0 days 00:00:04.623473,,,,,,,,,,,,,,,,,,,,,,902.0,0.008,1m,3.5,2.5,1.1,838.0,,,,,,,,,,,,,,,408,0.007,4m,4.0,2.5,1.5,564,,,,,,,,,,,,,,,,,,,,,,0.25,2,COMPLETE
104,104,4.189853497580094,2025-06-14 19:11:33.528051,2025-06-14 19:11:38.321067,0 days 00:00:04.793016,,,,,,,,,,,,,,,,,,,,,,986.0,0.009000000000000001,1m,4.0,2.0,1.2000000000000002,744.0,,,,,,,,,,,,,,,410,0.007,4m,4.0,2.0,1.5,564,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
105,105,6.628540522972382,2025-06-14 19:11:38.463627,2025-06-14 19:11:43.369129,0 days 00:00:04.905502,,,,,,,,,,,,,,,,,,,,,,966.0,0.009000000000000001,1m,4.0,2.0,1.4,720.0,,,,,,,,,,,,,,,400,0.007,4m,4.0,2.5,1.5,568,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
106,106,1.7810340315908952,2025-06-14 19:11:43.533611,2025-06-14 19:11:48.290371,0 days 00:00:04.756760,,,,,,,,,,,,,,,,,,,,,,896.0,0.008,1m,4.0,2.5,1.8,594.0,,,,,,,,,,,,,,,362,0.007,4m,4.0,2.5,1.6,644,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
107,107,5.4727100566149325,2025-06-14 19:11:48.428285,2025-06-14 19:11:51.777059,0 days 00:00:03.348774,,,,,,,,,,,,,,,,,,,,,,944.0,0.007,1m,3.5,1.5,1.4,536.0,,,,,,,,,,,,,,,386,0.01,4m,4.0,3.0,1.5,584,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
108,108,3.152086013358483,2025-06-14 19:11:51.881287,2025-06-14 19:11:54.042279,0 days 00:00:02.160992,,,,,,,,,,,,,,,,,,,,,,958.0,0.009000000000000001,1m,4.0,1.5,1.4,462.0,,,,,,,,,,,,,,,388,0.008,4m,4.0,3.0,1.5,614,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
109,109,7.278349401116343,2025-06-14 19:11:54.170938,2025-06-14 19:11:56.130856,0 days 00:00:01.959918,,,,,,,,,,,,,,,,,,,,,,862.0,0.008,1m,3.5,1.5,1.4,534.0,,,,,,,,,,,,,,,426,0.007,4m,4.0,3.5,1.6,584,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
110,110,7.747232947633653,2025-06-14 19:11:56.189868,2025-06-14 19:11:58.047102,0 days 00:00:01.857234,,,,,,,,,,,,,,,,,,,,,,1018.0,0.008,1m,3.5,1.5,1.4,550.0,,,,,,,,,,,,,,,424,0.007,4m,4.0,3.5,1.6,592,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
111,111,6.4961508065236355,2025-06-14 19:11:58.110673,2025-06-14 19:11:59.822846,0 days 00:00:01.712173,,,,,,,,,,,,,,,,,,,,,,1004.0,0.008,1m,3.5,1.5,1.5,636.0,,,,,,,,,,,,,,,414,0.007,4m,4.0,3.5,1.6,584,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
112,112,6.9194232431779,2025-06-14 19:11:59.911492,2025-06-14 19:12:01.650082,0 days 00:00:01.738590,,,,,,,,,,,,,,,,,,,,,,1008.0,0.008,1m,3.5,1.5,1.4,538.0,,,,,,,,,,,,,,,420,0.007,4m,4.0,3.5,1.7000000000000002,586,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
113,113,6.612887254427105,2025-06-14 19:12:01.711121,2025-06-14 19:12:03.446694,0 days 00:00:01.735573,,,,,,,,,,,,,,,,,,,,,,992.0,0.008,1m,3.5,1.5,1.4,540.0,,,,,,,,,,,,,,,422,0.007,4m,4.0,3.5,1.8,596,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
114,114,6.69549641898542,2025-06-14 19:12:03.536214,2025-06-14 19:12:05.264380,0 days 00:00:01.728166,,,,,,,,,,,,,,,,,,,,,,1002.0,0.008,1m,3.5,1.5,1.5,636.0,,,,,,,,,,,,,,,418,0.007,4m,4.0,3.5,1.8,600,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
115,115,6.975009718689006,2025-06-14 19:12:05.323667,2025-06-14 19:12:07.078098,0 days 00:00:01.754431,,,,,,,,,,,,,,,,,,,,,,1014.0,0.008,1m,3.5,1.0,1.4,638.0,,,,,,,,,,,,,,,422,0.007,4m,4.0,3.5,1.8,604,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
116,116,3.1634014096258847,2025-06-14 19:12:07.135717,2025-06-14 19:12:09.116043,0 days 00:00:01.980326,,,,,,,,,,,,,,,,,,,,,,1024.0,0.008,1m,3.5,1.0,1.4,674.0,,,,,,,,,,,,,,,340,0.007,4m,4.0,3.5,1.8,600,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
117,117,6.607854971703531,2025-06-14 19:12:09.196764,2025-06-14 19:12:11.050504,0 days 00:00:01.853740,,,,,,,,,,,,,,,,,,,,,,1000.0,0.008,1m,3.5,1.5,1.5,640.0,,,,,,,,,,,,,,,404,0.007,4m,4.0,3.5,1.9000000000000001,636,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
118,118,3.531397416555944,2025-06-14 19:12:11.122069,2025-06-14 19:12:12.928880,0 days 00:00:01.806811,,,,,,,,,,,,,,,,,,,,,,998.0,0.008,1m,3.5,1.5,1.5,602.0,,,,,,,,,,,,,,,366,0.007,4m,4.0,3.5,1.8,666,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
119,119,6.794142677703987,2025-06-14 19:12:13.001236,2025-06-14 19:12:14.873673,0 days 00:00:01.872437,,,,,,,,,,,,,,,,,,,,,,970.0,0.009000000000000001,1m,3.5,1.0,1.6,520.0,,,,,,,,,,,,,,,434,0.007,4m,4.0,3.5,1.9000000000000001,628,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
120,120,7.065290102368164,2025-06-14 19:12:14.932529,2025-06-14 19:12:16.650000,0 days 00:00:01.717471,,,,,,,,,,,,,,,,,,,,,,966.0,0.009000000000000001,1m,3.5,1.0,1.6,556.0,,,,,,,,,,,,,,,474,0.007,4m,4.0,3.5,1.7000000000000002,606,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
121,121,6.980549060037925,2025-06-14 19:12:16.732806,2025-06-14 19:12:18.595427,0 days 00:00:01.862621,,,,,,,,,,,,,,,,,,,,,,960.0,0.009000000000000001,1m,3.5,1.0,1.6,542.0,,,,,,,,,,,,,,,474,0.007,4m,4.0,3.5,2.0,606,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
122,122,-0.8381997616582678,2025-06-14 19:12:18.670583,2025-06-14 19:12:20.713803,0 days 00:00:02.043220,,,,,,,,,,,,,,,,,,,,,,954.0,0.009000000000000001,1m,4.0,1.0,1.6,562.0,,,,,,,,,,,,,,,480,0.007,4m,4.0,3.5,2.0,610,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
123,123,2.7780500387297473,2025-06-14 19:12:20.769137,2025-06-14 19:12:22.823266,0 days 00:00:02.054129,,,,,,,,,,,,,,,,,,,,,,920.0,0.01,1m,3.5,1.0,1.6,486.0,,,,,,,,,,,,,,,500,0.007,4m,4.0,3.5,1.9000000000000001,558,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
124,124,5.920226109645484,2025-06-14 19:12:22.904407,2025-06-14 19:12:24.796784,0 days 00:00:01.892377,,,,,,,,,,,,,,,,,,,,,,968.0,0.009000000000000001,1m,3.5,1.0,1.7000000000000002,516.0,,,,,,,,,,,,,,,470,0.007,4m,4.0,3.5,1.7000000000000002,650,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
125,125,4.257159461746156,2025-06-14 19:12:24.861108,2025-06-14 19:12:26.879977,0 days 00:00:02.018869,,,,,,,,,,,,,,,,,,,,,,898.0,0.009000000000000001,1m,3.5,1.0,1.5,610.0,,,,,,,,,,,,,,,540,0.007,4m,4.0,3.5,2.0,628,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
126,126,3.675018934790519,2025-06-14 19:12:26.964491,2025-06-14 19:12:29.693670,0 days 00:00:02.729179,,,,,,,,,,,,,,,,,,,,,,938.0,0.01,1m,3.5,1.0,1.3,570.0,,,,,,,,,,,,,,,436,0.006,4m,4.0,3.5,1.7000000000000002,498,110.0,0.003,2m,1.5,3.0,1.3,518.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
127,127,4.785962097806373,2025-06-14 19:12:29.762686,2025-06-14 19:12:31.910630,0 days 00:00:02.147944,,,,,,,,,,,,,,,,,,,,,,1022.0,0.008,1m,4.0,1.0,1.3,524.0,,,,,,,,,,,,,,,456,0.008,4m,4.0,3.5,1.8,686,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
128,128,2.98033099837448,2025-06-14 19:12:31.974141,2025-06-14 19:12:33.957536,0 days 00:00:01.983395,,,,,,,,,,,,,,,,,,,,,,964.0,0.009000000000000001,1m,3.5,1.5,1.6,462.0,,,,,,,,,,,,,,,510,0.007,4m,4.0,3.5,1.9000000000000001,530,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
129,129,5.455697834244393,2025-06-14 19:12:34.076061,2025-06-14 19:12:36.265973,0 days 00:00:02.189912,,,,,,,,,,,,,,,,,,,,,,870.0,0.009000000000000001,1m,3.5,1.0,1.4,494.0,,,,,,,,,,,,,,,392,0.007,4m,4.0,3.5,1.7000000000000002,562,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
130,130,7.014399215179274,2025-06-14 19:12:36.335479,2025-06-14 19:12:39.469032,0 days 00:00:03.133553,,,,,,,,,,,,,,,,,,,,,,924.0,0.008,1m,3.5,1.0,1.7000000000000002,578.0,,,,,,,,,,,,,,,482,0.006,4m,4.0,3.5,1.9000000000000001,472,534.0,0.005,1m,4.0,2.5,1.1,714.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
131,131,6.4690228345176415,2025-06-14 19:12:39.541561,2025-06-14 19:12:42.478396,0 days 00:00:02.936835,,,,,,,,,,,,,,,,,,,,,,932.0,0.008,1m,3.5,1.0,1.7000000000000002,586.0,,,,,,,,,,,,,,,472,0.006,4m,4.0,3.5,1.9000000000000001,482,248.0,0.005,1m,4.0,2.5,1.1,752.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
132,132,6.514821867293107,2025-06-14 19:12:42.527703,2025-06-14 19:12:45.323650,0 days 00:00:02.795947,,,,,,,,,,,,,,,,,,,,,,978.0,0.008,1m,3.5,1.0,1.6,550.0,,,,,,,,,,,,,,,430,0.007,4m,4.0,3.5,1.9000000000000001,514,524.0,0.004,1m,4.0,3.0,0.8,624.0,,,,,,,,,,,,,,,0.1,3,COMPLETE
133,133,7.164284276560735,2025-06-14 19:12:45.372964,2025-06-14 19:12:47.281483,0 days 00:00:01.908519,,,,,,,,,,,,,,,,,,,,,,888.0,0.007,1m,3.5,1.5,1.7000000000000002,660.0,,,,,,,,,,,,,,,450,0.007,4m,4.0,3.5,1.7000000000000002,600,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
134,134,-1.6790336528188705,2025-06-14 19:12:47.344164,2025-06-14 19:12:54.402150,0 days 00:00:07.057986,1020.0,0.009000000000000001,4m,1.5,2.0,1.3,186.0,,,,,,,,1024.0,0.002,3m,1.0,1.5,1.6,940.0,894.0,0.007,1m,3.5,1.5,1.7000000000000002,604.0,470.0,0.004,3m,2.0,3.0,0.7,550.0,1024.0,0.003,3m,1.0,2.0,1.4,722.0,490,0.006,4m,4.0,3.5,1.7000000000000002,598,504.0,0.006,1m,4.0,2.0,1.0,968.0,,,,,,,,784.0,0.004,2m,3.0,3.0,0.9,316.0,0.15000000000000002,8,COMPLETE
135,135,6.98915684256877,2025-06-14 19:12:54.494401,2025-06-14 19:12:56.510781,0 days 00:00:02.016380,,,,,,,,,,,,,,,,,,,,,,868.0,0.008,1m,3.5,1.5,1.6,658.0,,,,,,,,,,,,,,,454,0.008,4m,4.0,3.5,2.0,454,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
136,136,1.6957628629953543,2025-06-14 19:12:56.614358,2025-06-14 19:12:59.381711,0 days 00:00:02.767353,,,,,,,,,,,,,,,,,,,,,,870.0,0.008,1m,3.5,1.0,1.8,556.0,,,,,,,,,,,,,,,450,0.008,4m,4.0,3.5,2.0,450,178.0,0.003,1m,2.0,3.5,1.1,734.0,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
137,137,3.3900738527572245,2025-06-14 19:12:59.484244,2025-06-14 19:13:01.370133,0 days 00:00:01.885889,,,,,,,,,,,,,,,,,,,,,,920.0,0.007,1m,3.5,1.0,1.6,524.0,,,,,,,,,,,,,,,514,0.008,4m,4.0,3.5,1.9000000000000001,538,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,2,COMPLETE
138,138,1.1009787719906048,2025-06-14 19:13:01.447348,2025-06-14 19:13:04.373732,0 days 00:00:02.926384,,,,,,,,,,,,,,,,,,,,,,856.0,0.008,1m,3.5,1.5,1.7000000000000002,666.0,,,,,,,,,,,,,,,544,0.008,4m,4.0,3.5,2.0,392,664.0,0.001,1m,4.0,4.0,0.9,462.0,,,,,,,,,,,,,,,0.05,3,COMPLETE
139,139,3.216211440348862,2025-06-14 19:13:04.442366,2025-06-14 19:13:05.480332,0 days 00:00:01.037966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,0.008,4m,4.0,3.0,1.7000000000000002,474,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
140,140,1.9716077283160665,2025-06-14 19:13:05.556164,2025-06-14 19:13:07.448379,0 days 00:00:01.892215,,,,,,,,,,,,,,,,,,,,,,830.0,0.009000000000000001,1m,3.5,1.5,1.6,506.0,,,,,,,,,,,,,,,484,0.007,4m,3.5,3.5,2.0,626,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
141,141,5.948711037856754,2025-06-14 19:13:07.499956,2025-06-14 19:13:09.422119,0 days 00:00:01.922163,,,,,,,,,,,,,,,,,,,,,,1006.0,0.008,1m,3.5,1.5,1.5,638.0,,,,,,,,,,,,,,,420,0.007,4m,4.0,3.5,1.8,664,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
142,142,7.303751345321263,2025-06-14 19:13:09.487424,2025-06-14 19:13:11.353199,0 days 00:00:01.865775,,,,,,,,,,,,,,,,,,,,,,900.0,0.008,1m,3.5,1.5,1.7000000000000002,578.0,,,,,,,,,,,,,,,444,0.007,4m,4.0,3.5,1.7000000000000002,580,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
143,143,7.58014524508939,2025-06-14 19:13:11.403428,2025-06-14 19:13:13.454957,0 days 00:00:02.051529,,,,,,,,,,,,,,,,,,,,,,896.0,0.007,1m,3.5,1.0,1.7000000000000002,576.0,,,,,,,,,,,,,,,442,0.006,4m,4.0,3.5,1.7000000000000002,576,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
144,144,7.1273755017468,2025-06-14 19:13:13.559571,2025-06-14 19:13:15.411186,0 days 00:00:01.851615,,,,,,,,,,,,,,,,,,,,,,892.0,0.007,1m,3.5,1.5,1.7000000000000002,588.0,,,,,,,,,,,,,,,450,0.006,4m,4.0,3.5,1.7000000000000002,544,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
145,145,3.701748066116854,2025-06-14 19:13:15.464503,2025-06-14 19:13:17.386790,0 days 00:00:01.922287,,,,,,,,,,,,,,,,,,,,,,886.0,0.007,1m,3.5,1.5,1.7000000000000002,580.0,,,,,,,,,,,,,,,502,0.006,4m,4.0,3.5,1.7000000000000002,548,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
146,146,4.763246367356139,2025-06-14 19:13:17.463974,2025-06-14 19:13:19.457528,0 days 00:00:01.993554,,,,,,,,,,,,,,,,,,,,,,912.0,0.007,1m,3.5,1.5,1.8,612.0,,,,,,,,,,,,,,,450,0.005,3m,4.0,3.5,1.7000000000000002,580,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
147,147,6.5952099814827925,2025-06-14 19:13:19.522407,2025-06-14 19:13:22.285076,0 days 00:00:02.762669,,,,,,,,,,,,,,,,,,,,,,862.0,0.006,1m,3.5,1.5,1.7000000000000002,566.0,,,,,,,,,,,,,,,474,0.006,4m,4.0,4.0,1.6,460,598.0,0.005,3m,3.5,3.5,1.2000000000000002,838.0,,,,,,,,,,,,,,,0.05,3,COMPLETE
148,148,5.6793622751330695,2025-06-14 19:13:22.343422,2025-06-14 19:13:24.237777,0 days 00:00:01.894355,,,,,,,,,,,,,,,,,,,,,,932.0,0.007,1m,3.5,1.0,1.8,540.0,,,,,,,,,,,,,,,440,0.006,4m,4.0,3.5,1.6,502,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
149,149,3.864004185600793,2025-06-14 19:13:24.305603,2025-06-14 19:13:26.240180,0 days 00:00:01.934577,,,,,,,,,,,,,,,,,,,,,,828.0,0.008,1m,3.5,1.5,1.7000000000000002,588.0,,,,,,,,,,,,,,,370,0.006,4m,4.0,3.5,1.7000000000000002,518,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
