,number,value,datetime_start,datetime_complete,duration,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AEP_MELI_beta_win,params_AEP_MELI_stop_loss,params_AEP_MELI_trade_freq,params_AEP_MELI_z_entry,params_AEP_MELI_z_exit,params_AEP_MELI_z_stop_scaler,params_AEP_MELI_z_win,params_AXON_MSTR_beta_win,params_AXON_MSTR_stop_loss,params_AXON_MSTR_trade_freq,params_AXON_MSTR_z_entry,params_AXON_MSTR_z_exit,params_AXON_MSTR_z_stop_scaler,params_AXON_MSTR_z_win,params_BIIB_MCHP_beta_win,params_BIIB_MCHP_stop_loss,params_BIIB_MCHP_trade_freq,params_BIIB_MCHP_z_entry,params_BIIB_MCHP_z_exit,params_BIIB_MCHP_z_stop_scaler,params_BIIB_MCHP_z_win,params_CDW_IDXX_beta_win,params_CDW_IDXX_stop_loss,params_CDW_IDXX_trade_freq,params_CDW_IDXX_z_entry,params_CDW_IDXX_z_exit,params_CDW_IDXX_z_stop_scaler,params_CDW_IDXX_z_win,params_CMCSA_INTU_beta_win,params_CMCSA_INTU_stop_loss,params_CMCSA_INTU_trade_freq,params_CMCSA_INTU_z_entry,params_CMCSA_INTU_z_exit,params_CMCSA_INTU_z_stop_scaler,params_CMCSA_INTU_z_win,params_CSCO_DASH_beta_win,params_CSCO_DASH_stop_loss,params_CSCO_DASH_trade_freq,params_CSCO_DASH_z_entry,params_CSCO_DASH_z_exit,params_CSCO_DASH_z_stop_scaler,params_CSCO_DASH_z_win,params_DASH_FTNT_beta_win,params_DASH_FTNT_stop_loss,params_DASH_FTNT_trade_freq,params_DASH_FTNT_z_entry,params_DASH_FTNT_z_exit,params_DASH_FTNT_z_stop_scaler,params_DASH_FTNT_z_win,params_NFLX_PLTR_beta_win,params_NFLX_PLTR_stop_loss,params_NFLX_PLTR_trade_freq,params_NFLX_PLTR_z_entry,params_NFLX_PLTR_z_exit,params_NFLX_PLTR_z_stop_scaler,params_NFLX_PLTR_z_win,params_PAYX_XEL_beta_win,params_PAYX_XEL_stop_loss,params_PAYX_XEL_trade_freq,params_PAYX_XEL_z_entry,params_PAYX_XEL_z_exit,params_PAYX_XEL_z_stop_scaler,params_PAYX_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
96,96,0.715651820604931,2025-06-14 20:16:06.598322,2025-06-14 20:16:10.782268,0 days 00:00:04.183946,342.0,0.008,4m,3.0,2.5,1.5,368.0,624,0.004,1m,3.5,3.0,1.3,522,948.0,0.008,3m,2.0,1.5,1.9000000000000001,300.0,,,,,,,,118.0,0.003,2m,3.0,3.0,1.7000000000000002,18.0,298.0,0.007,1m,2.0,2.5,1.0,800.0,192.0,0.01,2m,1.5,2.5,1.7000000000000002,374.0,206.0,0.003,1m,4.0,3.5,0.6,546.0,686.0,0.009000000000000001,3m,1.0,1.0,1.4,114.0,,,,,,,,0.45,8,COMPLETE
97,97,-2.6032680631696046,2025-06-14 20:16:10.805736,2025-06-14 20:16:15.266907,0 days 00:00:04.461171,544.0,0.005,4m,2.5,2.0,1.9000000000000001,528.0,716,0.002,1m,4.0,2.5,1.5,672,466.0,0.006,2m,2.5,2.5,1.1,790.0,828.0,0.004,1m,2.5,2.5,1.0,840.0,170.0,0.005,2m,3.5,2.0,1.9000000000000001,480.0,662.0,0.005,2m,3.5,4.0,0.8,886.0,272.0,0.008,3m,2.0,3.5,1.2000000000000002,616.0,114.0,0.002,1m,3.5,2.5,0.8,442.0,740.0,0.01,3m,2.5,1.5,1.2000000000000002,266.0,,,,,,,,0.4,9,COMPLETE
98,98,-1.6549797896087455,2025-06-14 20:16:15.298402,2025-06-14 20:16:16.909441,0 days 00:00:01.611039,280.0,0.007,4m,3.5,3.0,1.6,618.0,752,0.002,2m,2.5,3.5,1.5,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.009000000000000001,3m,2.0,1.0,1.3,184.0,,,,,,,,0.35000000000000003,3,COMPLETE
99,99,-3.2430384865856627,2025-06-14 20:16:16.934751,2025-06-14 20:16:21.430121,0 days 00:00:04.495370,662.0,0.004,4m,3.0,2.5,1.8,190.0,140,0.001,3m,4.0,2.5,1.4,500,390.0,0.009000000000000001,1m,1.5,3.5,1.4,444.0,344.0,0.006,4m,1.5,1.5,1.7000000000000002,216.0,280.0,0.002,1m,4.0,2.5,1.6,290.0,780.0,0.003,3m,2.5,2.0,1.3,448.0,110.0,0.009000000000000001,1m,1.0,2.0,1.5,850.0,580.0,0.001,1m,3.0,3.0,1.4,364.0,792.0,0.01,4m,2.0,1.0,1.5,144.0,20.0,0.005,3m,4.0,2.5,1.2000000000000002,546.0,0.4,10,COMPLETE
100,100,-1.9355059553314164,2025-06-14 20:16:21.457642,2025-06-14 20:16:24.210331,0 days 00:00:02.752689,418.0,0.003,4m,3.5,3.0,1.3,290.0,990,0.002,1m,3.5,3.0,1.6,408,688.0,0.01,3m,1.0,2.0,1.5,236.0,,,,,,,,,,,,,,,880.0,0.002,4m,3.0,3.0,0.6,540.0,,,,,,,,366.0,0.004,2m,4.0,4.0,0.7,792.0,644.0,0.004,3m,1.0,1.5,1.2000000000000002,60.0,,,,,,,,0.5,6,COMPLETE
101,101,2.675294803822138,2025-06-14 20:16:24.248600,2025-06-14 20:16:25.255547,0 days 00:00:01.006947,,,,,,,,686,0.006,2m,3.0,1.5,1.6,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0,0.01,1m,1.5,3.0,1.1,314.0,,,,,,,,0.35000000000000003,2,COMPLETE
102,102,1.1306274643103962,2025-06-14 20:16:25.281982,2025-06-14 20:16:26.290829,0 days 00:00:01.008847,,,,,,,,684,0.006,2m,3.0,1.0,1.7000000000000002,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,0.01,1m,1.5,3.5,1.1,312.0,,,,,,,,0.35000000000000003,2,COMPLETE
103,103,3.199740121103108,2025-06-14 20:16:26.314004,2025-06-14 20:16:27.359311,0 days 00:00:01.045307,,,,,,,,556,0.005,2m,2.5,1.5,1.6,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.0,0.01,1m,1.5,3.0,1.1,350.0,,,,,,,,0.35000000000000003,2,COMPLETE
104,104,1.4265562515521912,2025-06-14 20:16:27.383962,2025-06-14 20:16:28.434192,0 days 00:00:01.050230,,,,,,,,592,0.005,2m,2.5,1.5,1.6,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,0.009000000000000001,1m,1.5,3.0,1.0,344.0,,,,,,,,0.35000000000000003,2,COMPLETE
105,105,0.28797474271781853,2025-06-14 20:16:28.457579,2025-06-14 20:16:29.481820,0 days 00:00:01.024241,,,,,,,,568,0.006,2m,2.0,1.5,1.8,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,0.01,1m,2.0,3.0,1.1,234.0,,,,,,,,0.35000000000000003,2,COMPLETE
106,106,3.062647792666022,2025-06-14 20:16:29.518057,2025-06-14 20:16:30.558601,0 days 00:00:01.040544,,,,,,,,500,0.006,2m,2.5,2.0,1.7000000000000002,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0,0.01,1m,1.5,3.0,1.1,284.0,,,,,,,,0.3,2,COMPLETE
107,107,2.1419205622446538,2025-06-14 20:16:30.590744,2025-06-14 20:16:32.095040,0 days 00:00:01.504296,770.0,0.002,3m,4.0,2.0,1.2000000000000002,22.0,482,0.006,2m,2.5,1.5,1.7000000000000002,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.0,0.01,1m,1.5,3.0,1.1,296.0,,,,,,,,0.3,3,COMPLETE
108,108,2.220816528876776,2025-06-14 20:16:32.115619,2025-06-14 20:16:33.149329,0 days 00:00:01.033710,,,,,,,,514,0.005,2m,2.5,1.5,1.8,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.0,0.01,1m,1.5,3.0,1.0,270.0,,,,,,,,0.3,2,COMPLETE
109,109,-1.0460218067136111,2025-06-14 20:16:33.176412,2025-06-14 20:16:34.195056,0 days 00:00:01.018644,,,,,,,,396,0.007,2m,2.5,2.0,1.7000000000000002,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0,0.01,1m,1.5,3.5,1.1,418.0,,,,,,,,0.35000000000000003,2,COMPLETE
110,110,1.2880595049211399,2025-06-14 20:16:34.218399,2025-06-14 20:16:35.489191,0 days 00:00:01.270792,590.0,0.008,2m,2.0,1.5,2.0,702.0,556,0.005,2m,2.5,3.5,1.6,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0,0.01,1m,1.0,2.5,1.2000000000000002,332.0,,,,,,,,0.35000000000000003,3,COMPLETE
111,111,0.09521268236992732,2025-06-14 20:16:35.511220,2025-06-14 20:16:36.468342,0 days 00:00:00.957122,,,,,,,,666,0.006,2m,2.5,2.0,1.6,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0,0.009000000000000001,1m,2.5,3.0,1.3,206.0,,,,,,,,0.35000000000000003,2,COMPLETE
112,112,-0.13875849053546915,2025-06-14 20:16:36.484830,2025-06-14 20:16:37.374588,0 days 00:00:00.889758,,,,,,,,622,0.005,2m,2.5,1.5,1.7000000000000002,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,0.01,1m,1.5,3.0,1.0,246.0,,,,,,,,0.35000000000000003,2,COMPLETE
113,113,-0.13878245038799913,2025-06-14 20:16:37.392655,2025-06-14 20:16:38.342331,0 days 00:00:00.949676,,,,,,,,542,0.006,2m,3.0,1.0,1.6,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0,0.01,1m,2.0,3.0,1.4,166.0,,,,,,,,0.3,2,COMPLETE
114,114,2.8091097022657507,2025-06-14 20:16:38.356882,2025-06-14 20:16:38.870581,0 days 00:00:00.513699,,,,,,,,684,0.006,2m,3.0,2.0,1.5,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
115,115,1.9129392967871677,2025-06-14 20:16:38.886341,2025-06-14 20:16:40.182894,0 days 00:00:01.296553,164.0,0.009000000000000001,4m,4.0,4.0,1.1,106.0,690,0.006,2m,3.0,1.5,1.8,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0,0.009000000000000001,2m,1.0,2.5,1.0,458.0,,,,,,,,0.35000000000000003,3,COMPLETE
116,116,-4.095608104124825,2025-06-14 20:16:40.198860,2025-06-14 20:16:40.722627,0 days 00:00:00.523767,,,,,,,,778,0.007,2m,2.0,2.5,1.9000000000000001,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
117,117,-1.6136434244262448,2025-06-14 20:16:40.743122,2025-06-14 20:16:41.240790,0 days 00:00:00.497668,,,,,,,,734,0.006,4m,3.0,3.0,1.5,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
118,118,-0.8571227365850173,2025-06-14 20:16:41.256704,2025-06-14 20:16:41.751645,0 days 00:00:00.494941,,,,,,,,744,0.005,2m,3.0,2.0,1.6,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
119,119,3.1215693033123157,2025-06-14 20:16:41.783360,2025-06-14 20:16:43.404380,0 days 00:00:01.621020,240.0,0.003,4m,1.5,1.5,1.4,558.0,718,0.005,2m,3.0,3.5,1.7000000000000002,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0,0.006,1m,2.5,4.0,1.6,140.0,542.0,0.01,1m,1.5,3.5,1.1,350.0,,,,,,,,0.35000000000000003,4,COMPLETE
120,120,-3.4467135372725175,2025-06-14 20:16:43.420319,2025-06-14 20:16:45.056805,0 days 00:00:01.636486,458.0,0.003,4m,1.5,1.5,1.4,560.0,718,0.005,2m,3.0,3.5,1.7000000000000002,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0,0.01,1m,2.0,4.0,1.6,106.0,536.0,0.009000000000000001,1m,1.5,3.5,0.9,390.0,,,,,,,,0.25,4,COMPLETE
121,121,-0.27091056807194147,2025-06-14 20:16:45.073205,2025-06-14 20:16:47.004555,0 days 00:00:01.931350,220.0,0.004,4m,1.0,1.0,1.5,636.0,710,0.006,2m,3.0,3.5,1.7000000000000002,160,914.0,0.004,4m,3.0,3.5,1.1,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,0.007,1m,2.5,3.5,1.8,234.0,500.0,0.01,1m,1.5,4.0,1.1,356.0,,,,,,,,0.35000000000000003,5,COMPLETE
122,122,2.4054276334768043,2025-06-14 20:16:47.023640,2025-06-14 20:16:47.893708,0 days 00:00:00.870068,,,,,,,,658,0.006,2m,3.0,3.5,1.6,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0,0.01,1m,1.5,3.5,1.2000000000000002,280.0,,,,,,,,0.35000000000000003,2,COMPLETE
123,123,-0.14683992152137737,2025-06-14 20:16:47.910953,2025-06-14 20:16:48.777801,0 days 00:00:00.866848,,,,,,,,688,0.005,2m,3.0,3.0,0.5,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,0.01,1m,2.0,2.0,1.1,304.0,,,,,,,,0.35000000000000003,2,COMPLETE
124,124,-1.4924363139185162,2025-06-14 20:16:48.785877,2025-06-14 20:16:49.271139,0 days 00:00:00.485262,,,,,,,,782,0.005,2m,2.5,3.5,1.6,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
125,125,-1.7469177483877212,2025-06-14 20:16:49.289360,2025-06-14 20:16:50.528404,0 days 00:00:01.239044,98.0,0.001,4m,1.5,2.0,1.7000000000000002,436.0,758,0.004,2m,3.0,1.5,1.8,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,0.01,1m,1.5,2.5,1.1,324.0,,,,,,,,0.35000000000000003,3,COMPLETE
126,126,-1.0768551100544859,2025-06-14 20:16:50.555620,2025-06-14 20:16:51.443052,0 days 00:00:00.887432,,,,,,,,604,0.006,2m,2.5,3.5,1.5,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,0.01,1m,2.0,3.0,1.0,390.0,,,,,,,,0.35000000000000003,2,COMPLETE
127,127,-1.8401192497329746,2025-06-14 20:16:51.457795,2025-06-14 20:16:51.946177,0 days 00:00:00.488382,,,,,,,,676,0.005,3m,3.0,3.0,1.7000000000000002,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
128,128,0.6241048305042101,2025-06-14 20:16:51.966122,2025-06-14 20:16:53.934953,0 days 00:00:01.968831,244.0,0.003,4m,2.0,1.5,1.4,744.0,452,0.007,2m,3.5,2.0,1.6,332,134.0,0.002,4m,1.0,4.0,1.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,0.008,1m,2.0,4.0,1.5,490.0,628.0,0.01,4m,1.0,3.5,1.2000000000000002,286.0,,,,,,,,0.3,5,COMPLETE
129,129,1.4830286574930014,2025-06-14 20:16:53.947338,2025-06-14 20:16:55.559079,0 days 00:00:01.611741,512.0,0.002,4m,3.0,1.0,1.2000000000000002,506.0,700,0.004,2m,3.0,1.5,1.5,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.0,0.006,1m,3.0,3.5,1.2000000000000002,132.0,566.0,0.009000000000000001,2m,1.5,4.0,1.2000000000000002,258.0,,,,,,,,0.4,4,COMPLETE
130,130,1.878987246548747,2025-06-14 20:16:55.579902,2025-06-14 20:16:56.435869,0 days 00:00:00.855967,,,,,,,,494,0.006,2m,2.5,2.5,1.7000000000000002,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,0.01,3m,2.0,2.0,1.3,92.0,,,,,,,,0.35000000000000003,2,COMPLETE
131,131,4.820136182765174,2025-06-14 20:16:56.450145,2025-06-14 20:16:57.340062,0 days 00:00:00.889917,,,,,,,,656,0.006,2m,3.0,3.5,1.6,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.0,0.01,1m,1.5,3.5,1.2000000000000002,282.0,,,,,,,,0.35000000000000003,2,COMPLETE
132,132,2.870876438159708,2025-06-14 20:16:57.356087,2025-06-14 20:16:58.250659,0 days 00:00:00.894572,,,,,,,,730,0.006,2m,3.0,3.5,1.8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.0,0.01,1m,1.5,3.5,1.2000000000000002,344.0,,,,,,,,0.35000000000000003,2,COMPLETE
133,133,0.45740743865105593,2025-06-14 20:16:58.266427,2025-06-14 20:16:59.155675,0 days 00:00:00.889248,,,,,,,,646,0.006,2m,3.0,3.5,1.9000000000000001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,0.01,1m,1.5,3.5,1.1,352.0,,,,,,,,0.35000000000000003,2,COMPLETE
134,134,-0.30454373422333675,2025-06-14 20:16:59.171422,2025-06-14 20:17:00.463313,0 days 00:00:01.291891,66.0,0.005,3m,1.5,2.5,1.3,666.0,732,0.006,2m,3.0,3.5,1.8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0,0.01,1m,1.5,3.5,1.2000000000000002,326.0,,,,,,,,0.45,3,COMPLETE
135,135,1.0501793392790297,2025-06-14 20:17:00.479486,2025-06-14 20:17:01.406193,0 days 00:00:00.926707,,,,,,,,626,0.007,2m,3.0,3.5,1.8,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,0.009000000000000001,1m,1.5,3.5,1.1,312.0,,,,,,,,0.35000000000000003,2,COMPLETE
136,136,0.06456065779147002,2025-06-14 20:17:01.421851,2025-06-14 20:17:02.351811,0 days 00:00:00.929960,,,,,,,,702,0.005,2m,3.0,3.5,0.9,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,0.01,1m,1.5,3.5,1.2000000000000002,382.0,,,,,,,,0.35000000000000003,2,COMPLETE
137,137,3.028048155887715,2025-06-14 20:17:02.367539,2025-06-14 20:17:02.868501,0 days 00:00:00.500962,,,,,,,,670,0.006,2m,3.0,3.5,1.8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
138,138,-1.4097496631706563,2025-06-14 20:17:02.884726,2025-06-14 20:17:03.384144,0 days 00:00:00.499418,,,,,,,,902,0.006,2m,1.0,3.5,1.8,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
139,139,-3.768049729251016,2025-06-14 20:17:03.390923,2025-06-14 20:17:03.894464,0 days 00:00:00.503541,,,,,,,,818,0.006,2m,2.5,3.5,1.9000000000000001,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
140,140,1.6831209469993775,2025-06-14 20:17:03.907978,2025-06-14 20:17:04.441401,0 days 00:00:00.533423,,,,,,,,728,0.006,2m,3.0,3.5,1.7000000000000002,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
141,141,-4.924823940848144,2025-06-14 20:17:04.457558,2025-06-14 20:17:07.368363,0 days 00:00:02.910805,158.0,0.004,4m,2.0,2.0,1.8,606.0,660,0.005,2m,3.0,3.5,1.9000000000000001,16,346.0,0.006,1m,1.0,3.5,0.8,180.0,,,,,,,,460.0,0.007,3m,2.0,4.0,0.5,600.0,990.0,0.001,2m,4.0,4.0,1.4,364.0,,,,,,,,268.0,0.009000000000000001,2m,2.5,3.0,2.0,78.0,548.0,0.005,1m,1.5,4.0,1.1,410.0,,,,,,,,0.4,7,COMPLETE
142,142,-1.751054235966078,2025-06-14 20:17:07.395693,2025-06-14 20:17:08.293528,0 days 00:00:00.897835,,,,,,,,680,0.007,4m,3.0,3.5,1.8,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0,0.01,1m,1.5,3.0,1.2000000000000002,348.0,,,,,,,,0.45,2,COMPLETE
143,143,-0.7179392327746318,2025-06-14 20:17:08.315137,2025-06-14 20:17:09.196054,0 days 00:00:00.880917,,,,,,,,760,0.006,2m,3.0,3.5,1.7000000000000002,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0,0.01,1m,1.0,3.5,1.1,278.0,,,,,,,,0.4,2,COMPLETE
144,144,-1.4045929400599237,2025-06-14 20:17:09.211879,2025-06-14 20:17:09.730952,0 days 00:00:00.519073,,,,,,,,606,0.006,2m,3.0,1.5,1.5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
145,145,0.17835739991767346,2025-06-14 20:17:09.751568,2025-06-14 20:17:10.652531,0 days 00:00:00.900963,,,,,,,,716,0.005,2m,3.0,3.5,1.7000000000000002,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,0.01,1m,1.5,3.5,0.9,252.0,,,,,,,,0.4,2,COMPLETE
146,146,-1.0622306776745392,2025-06-14 20:17:10.666242,2025-06-14 20:17:11.986282,0 days 00:00:01.320040,358.0,0.006,2m,3.5,2.5,1.1,344.0,644,0.006,2m,3.0,3.5,1.6,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,0.009000000000000001,1m,1.0,3.0,1.2000000000000002,298.0,,,,,,,,0.45,3,COMPLETE
147,147,1.2657590201291418,2025-06-14 20:17:12.004019,2025-06-14 20:17:12.872659,0 days 00:00:00.868640,,,,,,,,580,0.005,2m,2.5,3.5,1.8,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,0.01,3m,1.5,3.0,1.0,192.0,,,,,,,,0.35000000000000003,2,COMPLETE
148,148,-1.2476119180020104,2025-06-14 20:17:12.872659,2025-06-14 20:17:13.371647,0 days 00:00:00.498988,,,,,,,,794,0.006,3m,3.0,2.0,1.6,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
149,149,0.813253292945963,2025-06-14 20:17:13.391910,2025-06-14 20:17:14.266441,0 days 00:00:00.874531,,,,,,,,674,0.007,2m,2.5,4.0,1.5,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,0.009000000000000001,1m,4.0,3.5,2.0,426.0,,,,,,,,0.4,2,COMPLETE
