,number,value,datetime_start,datetime_complete,duration,params_AMAT_TXN_beta_win,params_AMAT_TXN_stop_loss,params_AMAT_TXN_trade_freq,params_AMAT_TXN_z_entry,params_AMAT_TXN_z_exit,params_AMAT_TXN_z_stop_scaler,params_AMAT_TXN_z_win,params_ASML_CSCO_beta_win,params_ASML_CSCO_stop_loss,params_ASML_CSCO_trade_freq,params_ASML_CSCO_z_entry,params_ASML_CSCO_z_exit,params_ASML_CSCO_z_stop_scaler,params_ASML_CSCO_z_win,params_CHTR_CTAS_beta_win,params_CHTR_CTAS_stop_loss,params_CHTR_CTAS_trade_freq,params_CHTR_CTAS_z_entry,params_CHTR_CTAS_z_exit,params_CHTR_CTAS_z_stop_scaler,params_CHTR_CTAS_z_win,params_CMCSA_CSCO_beta_win,params_CMCSA_CSCO_stop_loss,params_CMCSA_CSCO_trade_freq,params_CMCSA_CSCO_z_entry,params_CMCSA_CSCO_z_exit,params_CMCSA_CSCO_z_stop_scaler,params_CMCSA_CSCO_z_win,params_CSCO_GOOGL_beta_win,params_CSCO_GOOGL_stop_loss,params_CSCO_GOOGL_trade_freq,params_CSCO_GOOGL_z_entry,params_CSCO_GOOGL_z_exit,params_CSCO_GOOGL_z_stop_scaler,params_CSCO_GOOGL_z_win,params_CSCO_GOOG_beta_win,params_CSCO_GOOG_stop_loss,params_CSCO_GOOG_trade_freq,params_CSCO_GOOG_z_entry,params_CSCO_GOOG_z_exit,params_CSCO_GOOG_z_stop_scaler,params_CSCO_GOOG_z_win,params_CSCO_NXPI_beta_win,params_CSCO_NXPI_stop_loss,params_CSCO_NXPI_trade_freq,params_CSCO_NXPI_z_entry,params_CSCO_NXPI_z_exit,params_CSCO_NXPI_z_stop_scaler,params_CSCO_NXPI_z_win,params_CSCO_SBUX_beta_win,params_CSCO_SBUX_stop_loss,params_CSCO_SBUX_trade_freq,params_CSCO_SBUX_z_entry,params_CSCO_SBUX_z_exit,params_CSCO_SBUX_z_stop_scaler,params_CSCO_SBUX_z_win,params_CSCO_TXN_beta_win,params_CSCO_TXN_stop_loss,params_CSCO_TXN_trade_freq,params_CSCO_TXN_z_entry,params_CSCO_TXN_z_exit,params_CSCO_TXN_z_stop_scaler,params_CSCO_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
109,109,-6.351392804801627,2025-06-14 19:02:36.816717,2025-06-14 19:02:42.131242,0 days 00:00:05.314525,300.0,0.002,1m,1.5,1.5,1.9000000000000001,34.0,920,0.003,3m,1.0,3.5,2.0,850,296.0,0.004,1m,1.5,1.5,1.5,332.0,,,,,,,,458.0,0.002,4m,3.0,3.0,0.9,830.0,,,,,,,,,,,,,,,986.0,0.004,4m,2.5,1.0,0.5,794.0,,,,,,,,526.0,0.003,1m,3.5,3.0,1.5,864.0,0.3,6,COMPLETE
110,110,-1.4828270693621546,2025-06-14 19:02:42.217055,2025-06-14 19:02:43.300571,0 days 00:00:01.083516,,,,,,,,734,0.003,3m,1.5,2.5,1.9000000000000001,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
111,111,7.0743895869159426,2025-06-14 19:02:43.361871,2025-06-14 19:02:44.326785,0 days 00:00:00.964914,,,,,,,,1006,0.003,3m,1.5,3.0,1.8,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
112,112,5.902321423998827,2025-06-14 19:02:44.377598,2025-06-14 19:02:45.459457,0 days 00:00:01.081859,,,,,,,,1000,0.002,3m,1.5,3.0,1.7000000000000002,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
113,113,5.862309065103136,2025-06-14 19:02:45.528410,2025-06-14 19:02:46.557052,0 days 00:00:01.028642,,,,,,,,1022,0.002,3m,1.5,3.0,1.7000000000000002,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
114,114,5.4752273704115595,2025-06-14 19:02:46.629539,2025-06-14 19:02:47.620443,0 days 00:00:00.990904,,,,,,,,1012,0.002,3m,1.5,3.0,1.6,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
115,115,6.37224555771174,2025-06-14 19:02:47.711071,2025-06-14 19:02:48.804636,0 days 00:00:01.093565,,,,,,,,1008,0.002,3m,1.5,3.0,1.6,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
116,116,5.917841027845945,2025-06-14 19:02:48.885350,2025-06-14 19:02:49.953740,0 days 00:00:01.068390,,,,,,,,1014,0.001,3m,1.5,3.0,1.6,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
117,117,-7.094162322286605,2025-06-14 19:02:50.053881,2025-06-14 19:02:51.944211,0 days 00:00:01.890330,,,,,,,,1024,0.001,3m,2.0,3.0,1.6,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,0.005,2m,1.5,3.5,1.5,190.0,,,,,,,,,,,,,,,0.3,2,COMPLETE
118,118,-3.2976077869974656,2025-06-14 19:02:52.020522,2025-06-14 19:02:52.911987,0 days 00:00:00.891465,,,,,,,,956,0.001,1m,1.5,2.5,1.5,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
119,119,0.4405206896572319,2025-06-14 19:02:52.967454,2025-06-14 19:02:53.960185,0 days 00:00:00.992731,,,,,,,,676,0.001,3m,1.0,3.0,1.4,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
120,120,-1.5297953289133475,2025-06-14 19:02:54.025204,2025-06-14 19:02:55.790223,0 days 00:00:01.765019,,,,,,,,936,0.002,3m,1.5,3.0,1.7000000000000002,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,0.006,3m,2.0,1.5,2.0,272.0,,,,,,,,,,,,,,,0.3,2,COMPLETE
121,121,6.801058940336899,2025-06-14 19:02:55.838003,2025-06-14 19:02:56.800738,0 days 00:00:00.962735,,,,,,,,1006,0.002,3m,1.5,3.0,1.6,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
122,122,5.546499126662726,2025-06-14 19:02:56.875470,2025-06-14 19:02:57.940104,0 days 00:00:01.064634,,,,,,,,1024,0.002,3m,1.5,3.0,1.5,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
123,123,5.539749232179085,2025-06-14 19:02:58.033369,2025-06-14 19:02:58.992391,0 days 00:00:00.959022,,,,,,,,1024,0.002,3m,1.5,3.0,1.6,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
124,124,4.379680764414846,2025-06-14 19:02:59.086031,2025-06-14 19:03:00.111145,0 days 00:00:01.025114,,,,,,,,966,0.001,3m,1.5,3.0,1.5,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
125,125,5.729890968424331,2025-06-14 19:03:00.175637,2025-06-14 19:03:01.165076,0 days 00:00:00.989439,,,,,,,,1004,0.002,3m,1.5,3.0,1.7000000000000002,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
126,126,5.401585489833592,2025-06-14 19:03:01.217563,2025-06-14 19:03:02.134990,0 days 00:00:00.917427,,,,,,,,1002,0.001,3m,1.5,2.5,1.7000000000000002,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
127,127,5.9093659874385445,2025-06-14 19:03:02.190928,2025-06-14 19:03:03.205346,0 days 00:00:01.014418,,,,,,,,1004,0.002,3m,1.5,3.0,1.6,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
128,128,5.486041547837471,2025-06-14 19:03:03.252654,2025-06-14 19:03:04.269251,0 days 00:00:01.016597,,,,,,,,1002,0.002,3m,1.5,3.0,1.6,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
129,129,-17.072961439056776,2025-06-14 19:03:04.341998,2025-06-14 19:03:10.142261,0 days 00:00:05.800263,44.0,0.003,4m,1.0,1.5,0.7,94.0,958,0.002,2m,2.0,3.0,1.6,1024,544.0,0.002,4m,3.5,3.0,0.7,938.0,,,,,,,,294.0,0.007,2m,1.5,3.5,1.4,390.0,,,,,,,,,,,,,,,832.0,0.003,4m,2.5,2.5,0.6,216.0,790.0,0.003,1m,1.0,3.0,0.5,334.0,828.0,0.008,2m,1.0,2.0,0.8,488.0,0.35000000000000003,7,COMPLETE
130,130,5.5499096134452515,2025-06-14 19:03:10.210026,2025-06-14 19:03:11.248693,0 days 00:00:01.038667,,,,,,,,1004,0.001,3m,1.5,3.0,1.7000000000000002,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
131,131,2.1649172551810567,2025-06-14 19:03:11.318252,2025-06-14 19:03:12.376640,0 days 00:00:01.058388,,,,,,,,918,0.002,3m,1.5,3.0,1.7000000000000002,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
132,132,4.079468447093641,2025-06-14 19:03:12.451428,2025-06-14 19:03:13.437060,0 days 00:00:00.985632,,,,,,,,944,0.002,3m,1.5,3.0,1.6,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
133,133,4.832328900091102,2025-06-14 19:03:13.494484,2025-06-14 19:03:14.440666,0 days 00:00:00.946182,,,,,,,,972,0.002,3m,1.5,3.0,1.3,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
134,134,-2.9801155621009516,2025-06-14 19:03:14.529613,2025-06-14 19:03:16.352679,0 days 00:00:01.823066,,,,,,,,1004,0.001,3m,1.5,3.0,1.7000000000000002,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,0.007,3m,1.0,1.0,1.0,118.0,,,,,,,,,,,,,,,0.25,2,COMPLETE
135,135,4.483333081599766,2025-06-14 19:03:16.405271,2025-06-14 19:03:17.330857,0 days 00:00:00.925586,,,,,,,,894,0.002,3m,1.5,2.5,1.6,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
136,136,2.464445838671098,2025-06-14 19:03:17.388652,2025-06-14 19:03:18.282142,0 days 00:00:00.893490,,,,,,,,964,0.002,3m,1.0,3.0,1.7000000000000002,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
137,137,6.239764046493902,2025-06-14 19:03:18.326522,2025-06-14 19:03:19.174794,0 days 00:00:00.848272,,,,,,,,990,0.001,3m,1.5,3.0,1.5,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
138,138,5.300834455525968,2025-06-14 19:03:19.226195,2025-06-14 19:03:20.196893,0 days 00:00:00.970698,,,,,,,,988,0.001,3m,1.5,3.0,1.5,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
139,139,-1.2199968796459695,2025-06-14 19:03:20.261648,2025-06-14 19:03:21.945068,0 days 00:00:01.683420,,,,,,,,1004,0.001,3m,1.5,3.0,1.4,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,0.003,2m,1.5,4.0,0.8,938.0,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
140,140,-2.940287559959496,2025-06-14 19:03:21.998402,2025-06-14 19:03:22.921506,0 days 00:00:00.923104,,,,,,,,938,0.001,3m,2.0,2.5,1.6,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
141,141,5.732910527108281,2025-06-14 19:03:22.987576,2025-06-14 19:03:23.914287,0 days 00:00:00.926711,,,,,,,,1020,0.002,3m,1.5,3.0,1.6,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
142,142,4.683362724184332,2025-06-14 19:03:24.005310,2025-06-14 19:03:25.032764,0 days 00:00:01.027454,,,,,,,,1024,0.002,3m,1.5,3.0,1.5,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
143,143,4.498003199233932,2025-06-14 19:03:25.091151,2025-06-14 19:03:26.046223,0 days 00:00:00.955072,,,,,,,,978,0.002,3m,1.5,3.0,1.6,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
144,144,5.495249588783541,2025-06-14 19:03:26.092030,2025-06-14 19:03:27.128404,0 days 00:00:01.036374,,,,,,,,1002,0.001,3m,1.5,3.0,1.7000000000000002,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
145,145,5.4032071797172065,2025-06-14 19:03:27.175719,2025-06-14 19:03:28.121409,0 days 00:00:00.945690,,,,,,,,1024,0.002,3m,1.5,3.0,1.2000000000000002,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
146,146,-2.9294698729121875,2025-06-14 19:03:28.168747,2025-06-14 19:03:29.109360,0 days 00:00:00.940613,,,,,,,,958,0.002,1m,1.5,3.0,1.6,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
147,147,1.638465162097386,2025-06-14 19:03:29.178901,2025-06-14 19:03:31.090110,0 days 00:00:01.911209,,,,,,,,988,0.001,3m,1.5,3.0,1.5,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.007,4m,2.0,2.0,1.1,858.0,,,,,,,,,,,,,,,0.25,2,COMPLETE
148,148,5.747544207018712,2025-06-14 19:03:31.149295,2025-06-14 19:03:32.202013,0 days 00:00:01.052718,,,,,,,,1002,0.002,3m,1.5,3.0,1.7000000000000002,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
149,149,3.397553988235307,2025-06-14 19:03:32.260860,2025-06-14 19:03:33.321409,0 days 00:00:01.060549,,,,,,,,968,0.002,3m,1.5,3.0,1.7000000000000002,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,COMPLETE
