,number,value,datetime_start,datetime_complete,duration,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_EBAY_ZM_beta_win,params_EBAY_ZM_stop_loss,params_EBAY_ZM_trade_freq,params_EBAY_ZM_z_entry,params_EBAY_ZM_z_exit,params_EBAY_ZM_z_stop_scaler,params_EBAY_ZM_z_win,params_GILD_ZM_beta_win,params_GILD_ZM_stop_loss,params_GILD_ZM_trade_freq,params_GILD_ZM_z_entry,params_GILD_ZM_z_exit,params_GILD_ZM_z_stop_scaler,params_GILD_ZM_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_JD_ZM_beta_win,params_JD_ZM_stop_loss,params_JD_ZM_trade_freq,params_JD_ZM_z_entry,params_JD_ZM_z_exit,params_JD_ZM_z_stop_scaler,params_JD_ZM_z_win,params_KDP_ZM_beta_win,params_KDP_ZM_stop_loss,params_KDP_ZM_trade_freq,params_KDP_ZM_z_entry,params_KDP_ZM_z_exit,params_KDP_ZM_z_stop_scaler,params_KDP_ZM_z_win,params_KHC_ZM_beta_win,params_KHC_ZM_stop_loss,params_KHC_ZM_trade_freq,params_KHC_ZM_z_entry,params_KHC_ZM_z_exit,params_KHC_ZM_z_stop_scaler,params_KHC_ZM_z_win,params_QCOM_ZM_beta_win,params_QCOM_ZM_stop_loss,params_QCOM_ZM_trade_freq,params_QCOM_ZM_z_entry,params_QCOM_ZM_z_exit,params_QCOM_ZM_z_stop_scaler,params_QCOM_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,-7.260024964070473,2025-06-14 19:41:02.479917,2025-06-14 19:41:06.029828,0 days 00:00:03.549911,876.0,0.003,3m,1.0,3.0,1.3,394.0,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,,,,,,,,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
1,1,0.18700918075273573,2025-06-14 19:41:06.113075,2025-06-14 19:41:08.887854,0 days 00:00:02.774779,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,,,,,,,,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
2,2,-7.202204767451327,2025-06-14 19:41:08.970174,2025-06-14 19:41:17.990908,0 days 00:00:09.020734,978.0,0.007,3m,1.5,4.0,0.7,698.0,270,0.008,4m,1.0,1.5,0.5,50,76.0,0.001,3m,2.5,2.5,0.6,388.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,572.0,0.008,4m,1.5,3.5,2.0,386.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,,,,,,,,920.0,0.003,3m,2.5,1.0,1.3,360.0,0.2,9,COMPLETE
3,3,-7.811939509604225,2025-06-14 19:41:18.069667,2025-06-14 19:41:22.874470,0 days 00:00:04.804803,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,544,0.009000000000000001,1m,1.5,3.5,1.3,326,,,,,,,,,,,,,,,352.0,0.007,2m,1.0,3.5,1.3,856.0,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,,,,,,,,,,,,,,,0.05,5,COMPLETE
4,4,-6.322403803398398,2025-06-14 19:41:22.955545,2025-06-14 19:41:28.016306,0 days 00:00:05.060761,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,,,,,,,,,,,,,,,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,,,,,,,,,,,,,,,0.2,5,COMPLETE
5,5,-0.9999956809119592,2025-06-14 19:41:28.097173,2025-06-14 19:41:35.959108,0 days 00:00:07.861935,218.0,0.004,2m,1.5,3.0,1.6,72.0,430,0.001,4m,2.5,4.0,0.8,278,,,,,,,,370.0,0.007,1m,2.0,1.0,1.4,490.0,804.0,0.008,1m,2.5,3.5,0.6,550.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,,,,,,,,974.0,0.008,4m,3.0,4.0,1.8,922.0,0.15000000000000002,8,COMPLETE
6,6,-2.3270229409538494,2025-06-14 19:41:36.027108,2025-06-14 19:41:40.035497,0 days 00:00:04.008389,588.0,0.007,2m,2.5,2.5,0.8,598.0,264,0.008,1m,4.0,1.0,0.6,718,,,,,,,,,,,,,,,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
7,7,-2.634994451664642,2025-06-14 19:41:40.093641,2025-06-14 19:41:42.850727,0 days 00:00:02.757086,832.0,0.01,3m,3.5,2.5,1.5,514.0,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,,,,,,,,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
8,8,-4.894002210165151,2025-06-14 19:41:42.910247,2025-06-14 19:41:49.857237,0 days 00:00:06.946990,172.0,0.001,2m,2.5,4.0,1.8,892.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,,,,,,,,,,,,,,,150.0,0.002,2m,4.0,3.0,1.4,444.0,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,,,,,,,,338.0,0.005,2m,1.5,3.0,1.4,492.0,0.05,7,COMPLETE
9,9,-4.776161735671883,2025-06-14 19:41:49.906359,2025-06-14 19:41:59.532599,0 days 00:00:09.626240,698.0,0.01,4m,2.5,3.5,0.8,766.0,90,0.004,2m,4.0,1.5,0.9,844,678.0,0.01,4m,4.0,4.0,2.0,420.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,1010.0,0.007,3m,4.0,1.5,0.8,766.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,0.45,10,COMPLETE
10,10,-0.8214337469115623,2025-06-14 19:41:59.600683,2025-06-14 19:42:00.658969,0 days 00:00:01.058286,,,,,,,,640,0.006,2m,3.0,1.0,2.0,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
11,11,-0.010223488320784976,2025-06-14 19:42:00.743839,2025-06-14 19:42:01.928711,0 days 00:00:01.184872,,,,,,,,636,0.006,2m,3.0,1.0,1.9000000000000001,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
12,12,-0.33537936329016443,2025-06-14 19:42:02.023580,2025-06-14 19:42:03.198847,0 days 00:00:01.175267,,,,,,,,708,0.006,2m,3.5,1.0,1.7000000000000002,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
13,13,-0.7721463705815506,2025-06-14 19:42:03.287363,2025-06-14 19:42:05.401583,0 days 00:00:02.114220,392.0,0.008,1m,4.0,1.0,2.0,918.0,752,0.004,2m,3.0,1.5,1.6,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
14,14,-4.161792505340264,2025-06-14 19:42:05.470725,2025-06-14 19:42:08.320194,0 days 00:00:02.849469,342.0,0.005,1m,3.0,1.5,1.2000000000000002,978.0,486,0.007,2m,3.5,2.0,1.6,184,,,,,,,,,,,,,,,462.0,0.004,3m,1.5,4.0,0.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
15,15,-2.539430862292961,2025-06-14 19:42:08.405202,2025-06-14 19:42:09.616137,0 days 00:00:01.210935,,,,,,,,790,0.002,2m,2.5,2.5,1.8,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
16,16,-2.712550317867493,2025-06-14 19:42:09.700435,2025-06-14 19:42:15.782069,0 days 00:00:06.081634,498.0,0.008,1m,2.0,2.0,1.1,370.0,590,0.01,2m,4.0,1.5,1.5,490,,,,,,,,,,,,,,,674.0,0.005,4m,3.5,1.0,1.7000000000000002,162.0,526.0,0.001,3m,1.0,4.0,1.0,578.0,,,,,,,,1006.0,0.001,1m,4.0,2.0,0.6,856.0,,,,,,,,70.0,0.001,1m,4.0,1.5,0.5,98.0,0.25,6,COMPLETE
17,17,-2.1867934695884235,2025-06-14 19:42:15.856435,2025-06-14 19:42:17.858797,0 days 00:00:02.002362,20.0,0.001,1m,4.0,2.0,0.5,798.0,84,0.005,2m,3.5,1.0,2.0,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,2,COMPLETE
18,18,-6.094209831187351,2025-06-14 19:42:17.946860,2025-06-14 19:42:21.882687,0 days 00:00:03.935827,324.0,0.009000000000000001,1m,3.0,1.0,1.5,58.0,404,0.007,1m,2.0,2.0,1.8,246,,,,,,,,,,,,,,,318.0,0.004,3m,3.0,2.5,0.9,630.0,726.0,0.001,3m,1.0,2.5,1.3,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4,COMPLETE
19,19,0.3415591253357068,2025-06-14 19:42:21.951205,2025-06-14 19:42:24.018727,0 days 00:00:02.067522,174.0,0.005,1m,2.0,3.5,1.0,1022.0,820,0.01,2m,3.0,3.0,1.1,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
20,20,-2.16436379591442,2025-06-14 19:42:24.135345,2025-06-14 19:42:27.951960,0 days 00:00:03.816615,178.0,0.005,1m,2.0,3.5,0.9,1016.0,862,0.01,2m,4.0,3.0,1.1,158,,,,,,,,,,,,,,,804.0,0.001,3m,2.0,2.5,0.5,1004.0,330.0,0.003,4m,3.5,1.0,0.5,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
21,21,-0.37840743781289804,2025-06-14 19:42:28.023476,2025-06-14 19:42:30.117985,0 days 00:00:02.094509,460.0,0.003,1m,2.0,3.5,1.1,832.0,860,0.01,2m,3.0,3.0,1.4,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
22,22,-0.3179497957716899,2025-06-14 19:42:30.209022,2025-06-14 19:42:32.343968,0 days 00:00:02.134946,246.0,0.006,1m,3.0,3.0,1.4,686.0,668,0.008,2m,2.5,3.5,1.0,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
23,23,-0.6176012097614061,2025-06-14 19:42:32.416480,2025-06-14 19:42:33.550788,0 days 00:00:01.134308,,,,,,,,846,0.007,2m,3.0,3.5,1.8,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
24,24,-4.587919348032875,2025-06-14 19:42:33.620328,2025-06-14 19:42:36.492624,0 days 00:00:02.872296,106.0,0.003,1m,1.0,3.5,1.0,922.0,520,0.003,2m,2.0,2.5,1.5,836,,,,,,,,,,,,,,,568.0,0.01,4m,3.0,4.0,1.5,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
25,25,-4.311303980579212,2025-06-14 19:42:36.568749,2025-06-14 19:42:38.765224,0 days 00:00:02.196475,618.0,0.006,1m,1.5,2.5,0.5,1006.0,618,0.01,2m,3.5,1.5,1.1,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
26,26,-2.850783814621379,2025-06-14 19:42:38.865901,2025-06-14 19:42:44.522666,0 days 00:00:05.656765,272.0,0.004,3m,2.0,2.0,2.0,714.0,748,0.005,4m,2.5,4.0,2.0,438,,,,,,,,,,,,,,,872.0,0.006,3m,1.0,2.0,1.9000000000000001,260.0,758.0,0.008,2m,2.0,2.5,0.9,22.0,,,,,,,,660.0,0.01,2m,1.0,3.0,2.0,718.0,,,,,,,,688.0,0.01,3m,4.0,2.0,0.6,52.0,0.25,6,COMPLETE
27,27,0.21230248537303958,2025-06-14 19:42:44.611792,2025-06-14 19:42:45.858412,0 days 00:00:01.246620,,,,,,,,1016,0.008,3m,3.5,1.0,1.7000000000000002,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
28,28,0.7720701377630377,2025-06-14 19:42:45.925752,2025-06-14 19:42:49.566797,0 days 00:00:03.641045,416.0,0.008,4m,3.0,3.5,1.3,870.0,978,0.008,3m,4.0,3.0,1.4,170,,,,,,,,,,,,,,,670.0,0.004,3m,2.0,2.0,1.2000000000000002,848.0,382.0,0.003,3m,2.0,4.0,1.5,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
29,29,-4.040426920167773,2025-06-14 19:42:49.648093,2025-06-14 19:42:53.891562,0 days 00:00:04.243469,424.0,0.008,4m,2.5,4.0,1.3,836.0,1020,0.008,3m,3.5,3.0,1.3,124,,,,,,,,,,,,,,,426.0,0.003,1m,1.5,1.0,1.2000000000000002,876.0,376.0,0.003,3m,2.0,4.0,1.5,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4,COMPLETE
30,30,-3.4656490551516415,2025-06-14 19:42:53.984209,2025-06-14 19:42:58.817142,0 days 00:00:04.832933,550.0,0.002,4m,1.5,3.5,1.1,440.0,920,0.007,3m,3.5,3.5,1.4,236,,,,,,,,,,,,,,,228.0,0.004,4m,2.0,2.0,1.8,734.0,454.0,0.003,3m,2.5,3.0,2.0,428.0,,,,,,,,376.0,0.001,3m,2.0,1.0,0.8,20.0,,,,,,,,,,,,,,,0.4,5,COMPLETE
31,31,-1.2377074851612413,2025-06-14 19:42:58.890082,2025-06-14 19:43:01.921067,0 days 00:00:03.030985,130.0,0.009000000000000001,4m,3.0,3.0,1.7000000000000002,904.0,1010,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,328,,,,,,,,,,,,,,,640.0,0.006,3m,2.0,2.5,1.0,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,3,COMPLETE
32,32,-2.0836800623510188,2025-06-14 19:43:02.016433,2025-06-14 19:43:04.767094,0 days 00:00:02.750661,316.0,0.009000000000000001,4m,3.5,3.5,0.7,1022.0,912,0.009000000000000001,3m,4.0,2.5,1.2000000000000002,320,,,,,,,,,,,,,,,892.0,0.005,3m,3.0,1.5,0.8,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
33,33,0.33485151107159317,2025-06-14 19:43:04.839329,2025-06-14 19:43:06.741633,0 days 00:00:01.902304,388.0,0.006,2m,3.0,2.5,1.4,946.0,336,0.008,3m,4.0,3.0,1.6,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
34,34,-2.3419585015036244,2025-06-14 19:43:06.828066,2025-06-14 19:43:08.886348,0 days 00:00:02.058282,358.0,0.006,2m,2.5,2.5,1.4,848.0,318,0.008,3m,4.0,3.0,1.4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
35,35,-0.08833251000674386,2025-06-14 19:43:08.997458,2025-06-14 19:43:10.145988,0 days 00:00:01.148530,,,,,,,,800,0.009000000000000001,3m,3.5,3.5,1.6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,COMPLETE
36,36,-3.252927477258835,2025-06-14 19:43:10.214985,2025-06-14 19:43:12.335564,0 days 00:00:02.120579,632.0,0.004,2m,1.0,1.5,1.2000000000000002,750.0,956,0.008,3m,3.5,2.5,1.5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,2,COMPLETE
37,37,-4.858441451276757,2025-06-14 19:43:12.430297,2025-06-14 19:43:15.976999,0 days 00:00:03.546702,726.0,0.005,2m,3.0,2.5,1.4,602.0,206,0.007,3m,4.0,3.0,1.1,280,,,,,,,,,,,,,,,700.0,0.001,2m,3.5,1.0,1.4,720.0,180.0,0.005,3m,1.5,3.5,1.1,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,4,COMPLETE
38,38,-8.098711667683855,2025-06-14 19:43:16.055423,2025-06-14 19:43:18.945007,0 days 00:00:02.889584,458.0,0.007,2m,2.5,3.0,1.0,958.0,888,0.01,3m,3.5,4.0,1.3,464,,,,,,,,,,,,,,,500.0,0.003,1m,1.0,2.0,1.6,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
39,39,-7.332538870268619,2025-06-14 19:43:19.049182,2025-06-14 19:43:23.794417,0 days 00:00:04.745235,496.0,0.006,3m,2.0,4.0,1.3,282.0,390,0.008,1m,1.0,2.0,1.7000000000000002,128,,,,,,,,,,,,,,,370.0,0.003,2m,3.5,1.5,1.3,822.0,694.0,0.002,3m,1.5,3.0,1.4,708.0,,,,,,,,764.0,0.008,2m,4.0,2.0,1.0,652.0,,,,,,,,,,,,,,,0.5,5,COMPLETE
40,40,-2.921475082698792,2025-06-14 19:43:23.898629,2025-06-14 19:43:30.320673,0 days 00:00:06.422044,274.0,0.008,4m,3.5,2.0,1.5,638.0,976,0.009000000000000001,4m,4.0,3.5,0.6,218,,,,,,,,,,,,,,,18.0,0.002,4m,1.5,2.0,2.0,352.0,814.0,0.007,3m,3.0,4.0,1.7000000000000002,958.0,976.0,0.001,1m,4.0,4.0,0.6,994.0,288.0,0.004,1m,1.5,4.0,1.6,564.0,,,,,,,,32.0,0.01,2m,2.5,2.5,1.0,996.0,0.15000000000000002,7,COMPLETE
41,41,-3.522996904650537,2025-06-14 19:43:30.559858,2025-06-14 19:43:32.936966,0 days 00:00:02.377108,100.0,0.007,1m,3.0,3.0,1.8,874.0,336,0.009000000000000001,3m,4.0,3.0,1.9000000000000001,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
42,42,-2.018632976416757,2025-06-14 19:43:33.005582,2025-06-14 19:43:44.283526,0 days 00:00:11.277944,186.0,0.009000000000000001,3m,3.5,3.0,1.6,958.0,244,0.009000000000000001,3m,4.0,2.5,1.9000000000000001,288,,,,,,,,,,,,,,,848.0,0.005,3m,2.0,3.0,1.2000000000000002,532.0,562.0,0.004,1m,2.5,2.0,0.7,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
43,43,-6.5560917446897,2025-06-14 19:43:44.412656,2025-06-14 19:43:54.957117,0 days 00:00:10.544461,406.0,0.008,2m,3.0,3.5,1.0,948.0,134,0.008,1m,3.0,1.0,0.9,64,,,,,,,,,,,,,,,936.0,0.007,3m,3.0,2.5,0.7,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3,COMPLETE
44,44,0.5572034062619916,2025-06-14 19:43:55.143236,2025-06-14 19:43:58.960301,0 days 00:00:03.817065,,,,,,,,468,0.01,4m,4.0,1.0,1.7000000000000002,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
45,45,-0.25581442627101236,2025-06-14 19:43:59.118666,2025-06-14 19:44:02.828625,0 days 00:00:03.709959,,,,,,,,562,0.01,4m,3.5,1.0,1.6,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
46,46,-100.0,2025-06-14 19:44:02.981250,2025-06-14 19:44:06.606908,0 days 00:00:03.625658,,,,,,,,452,0.006,4m,4.0,2.0,1.7000000000000002,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,1,COMPLETE
47,47,2.072041453400435,2025-06-14 19:44:06.777160,2025-06-14 19:44:10.669443,0 days 00:00:03.892283,,,,,,,,502,0.01,4m,3.5,2.5,1.5,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
48,48,-0.7875463456226255,2025-06-14 19:44:10.833094,2025-06-14 19:44:17.680074,0 days 00:00:06.846980,902.0,0.005,4m,4.0,4.0,1.2000000000000002,150.0,376,0.01,4m,4.0,2.5,1.4,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
49,49,-9.134548188296517,2025-06-14 19:44:17.853996,2025-06-14 19:44:31.787032,0 days 00:00:13.933036,564.0,0.004,2m,2.5,2.5,0.6,794.0,480,0.01,4m,3.0,3.5,1.5,126,976.0,0.005,2m,1.0,1.0,1.5,1008.0,46.0,0.01,3m,4.0,4.0,1.8,150.0,256.0,0.002,1m,2.0,1.5,0.5,476.0,38.0,0.002,2m,3.5,3.5,1.2000000000000002,788.0,156.0,0.01,1m,3.5,4.0,1.2000000000000002,64.0,210.0,0.01,4m,2.5,2.5,1.4,450.0,960.0,0.001,2m,1.0,4.0,2.0,956.0,646.0,0.001,1m,1.5,1.0,2.0,712.0,0.45,10,COMPLETE
