,number,value,datetime_start,datetime_complete,duration,params_AEP_AMGN_beta_win,params_AEP_AMGN_stop_loss,params_AEP_AMGN_trade_freq,params_AEP_AMGN_z_entry,params_AEP_AMGN_z_exit,params_AEP_AMGN_z_stop_scaler,params_AEP_AMGN_z_win,params_AMD_NTES_beta_win,params_AMD_NTES_stop_loss,params_AMD_NTES_trade_freq,params_AMD_NTES_z_entry,params_AMD_NTES_z_exit,params_AMD_NTES_z_stop_scaler,params_AMD_NTES_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_AMZN_GOOGL_beta_win,params_AMZN_GOOGL_stop_loss,params_AMZN_GOOGL_trade_freq,params_AMZN_GOOGL_z_entry,params_AMZN_GOOGL_z_exit,params_AMZN_GOOGL_z_stop_scaler,params_AMZN_GOOGL_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_GOOGL_WDAY_beta_win,params_GOOGL_WDAY_stop_loss,params_GOOGL_WDAY_trade_freq,params_GOOGL_WDAY_z_entry,params_GOOGL_WDAY_z_exit,params_GOOGL_WDAY_z_stop_scaler,params_GOOGL_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_ORLY_SIRI_beta_win,params_ORLY_SIRI_stop_loss,params_ORLY_SIRI_trade_freq,params_ORLY_SIRI_z_entry,params_ORLY_SIRI_z_exit,params_ORLY_SIRI_z_stop_scaler,params_ORLY_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
82,82,-0.08714681847466732,2025-06-14 19:20:14.805939,2025-06-14 19:20:22.219035,0 days 00:00:07.413096,376.0,0.002,4m,3.5,1.0,1.3,856.0,696.0,0.002,2m,1.5,2.0,1.5,478.0,16.0,0.01,3m,1.0,3.5,1.5,770.0,726.0,0.004,1m,2.0,1.5,1.7000000000000002,500.0,,,,,,,,730.0,0.005,2m,2.5,2.0,1.8,422.0,,,,,,,,512,0.001,3m,2.5,3.0,1.2000000000000002,1016,888.0,0.003,1m,3.0,2.5,1.1,884.0,104.0,0.006,3m,2.5,2.5,0.8,724.0,0.35000000000000003,8,COMPLETE
83,83,1.895339573043591,2025-06-14 19:20:22.299918,2025-06-14 19:20:30.866368,0 days 00:00:08.566450,300.0,0.004,4m,3.5,1.0,1.7000000000000002,712.0,560.0,0.005,2m,1.5,3.0,1.6,404.0,788.0,0.009000000000000001,3m,1.5,3.5,1.3,812.0,692.0,0.001,1m,2.5,1.0,1.8,588.0,324.0,0.003,1m,3.0,3.0,1.8,220.0,682.0,0.004,2m,2.5,3.0,1.8,350.0,,,,,,,,556,0.002,3m,2.5,4.0,1.0,130,952.0,0.005,1m,3.5,3.0,1.4,934.0,394.0,0.009000000000000001,3m,3.5,3.0,0.9,868.0,0.25,9,COMPLETE
84,84,-1.9170966327298955,2025-06-14 19:20:30.946317,2025-06-14 19:20:39.674859,0 days 00:00:08.728542,290.0,0.004,4m,3.0,2.0,1.8,834.0,560.0,0.005,2m,3.0,3.5,1.6,412.0,906.0,0.009000000000000001,3m,1.0,3.0,1.3,886.0,680.0,0.001,1m,2.5,1.0,1.8,590.0,332.0,0.003,1m,3.0,3.0,1.8,254.0,660.0,0.004,2m,2.5,3.5,1.9000000000000001,348.0,648.0,0.004,3m,4.0,3.0,0.6,142.0,552,0.002,3m,2.5,4.0,1.0,314,962.0,0.004,1m,2.5,3.0,1.4,908.0,416.0,0.009000000000000001,3m,3.0,2.0,0.9,908.0,0.35000000000000003,10,COMPLETE
85,85,0.03721081284969587,2025-06-14 19:20:39.739511,2025-06-14 19:20:47.689419,0 days 00:00:07.949908,184.0,0.004,4m,3.5,1.5,1.7000000000000002,726.0,576.0,0.004,3m,2.0,3.0,1.7000000000000002,274.0,688.0,0.009000000000000001,4m,2.0,3.5,0.6,702.0,626.0,0.001,1m,2.5,1.0,1.8,30.0,412.0,0.004,1m,3.5,3.5,1.4,210.0,590.0,0.003,4m,3.0,3.5,1.7000000000000002,364.0,,,,,,,,600,0.002,3m,2.5,4.0,0.9,104,800.0,0.006,1m,2.0,3.5,1.6,684.0,486.0,0.008,3m,3.5,3.0,0.7,908.0,0.3,9,COMPLETE
86,86,0.23901169434913758,2025-06-14 19:20:47.760051,2025-06-14 19:20:55.348869,0 days 00:00:07.588818,224.0,0.004,4m,4.0,2.5,1.9000000000000001,778.0,826.0,0.005,1m,1.5,3.5,1.6,356.0,776.0,0.009000000000000001,3m,1.5,4.0,1.4,798.0,698.0,0.001,1m,2.5,1.0,1.6,662.0,78.0,0.001,1m,3.0,3.0,1.8,492.0,552.0,0.003,2m,2.5,3.0,1.6,472.0,,,,,,,,476,0.002,4m,2.5,4.0,1.0,36,946.0,0.008,4m,3.0,2.0,1.5,828.0,264.0,0.009000000000000001,3m,3.0,2.5,0.5,814.0,0.1,9,COMPLETE
87,87,0.07952526225032888,2025-06-14 19:20:55.415102,2025-06-14 19:21:03.958743,0 days 00:00:08.543641,262.0,0.003,4m,3.0,3.0,1.6,704.0,750.0,0.004,2m,2.0,3.0,0.9,342.0,824.0,0.008,1m,2.0,3.5,1.2000000000000002,988.0,32.0,0.001,3m,2.0,1.0,1.2000000000000002,718.0,202.0,0.006,3m,2.0,4.0,1.5,674.0,636.0,0.004,1m,3.0,4.0,1.8,400.0,342.0,0.006,1m,2.0,1.0,1.7000000000000002,748.0,584,0.003,3m,2.0,2.5,1.3,134,690.0,0.007,3m,3.0,3.0,1.1,1020.0,200.0,0.008,3m,2.5,1.5,0.6,352.0,0.25,10,COMPLETE
88,88,-1.7656558717025648,2025-06-14 19:21:04.032334,2025-06-14 19:21:08.478341,0 days 00:00:04.446007,46.0,0.005,4m,3.5,3.5,1.5,606.0,,,,,,,,746.0,0.01,1m,1.0,3.5,0.7,868.0,652.0,0.002,1m,1.5,1.0,1.6,554.0,,,,,,,,226.0,0.002,2m,2.5,3.0,1.9000000000000001,236.0,,,,,,,,544,0.002,4m,2.5,2.5,1.5,226,,,,,,,,,,,,,,,0.3,5,COMPLETE
89,89,-1.6601496618612932,2025-06-14 19:21:08.548325,2025-06-14 19:21:16.675729,0 days 00:00:08.127404,318.0,0.01,3m,4.0,1.5,1.7000000000000002,760.0,692.0,0.006,2m,1.5,3.0,1.4,416.0,632.0,0.008,2m,1.5,3.0,0.5,836.0,162.0,0.001,1m,2.0,3.0,1.7000000000000002,598.0,410.0,0.003,2m,4.0,2.0,1.9000000000000001,354.0,684.0,0.004,4m,2.5,2.5,2.0,258.0,,,,,,,,452,0.001,3m,2.0,3.5,0.7,634,832.0,0.002,1m,2.0,1.5,1.3,578.0,382.0,0.01,3m,1.0,2.5,0.9,636.0,0.25,9,COMPLETE
90,90,-0.30847093680915333,2025-06-14 19:21:16.734483,2025-06-14 19:21:22.176096,0 days 00:00:05.441613,88.0,0.005,2m,4.0,2.5,1.6,808.0,980.0,0.003,2m,2.0,4.0,1.8,232.0,258.0,0.009000000000000001,1m,1.0,4.0,1.0,754.0,746.0,0.006,1m,2.5,1.0,2.0,686.0,,,,,,,,836.0,0.003,2m,3.0,3.0,1.7000000000000002,328.0,,,,,,,,610,0.002,1m,2.5,2.0,1.1,968,,,,,,,,,,,,,,,0.2,6,COMPLETE
91,91,1.6302757617206363,2025-06-14 19:21:22.276403,2025-06-14 19:21:29.608872,0 days 00:00:07.332469,438.0,0.006,1m,3.5,1.0,1.1,642.0,510.0,0.004,2m,1.5,2.5,1.5,580.0,106.0,0.003,3m,1.5,3.5,1.4,820.0,566.0,0.002,1m,2.5,1.5,1.7000000000000002,634.0,,,,,,,,726.0,0.005,2m,2.0,2.0,1.8,292.0,,,,,,,,512,0.001,3m,2.5,3.0,1.7000000000000002,170,576.0,0.005,1m,3.5,2.5,1.2000000000000002,938.0,342.0,0.009000000000000001,3m,4.0,3.0,0.8,742.0,0.25,8,COMPLETE
92,92,-3.665412955087028,2025-06-14 19:21:29.707265,2025-06-14 19:21:36.794455,0 days 00:00:07.087190,350.0,0.006,1m,3.5,1.0,2.0,562.0,394.0,0.005,2m,1.5,2.5,1.6,486.0,1022.0,0.007,3m,2.0,3.5,1.4,784.0,564.0,0.002,1m,2.5,1.5,1.7000000000000002,642.0,,,,,,,,772.0,0.005,2m,2.0,2.0,1.9000000000000001,286.0,,,,,,,,572,0.001,3m,2.5,2.5,1.7000000000000002,188,572.0,0.005,1m,3.5,2.5,1.4,934.0,310.0,0.009000000000000001,3m,3.5,3.5,0.7,684.0,0.3,8,COMPLETE
93,93,1.7127036087242204,2025-06-14 19:21:36.869009,2025-06-14 19:21:44.666140,0 days 00:00:07.797131,490.0,0.006,1m,3.5,1.0,1.2000000000000002,628.0,632.0,0.004,2m,1.0,3.0,1.5,384.0,62.0,0.003,3m,2.0,3.5,1.3,908.0,592.0,0.003,1m,2.5,1.0,1.8,620.0,638.0,0.004,1m,3.5,3.5,1.7000000000000002,894.0,702.0,0.004,2m,2.0,2.0,1.8,340.0,,,,,,,,362,0.002,3m,2.5,3.5,1.3,282,460.0,0.006,1m,4.0,2.5,1.0,844.0,430.0,0.008,3m,4.0,3.0,0.5,870.0,0.15000000000000002,9,COMPLETE
94,94,-0.7926366227591621,2025-06-14 19:21:44.738496,2025-06-14 19:21:52.411243,0 days 00:00:07.672747,390.0,0.006,1m,3.5,1.0,1.2000000000000002,634.0,620.0,0.004,2m,4.0,2.5,1.5,604.0,60.0,0.003,3m,1.5,3.5,1.3,916.0,600.0,0.003,1m,2.5,1.0,1.8,576.0,650.0,0.004,1m,3.5,3.5,1.7000000000000002,1002.0,690.0,0.005,2m,2.0,2.0,1.8,440.0,,,,,,,,346,0.001,3m,2.5,3.5,1.3,288,346.0,0.006,1m,4.0,2.5,1.0,852.0,544.0,0.008,3m,4.0,3.0,1.3,870.0,0.15000000000000002,9,COMPLETE
95,95,-0.13399298936410572,2025-06-14 19:21:52.476366,2025-06-14 19:22:10.372456,0 days 00:00:17.896090,548.0,0.006,1m,3.5,1.0,1.3,588.0,520.0,0.004,2m,1.0,3.0,1.6,374.0,38.0,0.003,3m,2.0,3.5,1.4,848.0,560.0,0.003,1m,2.5,1.0,1.9000000000000001,706.0,718.0,0.002,1m,3.0,3.0,1.8,896.0,748.0,0.004,4m,2.5,2.0,1.8,388.0,800.0,0.003,2m,3.0,2.0,1.0,348.0,404,0.002,3m,2.5,4.0,1.4,340,442.0,0.006,1m,4.0,3.0,1.3,972.0,442.0,0.007,3m,4.0,3.5,0.9,1016.0,0.1,10,COMPLETE
96,96,-3.0313312592100776,2025-06-14 19:22:10.503784,2025-06-14 19:22:24.215214,0 days 00:00:13.711430,490.0,0.005,1m,3.0,1.0,1.2000000000000002,528.0,422.0,0.003,2m,1.0,3.5,1.7000000000000002,322.0,150.0,0.003,3m,1.0,3.0,1.2000000000000002,954.0,514.0,0.002,1m,2.5,1.0,1.5,620.0,428.0,0.006,1m,3.5,3.5,1.5,876.0,726.0,0.005,2m,2.0,2.0,1.7000000000000002,326.0,,,,,,,,366,0.01,4m,2.5,3.5,1.2000000000000002,424,90.0,0.007,1m,3.5,2.5,0.7,792.0,596.0,0.009000000000000001,3m,4.0,3.0,1.1,954.0,0.15000000000000002,9,COMPLETE
97,97,-4.2914458847487555,2025-06-14 19:22:24.293513,2025-06-14 19:22:31.036567,0 days 00:00:06.743054,432.0,0.006,4m,2.5,1.0,1.1,694.0,590.0,0.004,4m,1.0,1.5,1.4,512.0,98.0,0.002,3m,2.0,3.5,1.3,670.0,610.0,0.004,1m,2.5,1.0,1.8,672.0,,,,,,,,794.0,0.006,2m,2.5,4.0,1.9000000000000001,224.0,,,,,,,,298,0.009000000000000001,3m,2.5,3.5,1.5,234,982.0,0.004,1m,4.0,2.0,0.9,896.0,492.0,0.01,3m,3.5,3.0,0.6,766.0,0.15000000000000002,8,COMPLETE
98,98,3.142767840549746,2025-06-14 19:22:31.134463,2025-06-14 19:22:34.531350,0 days 00:00:03.396887,494.0,0.007,1m,4.0,1.0,1.4,492.0,,,,,,,,64.0,0.01,3m,1.5,4.0,1.1,802.0,,,,,,,,,,,,,,,694.0,0.004,4m,3.5,2.5,1.6,306.0,,,,,,,,110,0.001,3m,1.5,3.0,1.6,996,,,,,,,,,,,,,,,0.2,4,COMPLETE
99,99,-4.79281237179107,2025-06-14 19:22:34.599559,2025-06-14 19:22:37.254589,0 days 00:00:02.655030,,,,,,,,,,,,,,,440.0,0.01,3m,1.5,4.0,1.1,868.0,,,,,,,,,,,,,,,874.0,0.004,2m,3.5,2.5,1.6,362.0,,,,,,,,172,0.001,3m,1.5,3.0,1.3,90,,,,,,,,,,,,,,,0.2,3,COMPLETE
100,100,-0.7387219950914338,2025-06-14 19:22:37.319861,2025-06-14 19:22:40.879294,0 days 00:00:03.559433,514.0,0.007,1m,3.5,1.0,1.4,430.0,,,,,,,,58.0,0.01,3m,1.5,4.0,1.1,802.0,,,,,,,,,,,,,,,700.0,0.004,4m,4.0,2.5,1.2000000000000002,724.0,,,,,,,,104,0.001,3m,2.0,3.0,1.1,168,,,,,,,,,,,,,,,0.2,4,COMPLETE
101,101,-0.6287677323205042,2025-06-14 19:22:40.972578,2025-06-14 19:22:44.347732,0 days 00:00:03.375154,476.0,0.007,1m,4.0,1.0,1.3,500.0,,,,,,,,76.0,0.01,3m,1.5,4.0,1.2000000000000002,900.0,,,,,,,,,,,,,,,668.0,0.008,4m,2.5,2.5,1.8,308.0,,,,,,,,94,0.001,3m,1.5,3.0,1.6,992,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
102,102,-6.966680772505133,2025-06-14 19:22:44.407246,2025-06-14 19:22:48.807675,0 days 00:00:04.400429,532.0,0.005,1m,4.0,1.5,1.5,614.0,,,,,,,,38.0,0.009000000000000001,3m,2.0,3.5,1.3,828.0,806.0,0.003,4m,2.0,1.0,1.8,740.0,,,,,,,,642.0,0.003,4m,3.5,2.0,1.7000000000000002,270.0,,,,,,,,42,0.002,3m,2.5,4.0,1.6,946,,,,,,,,,,,,,,,0.25,5,COMPLETE
103,103,-2.4213243672253024,2025-06-14 19:22:48.881248,2025-06-14 19:22:56.356747,0 days 00:00:07.475499,582.0,0.006,1m,4.0,1.0,1.2000000000000002,644.0,550.0,0.005,3m,3.5,3.0,1.9000000000000001,442.0,104.0,0.003,3m,1.0,3.5,1.4,770.0,82.0,0.002,1m,2.5,2.5,1.6,542.0,584.0,0.005,1m,2.5,2.5,1.6,700.0,712.0,0.005,4m,2.0,2.0,1.8,342.0,,,,,,,,222,0.002,4m,1.5,3.0,1.7000000000000002,976,570.0,0.005,1m,3.5,2.5,1.1,980.0,404.0,0.009000000000000001,1m,2.0,3.5,1.0,844.0,0.2,9,COMPLETE
104,104,0.2111931682299027,2025-06-14 19:22:56.413437,2025-06-14 19:23:05.295816,0 days 00:00:08.882379,514.0,0.004,1m,3.5,1.0,1.4,482.0,442.0,0.003,2m,1.5,2.5,1.4,290.0,140.0,0.01,3m,2.0,4.0,1.5,706.0,666.0,0.001,2m,3.0,4.0,1.9000000000000001,634.0,810.0,0.004,1m,3.0,4.0,1.2000000000000002,542.0,594.0,0.004,4m,2.5,3.5,1.9000000000000001,294.0,216.0,0.008,4m,1.5,3.5,1.7000000000000002,818.0,138,0.001,3m,1.0,2.5,1.5,1006,250.0,0.004,1m,4.0,3.0,1.4,750.0,366.0,0.008,4m,3.5,3.0,0.7,810.0,0.15000000000000002,10,COMPLETE
105,105,-5.756000914231868,2025-06-14 19:23:05.363922,2025-06-14 19:23:09.838047,0 days 00:00:04.474125,640.0,0.007,1m,4.0,1.5,0.9,582.0,,,,,,,,178.0,0.003,4m,1.5,3.5,0.5,936.0,466.0,0.004,1m,2.0,1.0,1.4,596.0,,,,,,,,818.0,0.003,1m,2.0,2.0,2.0,258.0,,,,,,,,536,0.002,3m,2.5,3.0,1.4,914,,,,,,,,,,,,,,,0.3,5,COMPLETE
106,106,-1.1205695242758988,2025-06-14 19:23:09.925042,2025-06-14 19:23:16.606616,0 days 00:00:06.681574,454.0,0.007,1m,3.5,1.0,1.2000000000000002,662.0,644.0,0.005,2m,1.0,2.0,1.5,370.0,206.0,0.009000000000000001,3m,2.5,3.5,0.6,744.0,722.0,0.003,1m,1.0,1.0,1.7000000000000002,648.0,,,,,,,,774.0,0.006,4m,4.0,2.5,1.7000000000000002,864.0,,,,,,,,478,0.001,4m,2.5,2.5,0.9,552,,,,,,,,454.0,0.008,3m,4.0,3.0,0.8,914.0,0.25,7,COMPLETE
107,107,-5.144263186949907,2025-06-14 19:23:16.671584,2025-06-14 19:23:20.604023,0 days 00:00:03.932439,416.0,0.006,3m,4.0,3.0,1.3,418.0,,,,,,,,76.0,0.008,3m,3.0,4.0,1.3,860.0,,,,,,,,,,,,,,,684.0,0.004,2m,2.5,2.0,1.9000000000000001,162.0,,,,,,,,498,0.003,3m,4.0,3.5,1.6,120,,,,,,,,,,,,,,,0.1,4,COMPLETE
108,108,-4.529400733424719,2025-06-14 19:23:20.681202,2025-06-14 19:23:29.319119,0 days 00:00:08.637917,218.0,0.01,1m,1.5,2.0,0.7,740.0,368.0,0.003,1m,1.0,3.0,1.3,534.0,28.0,0.006,1m,1.5,2.5,1.4,806.0,636.0,0.002,1m,1.5,1.5,1.5,568.0,172.0,0.002,2m,4.0,3.0,1.9000000000000001,152.0,624.0,0.01,4m,2.0,2.5,1.8,382.0,,,,,,,,560,0.002,4m,2.0,2.5,1.6,960,372.0,0.005,3m,1.0,3.5,1.2000000000000002,846.0,280.0,0.009000000000000001,3m,4.0,2.5,1.2000000000000002,702.0,0.2,9,COMPLETE
109,109,-2.203388102914366,2025-06-14 19:23:29.389139,2025-06-14 19:23:36.715360,0 days 00:00:07.326221,486.0,0.002,1m,3.5,3.0,1.1,548.0,896.0,0.003,2m,1.5,3.5,1.6,392.0,140.0,0.008,1m,2.0,3.5,0.5,886.0,538.0,0.001,3m,2.0,1.0,1.6,776.0,,,,,,,,762.0,0.009000000000000001,2m,3.0,3.0,1.6,406.0,,,,,,,,434,0.007,3m,2.5,3.5,1.0,842,704.0,0.006,2m,4.0,2.0,1.0,936.0,1006.0,0.01,3m,3.5,3.5,0.5,646.0,0.3,8,COMPLETE
110,110,-0.10102376140204207,2025-06-14 19:23:36.787117,2025-06-14 19:23:42.625908,0 days 00:00:05.838791,134.0,0.007,4m,3.5,1.5,1.4,722.0,504.0,0.007,2m,3.0,2.5,1.6,440.0,116.0,0.007,3m,1.0,4.0,1.9000000000000001,534.0,772.0,0.001,1m,2.5,1.0,1.8,708.0,,,,,,,,658.0,0.007,2m,2.0,2.0,2.0,322.0,,,,,,,,578,0.001,1m,2.0,4.0,1.7000000000000002,924,,,,,,,,,,,,,,,0.25,6,COMPLETE
111,111,-3.019075704134726,2025-06-14 19:23:42.700659,2025-06-14 19:23:49.242439,0 days 00:00:06.541780,252.0,0.008,1m,3.5,3.0,1.7000000000000002,870.0,670.0,0.004,2m,1.5,3.0,1.7000000000000002,468.0,168.0,0.006,1m,2.0,3.5,0.6,838.0,582.0,0.001,1m,2.0,1.5,1.7000000000000002,612.0,,,,,,,,96.0,0.003,2m,2.0,2.0,1.8,346.0,,,,,,,,528,0.002,3m,2.5,2.5,1.8,144,,,,,,,,320.0,0.007,3m,3.0,2.0,0.5,224.0,0.25,7,COMPLETE
112,112,2.0326886064154044,2025-06-14 19:23:49.323745,2025-06-14 19:23:55.725744,0 days 00:00:06.401999,290.0,0.009000000000000001,1m,3.5,3.0,1.8,772.0,602.0,0.004,2m,2.0,3.0,1.5,328.0,90.0,0.005,1m,2.0,3.5,0.6,918.0,688.0,0.002,1m,2.0,1.5,1.7000000000000002,668.0,,,,,,,,614.0,0.003,2m,2.0,2.0,1.8,284.0,,,,,,,,508,0.002,3m,2.5,2.5,1.7000000000000002,886,,,,,,,,230.0,0.008,3m,2.5,2.0,0.6,266.0,0.25,7,COMPLETE
113,113,2.6618741326549924,2025-06-14 19:23:55.776618,2025-06-14 19:24:02.469970,0 days 00:00:06.693352,286.0,0.009000000000000001,1m,3.5,3.0,1.8,764.0,594.0,0.006,2m,1.5,3.0,1.5,142.0,52.0,0.005,1m,2.0,3.5,0.7,920.0,690.0,0.002,1m,2.5,1.5,1.6,676.0,,,,,,,,508.0,0.003,2m,2.0,2.0,1.7000000000000002,278.0,,,,,,,,458,0.002,3m,2.5,2.5,1.7000000000000002,870,496.0,0.008,1m,3.5,2.5,1.6,982.0,168.0,0.009000000000000001,3m,2.5,2.5,0.6,268.0,0.25,8,COMPLETE
114,114,1.9450263598387811,2025-06-14 19:24:02.552218,2025-06-14 19:24:09.218590,0 days 00:00:06.666372,286.0,0.009000000000000001,1m,2.0,3.0,1.8,768.0,608.0,0.006,2m,1.5,3.0,1.5,128.0,50.0,0.005,1m,2.0,3.5,0.7,984.0,688.0,0.002,1m,2.5,1.5,1.9000000000000001,682.0,,,,,,,,496.0,0.002,2m,2.0,2.0,1.7000000000000002,230.0,,,,,,,,450,0.002,3m,2.5,2.5,1.7000000000000002,876,516.0,0.009000000000000001,1m,3.5,2.5,1.6,996.0,162.0,0.009000000000000001,3m,2.5,2.5,0.6,282.0,0.25,8,COMPLETE
115,115,2.2537311067468657,2025-06-14 19:24:09.308852,2025-06-14 19:24:16.432133,0 days 00:00:07.123281,330.0,0.009000000000000001,1m,2.0,3.0,1.9000000000000001,778.0,604.0,0.006,2m,1.5,3.0,1.5,18.0,48.0,0.005,1m,2.0,3.5,0.7,994.0,692.0,0.003,1m,2.5,2.0,2.0,722.0,,,,,,,,548.0,0.002,2m,2.0,2.0,1.7000000000000002,242.0,,,,,,,,424,0.002,3m,2.5,2.5,1.7000000000000002,864,520.0,0.009000000000000001,1m,3.5,2.5,1.7000000000000002,992.0,172.0,0.009000000000000001,3m,2.5,2.5,0.6,278.0,0.25,8,COMPLETE
116,116,1.278456415540739,2025-06-14 19:24:16.529130,2025-06-14 19:24:23.329109,0 days 00:00:06.799979,326.0,0.009000000000000001,1m,2.0,3.0,1.9000000000000001,836.0,606.0,0.006,2m,1.5,3.0,1.5,18.0,56.0,0.005,1m,2.0,3.5,0.8,992.0,684.0,0.003,1m,2.5,2.0,2.0,732.0,,,,,,,,516.0,0.002,2m,2.0,2.0,1.6,224.0,,,,,,,,426,0.003,3m,2.5,2.5,1.7000000000000002,872,496.0,0.009000000000000001,1m,3.5,2.5,1.7000000000000002,992.0,168.0,0.009000000000000001,3m,2.5,2.5,0.6,254.0,0.25,8,COMPLETE
117,117,2.806944138723788,2025-06-14 19:24:23.431599,2025-06-14 19:24:30.344383,0 days 00:00:06.912784,286.0,0.01,1m,2.0,1.0,1.8,772.0,638.0,0.006,2m,1.5,3.0,1.5,70.0,18.0,0.005,2m,2.0,3.5,0.7,1002.0,694.0,0.005,1m,3.0,2.0,2.0,800.0,,,,,,,,500.0,0.002,2m,2.0,2.0,1.5,188.0,,,,,,,,392,0.002,3m,2.5,3.0,1.7000000000000002,818,490.0,0.009000000000000001,1m,3.5,2.5,1.7000000000000002,928.0,62.0,0.009000000000000001,3m,2.5,2.5,0.6,148.0,0.25,8,COMPLETE
118,118,0.825158901702329,2025-06-14 19:24:30.389637,2025-06-14 19:24:36.715789,0 days 00:00:06.326152,292.0,0.01,1m,2.0,3.0,1.8,774.0,640.0,0.006,2m,1.5,3.0,1.4,74.0,20.0,0.005,2m,2.0,3.0,0.7,962.0,836.0,0.005,1m,3.0,2.5,2.0,830.0,,,,,,,,418.0,0.002,2m,2.0,2.0,1.5,110.0,,,,,,,,388,0.002,3m,2.5,2.5,1.8,770,494.0,0.009000000000000001,1m,3.0,2.5,1.7000000000000002,984.0,42.0,0.008,3m,2.5,2.5,0.6,122.0,0.25,8,COMPLETE
119,119,0.9088641246759233,2025-06-14 19:24:36.782731,2025-06-14 19:24:43.694450,0 days 00:00:06.911719,304.0,0.01,1m,2.0,2.5,1.9000000000000001,808.0,560.0,0.007,2m,1.5,3.0,1.6,138.0,38.0,0.005,2m,2.0,3.5,0.8,1024.0,734.0,0.004,1m,3.0,2.0,1.9000000000000001,794.0,,,,,,,,516.0,0.001,2m,1.5,2.0,1.6,186.0,,,,,,,,366,0.003,3m,3.0,3.0,1.2000000000000002,810,524.0,0.009000000000000001,1m,3.5,2.5,1.8,900.0,80.0,0.009000000000000001,3m,2.5,2.5,0.5,270.0,0.25,8,COMPLETE
120,120,4.225060646094627,2025-06-14 19:24:43.759751,2025-06-14 19:24:51.006421,0 days 00:00:07.246670,338.0,0.009000000000000001,2m,2.0,3.0,2.0,788.0,590.0,0.006,2m,1.5,3.0,1.5,66.0,64.0,0.005,2m,2.0,3.5,0.9,1004.0,700.0,0.003,1m,2.5,2.0,2.0,676.0,484.0,0.003,4m,3.5,3.5,1.7000000000000002,908.0,500.0,0.002,2m,2.0,2.0,1.7000000000000002,130.0,,,,,,,,332,0.002,3m,2.5,2.5,1.5,856,414.0,0.01,1m,3.0,2.5,1.6,1018.0,142.0,0.009000000000000001,3m,2.0,2.5,0.6,214.0,0.2,9,COMPLETE
121,121,2.956417137090058,2025-06-14 19:24:51.082949,2025-06-14 19:24:58.443207,0 days 00:00:07.360258,362.0,0.009000000000000001,2m,2.0,3.0,2.0,800.0,600.0,0.006,2m,1.5,3.0,1.5,62.0,74.0,0.005,2m,2.0,3.5,0.9,992.0,700.0,0.007,1m,2.5,2.0,2.0,760.0,460.0,0.003,4m,3.5,3.5,1.7000000000000002,916.0,496.0,0.002,2m,2.0,2.0,1.7000000000000002,64.0,,,,,,,,310,0.002,3m,2.5,2.5,1.5,888,426.0,0.01,1m,3.0,2.5,1.6,1024.0,136.0,0.009000000000000001,3m,2.0,2.5,0.6,208.0,0.2,9,COMPLETE
122,122,3.876940444555598,2025-06-14 19:24:58.521972,2025-06-14 19:25:05.541145,0 days 00:00:07.019173,362.0,0.009000000000000001,2m,2.0,3.0,2.0,792.0,590.0,0.006,2m,1.5,3.0,1.4,66.0,82.0,0.005,2m,2.0,3.5,0.9,986.0,700.0,0.007,1m,2.5,2.0,2.0,814.0,472.0,0.003,4m,3.5,3.5,1.9000000000000001,1016.0,502.0,0.002,2m,2.0,2.0,1.7000000000000002,78.0,,,,,,,,240,0.002,3m,2.5,2.5,1.5,882,346.0,0.01,1m,3.0,2.5,1.6,1012.0,150.0,0.01,3m,2.0,2.5,0.7,216.0,0.2,9,COMPLETE
